PlayerID,Jersey,FirstName,LastName,College,Age,Experience,Height,Weight,TeamID,DraftedBy,DraftRound,DraftPick,DraftSeason,HallOfFame,Injury,InjuryLength,Salary,ContractYears,Position,Alt Position,Team,RetiredSeason,Franchise Tag,Tender Type,Awards,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,Run Blocking,Pass Blocking,Tackling,Endurance,Kick Distance,Kick Accuracy,Overall
2237,85,Chris,Burkett,Jackson State,23,0,76,205,9,9,12,12,1985,False,,,8262034,5,WR,WR,LON,0,False,None,,39,79,1,85,87,66,1,32,11,18,80,1,1,75
2238,86,Steve,Kreider,Lehigh,27,0,75,192,10,10,20,1,1985,False,,,6523289,2,WR,WR,GB,0,False,None,,42,80,1,77,79,65,1,16,5,29,84,1,1,72
2239,11,Jim,Jensen,Boston University,27,0,76,215,12,12,19,11,1985,False,Bruised Cheekbone,,6378713,2,WR,WR,DET,0,False,None,,43,80,1,82,75,57,1,28,17,30,77,1,1,72
2240,87,Walter,Stanley,Colorado,23,0,69,180,12,12,13,11,1985,False,,,7943762,5,WR,WR,DET,0,False,None,,37,76,1,81,83,59,1,23,5,22,71,1,1,73
2241,77,Ken,Jones,Arkansas State,33,0,77,260,2,2,35,13,1985,False,,,3275247,2,T,T,MIA,0,False,None,,82,44,1,47,16,72,1,65,69,33,68,1,1,73
2242,68,Greg,Koch,Arkansas,30,0,76,270,15,15,35,3,1985,False,,,4044616,2,T,T,SF,0,False,None,,78,46,1,53,17,60,1,68,79,47,61,1,1,72
2243,79,Bruce,Davis,UCLA,29,0,78,287,4,4,22,7,1985,False,,,5497328,2,T,T,OAK,0,False,None,,80,51,1,46,25,65,1,82,66,32,59,1,1,71
2244,74,Paul,Farren,Boston University,25,0,77,272,17,17,25,4,1985,False,,,5451422,2,T,T,WAS,0,False,None,,75,38,1,46,16,62,1,77,66,33,58,1,1,73
2245,72,Karl,Swanke,Boston College,28,0,78,257,9,9,34,12,1985,False,,,5224777,1,T,T,LON,0,False,None,,76,43,1,48,9,56,1,75,65,35,64,1,1,72
2246,71,Kevin,Call,Colorado State,24,0,79,302,5,5,32,13,1985,False,,,3789598,3,T,T,BUF,0,False,None,,78,56,1,44,12,65,1,69,62,34,60,1,1,72
2247,66,Ken,Reeves,Texas A&M,24,0,77,270,6,6,20,4,1985,False,,,6204529,2,T,T,WIN,0,False,None,,77,45,1,54,12,61,1,72,73,45,71,1,1,73
2248,62,Mark,Bortz,Iowa,24,0,78,282,17,17,24,15,1985,False,,,6648176,2,G,G,WAS,0,False,None,,80,48,1,39,15,62,1,65,68,49,65,1,1,72
2249,54,Keith,Bishop,Baylor,28,0,75,260,11,11,31,2,1985,False,,,4543392,2,G,G,CHI,0,False,None,,88,57,1,38,24,57,1,67,66,40,57,1,1,72
2250,62,Brent,Boyd,UCLA,28,0,75,268,1,1,17,16,1985,False,,,1750000,2,G,G,KC,0,False,None,,84,40,1,48,22,67,1,75,72,30,62,1,1,73
2251,60,Randy,Grimes,Baylor,25,0,76,270,13,13,34,11,1985,False,,,4199575,1,C,C,MIN,0,False,None,,79,41,1,52,9,56,1,68,65,44,62,1,1,73
2252,53,Steve,Wilson,Georgia,31,0,76,265,9,9,35,7,1985,False,Pulled Hamstring,,3764938,3,C,C,LON,0,False,None,,75,50,1,50,10,60,1,63,71,40,57,1,1,70
2253,55,Jim,Romano,Penn State,26,0,75,260,7,7,34,18,1985,False,,,4182603,3,C,C,CIN,0,False,None,,82,50,1,43,6,59,1,67,61,36,64,1,1,72
2254,61,Tony,Slaton,USC,24,0,75,265,16,16,31,14,1985,False,,,4261283,3,C,C,PHI,0,False,None,,70,53,1,53,18,57,1,76,77,45,57,1,1,74
2255,85,Julius,Adams,Texas Southern,37,0,75,270,16,16,33,14,1985,False,,,3313697,2,DE,DE,PHI,0,False,None,,69,58,1,60,20,49,1,1,1,54,66,1,1,63
2256,53,Hugh,Green,Pittsburgh,26,0,74,225,3,3,23,17,1985,False,,,5369467,3,LB,LB,HOU,0,False,None,,69,76,1,60,42,51,1,1,1,78,73,1,1,72
2257,54,E.J.,Junior,Alabama,26,0,75,238,3,3,18,2,1985,False,,,6219436,2,LB,LB,HOU,0,False,None,,74,73,1,70,33,59,1,1,1,78,80,1,1,75
2258,55,Otis,Wilson,Louisville,28,0,74,227,9,9,18,12,1985,False,,,6728935,3,LB,LB,LON,0,False,None,,67,78,1,77,49,55,1,1,1,78,77,1,1,74
2259,51,Woodrow,Lowe,Alabama,31,0,72,227,18,18,31,5,1985,False,,,4062588,2,LB,LB,CLM,0,False,None,,68,67,1,79,36,55,1,1,1,73,67,1,1,76
2260,56,Cecil,Johnson,Pittsburgh,30,0,74,230,7,7,31,1,1985,False,,,3718717,1,LB,LB,CIN,0,False,None,,66,60,1,58,47,69,1,1,1,73,78,1,1,69
2261,54,Mike,Walter,Oregon,25,0,75,240,2,2,21,13,1985,False,,,4659597,4,LB,LB,MIA,0,False,None,,54,57,1,65,32,59,1,1,1,83,66,1,1,72
2262,57,Fulton,Kuykendall,UCLA,32,0,76,225,1,1,32,3,1985,False,,,750000,2,LB,LB,KC,0,False,None,,55,58,1,71,34,57,1,1,1,72,71,1,1,69
2263,57,Chris,Martin,Auburn,25,0,74,236,12,12,26,8,1985,False,,,5352102,1,LB,LB,DET,0,False,None,,62,56,1,60,30,58,1,1,1,75,81,1,1,72
2264,55,Jim,Ryan,William & Mary,28,0,73,217,10,10,27,18,1985,False,,,3787497,1,LB,LB,GB,0,False,None,,54,65,1,72,46,64,1,1,1,75,64,1,1,72
2265,57,Calvin,Daniels,North Carolina,27,0,75,236,9,9,25,7,1985,False,,,6070662,2,LB,LB,LON,0,False,None,,61,56,1,74,38,53,1,1,1,71,68,1,1,72
2266,92,Angelo,King,South Carolina State,27,0,73,224,7,7,27,1,1985,False,,,3774868,3,LB,LB,CIN,0,False,None,,67,65,1,62,31,63,1,1,1,77,78,1,1,72
2267,26,Charles,Romes,North Carolina Central,31,0,73,191,8,8,16,10,1985,False,,,7073310,4,CB,CB,PRO,0,False,None,,33,85,1,82,53,61,1,1,1,33,83,1,1,68
2268,27,Preston,Davis,Baylor,23,0,71,180,16,16,19,14,1985,False,,,7102677,4,CB,CB,PHI,0,False,None,,40,78,1,77,55,44,1,1,1,36,75,1,1,72
2269,48,Kenny,Hill,Yale,27,0,72,194,8,8,30,10,1985,False,,,5113198,1,SS,SS,PRO,0,False,None,,49,66,1,71,45,54,1,1,1,66,82,1,1,72
2270,46,Bo,Eason,California-Davis,24,0,74,200,11,11,24,17,1985,False,,,5212966,4,LB,LB,CHI,0,False,None,,57,80,1,73,48,56,1,1,1,67,71,1,1,65
2271,42,Lyle,Blackwood,TCU,34,0,73,190,16,16,23,14,1985,False,,,4568811,2,CB,CB,PHI,0,False,None,,43,76,1,77,63,46,1,1,1,36,75,1,1,68
2272,43,Sam,Seale,Western State (CO),23,0,69,182,5,5,26,13,1985,False,Hyper Extended Knee,,4545974,1,FS,FS,BUF,0,False,None,,50,70,1,79,58,53,1,1,1,60,81,1,1,73
2273,26,James,Britt,LSU,25,0,72,185,4,4,31,12,1985,False,,,3386737,2,FS,FS,OAK,0,False,None,,47,72,1,81,54,51,1,1,1,63,81,1,1,73
2274,8,Nick,Lowery,Dartmouth,29,0,76,215,14,14,17,10,1985,False,,,6161695,3,K,K,ATL,0,False,None,,24,30,23,52,30,66,1,1,1,23,100,81,74,72
2275,14,Ray,Wersching,California,35,0,71,213,1,1,20,3,1985,False,,,1250000,3,K,K,KC,0,False,None,,20,31,22,42,25,67,1,1,1,14,92,84,74,71
2276,8,Ray,Guy,Southern Miss,36,0,75,195,6,6,24,4,1985,False,,,3506657,2,P,P,WIN,0,False,None,,18,37,28,42,11,69,1,1,1,29,78,76,70,72
2277,7,Rich,Camarillo,Washington,26,0,71,202,7,7,22,18,1985,False,,,4954406,3,P,P,CIN,0,False,None,,23,45,14,57,11,57,1,1,1,19,95,79,63,73
2278,3,Rohn,Stark,Florida State,26,0,75,203,8,8,22,10,1985,False,,,4623964,3,P,P,PRO,0,False,None,,30,45,19,57,22,62,1,1,1,17,92,82,78,72
2279,48,Wes,Hopkins,SMU,24,0,73,213,15,15,14,16,1985,False,,,7755480,3,FS,FS,SF,0,False,None,,61,69,1,82,54,72,1,1,1,70,85,1,1,74
2280,65,Jeff,Dellenbach,Wisconsin,22,0,78,290,2,2,15,13,1985,False,,,7345213,4,T,T,MIA,0,False,None,,82,51,1,40,14,67,1,83,65,44,72,1,1,73
2281,85,Phillip,Epps,TCU,27,0,70,165,3,3,28,2,1985,False,,,3316140,3,WR,WR,HOU,0,False,None,,37,75,1,72,75,63,1,13,12,35,75,1,1,72
2282,83,Renaldo,Nehemiah,Maryland,26,0,73,181,3,3,11,17,1985,False,,,10045736,2,WR,WR,HOU,0,False,None,,40,70,1,99,52,40,1,19,8,19,80,1,1,71
2283,32,Ethan,Horton,North Carolina,23,0,76,235,7,7,51,1,1985,False,,,334173,2,RB,RB,CIN,0,False,None,,75,55,13,65,60,50,13,20,34,21,78,1,1,71
2284,10,Jay,Schroeder,UCLA,24,0,76,215,2,2,24,6,1985,False,,,5021593,3,QB,QB,MIA,0,False,None,,44,63,77,50,18,84,77,1,1,18,76,1,1,71
2285,11,Wade,Wilson,Texas A&M-Commerce,26,0,75,210,13,13,28,11,1985,False,,,3731870,2,QB,QB,MIN,0,False,None,,42,68,87,68,20,67,73,1,1,26,80,1,1,72
2286,19,David,Woodley,LSU,27,0,74,210,10,10,39,18,1985,False,,,322350,1,QB,QB,GB,0,False,None,,53,56,85,50,14,68,69,1,1,20,90,1,1,71
2287,2,Mark,Malone,Arizona State,27,0,76,223,6,6,39,15,1985,False,,,418292,3,QB,QB,WIN,0,False,None,,54,50,67,61,14,68,74,1,1,15,73,1,1,71
2288,16,Paul,McDonald,USC,27,0,74,185,8,8,40,10,1985,False,,,397893,1,QB,QB,PRO,0,False,None,,46,54,76,62,9,67,70,1,1,8,82,1,1,72
2289,16,Randy,Wright,Wisconsin,24,0,74,200,6,6,22,4,1985,False,,,5269281,3,QB,QB,WIN,0,False,None,,41,59,78,60,17,66,71,1,1,14,84,1,1,71
2290,16,Steve,Dils,Stanford,30,0,73,190,5,5,43,6,1985,False,,,388024,3,QB,QB,BUF,0,False,None,,43,61,74,61,13,66,73,1,1,25,80,1,1,71
2291,27,Lorenzo,Hampton,Florida,23,0,71,205,11,11,50,17,1985,False,,,322312,2,RB,RB,CHI,0,False,None,,71,71,20,78,54,49,13,20,32,24,83,1,1,73
2292,30,Barry,Redden,Richmond,25,0,70,210,17,17,51,4,1985,False,,,403720,3,RB,RB,WAS,0,False,None,,68,74,21,76,54,45,11,22,25,27,71,1,1,72
2293,23,Dennis,Bligen,St. John's (NY),23,0,71,215,11,11,51,2,1985,False,,,340447,1,RB,RB,CHI,0,False,None,,55,63,20,73,56,55,3,16,29,23,68,1,1,71
2294,21,Ken,Lacy,Tulsa,25,0,72,222,5,5,51,6,1985,False,,,406697,1,RB,RB,BUF,0,False,None,,57,74,13,72,51,44,13,15,17,24,63,1,1,72
2295,24,Nathan,Poole,Louisville,29,0,69,210,9,9,51,7,1985,False,,,404151,2,RB,RB,LON,0,False,None,,48,72,15,75,62,41,7,29,22,25,77,1,1,73
2296,47,Andre,Hardy,St. Mary's (CA),24,0,73,233,18,18,51,5,1985,False,,,360366,2,RB,RB,CLM,0,False,None,,63,74,8,77,47,55,12,30,18,23,64,1,1,72
2297,47,James,Jones FB,Florida,24,0,74,229,17,6,46,4,1985,False,,,334876,1,FB,FB,WAS,0,False,None,,82,53,1,63,57,48,1,46,44,30,68,1,1,73
2298,84,J.T.,Smith,North Texas,30,0,74,185,9,9,22,12,1985,False,,,6899560,3,WR,WR,LON,0,False,None,,28,71,1,79,84,61,1,24,23,18,77,1,1,72
2299,80,Carlos,Carson,LSU,27,0,71,180,12,12,33,11,1985,False,,,4254943,1,WR,WR,DET,0,False,None,,28,83,1,72,66,50,1,28,8,39,88,1,1,72
2300,85,Cedric,Jones,Duke,25,0,73,184,12,12,22,8,1985,False,,,4867651,2,WR,WR,DET,0,False,None,,36,70,1,80,79,63,1,26,9,22,78,1,1,71
2301,88,John,Spagnola,Yale,28,0,76,240,10,10,19,18,1985,False,,,5569426,3,TE,TE,GB,0,False,None,,63,62,1,76,73,54,1,40,35,41,69,1,1,73
2302,87,Jamie,Williams,Nebraska,25,0,76,240,17,17,27,4,1985,False,,,4281643,3,TE,TE,WAS,0,False,None,,50,63,1,67,77,58,1,44,32,40,81,1,1,72
2303,86,Ken,Whisenhunt,Georgia Tech,23,0,75,237,12,12,24,8,1985,False,,,4766391,2,TE,TE,DET,0,False,None,,60,60,1,70,70,50,1,39,41,31,69,1,1,71
2304,73,Mark,May,Pittsburgh,26,0,78,295,15,15,16,16,1985,False,,,6286860,2,T,T,SF,0,False,None,,79,40,1,39,7,71,1,72,75,35,53,1,1,71
2305,65,Ray,Pinney,Washington,31,0,76,251,13,13,29,8,1985,False,,,3408401,2,T,T,MIN,0,False,None,,68,44,1,45,15,58,1,68,78,40,62,1,1,68
2306,73,Harvey,Salem,California,24,0,78,283,12,12,28,8,1985,False,,,3988268,1,T,T,DET,0,False,None,,74,59,1,48,19,67,1,83,63,49,58,1,1,71
2307,71,Bill,Bain,Colorado,33,0,76,279,1,1,35,16,1985,False,,,4169915,2,T,T,KC,0,False,None,,68,40,1,50,10,66,1,72,70,36,62,1,1,68
2308,67,Duval,Love,UCLA,22,0,75,275,2,2,7,13,1985,False,,,9654465,4,G,G,MIA,0,False,None,,77,57,1,38,24,73,1,79,63,50,60,1,1,72
2309,63,Ron,Baker,Oklahoma State,31,0,76,260,7,7,35,1,1985,False,,,4158748,1,G,G,CIN,0,False,None,,83,45,1,48,9,68,1,70,59,31,54,1,1,69
2310,64,Mickey,Marvin,Tennessee,30,0,76,270,6,6,30,4,1985,False,,,3454108,2,G,G,WIN,0,False,None,,73,47,1,50,14,60,1,62,63,30,60,1,1,67
2311,72,Chris,Dieterich,North Carolina State,27,0,75,262,3,3,24,2,1985,False,,,5587242,3,G,G,HOU,0,False,None,,77,51,1,38,9,64,1,72,75,39,58,1,1,71
2312,73,Steve,Kenney,Clemson,30,0,76,266,10,10,33,18,1985,False,,,4152775,1,G,G,GB,0,False,None,,70,51,1,49,21,65,1,70,65,44,66,1,1,68
2313,75,Rich,Moran,San Diego State,23,0,75,276,6,6,25,15,1985,False,,,5754300,2,G,G,WIN,0,False,None,,79,46,1,42,6,63,1,64,71,29,59,1,1,71
2314,66,Paul,Fairchild,Kansas,24,0,76,270,16,16,25,14,1985,False,,,4901337,4,G,G,PHI,0,False,None,,78,43,1,45,12,60,1,80,66,35,62,1,1,71
2315,74,Tim,Huffman,Notre Dame,26,0,77,277,13,13,33,8,1985,False,,,3906438,1,G,G,MIN,0,False,None,,72,56,1,53,10,67,1,79,66,36,62,1,1,72
2316,56,Fred,Quillan,Oregon,29,0,77,261,14,12,36,8,1985,False,,,2758947,3,C,C,ATL,0,False,None,,83,41,1,52,20,74,1,65,69,35,56,1,1,70
2317,53,Jeff,Bostic,Clemson,27,0,74,268,6,6,36,4,1985,False,,,2997746,1,C,C,WIN,0,False,None,,78,51,1,56,19,71,1,70,59,39,64,1,1,71
2318,52,John,Hill,Lehigh,35,0,74,249,1,1,44,3,1985,False,,,409414,2,C,C,KC,0,False,None,,79,39,1,34,10,72,1,68,56,44,63,1,1,65
2319,76,Rick,Donnalley,North Carolina,27,0,74,261,2,2,36,6,1985,False,,,2330921,3,C,C,MIA,0,False,None,,78,45,1,39,13,69,1,70,58,33,65,1,1,71
2320,77,Jim,Jeffcoat,Arizona State,24,0,77,274,6,6,15,15,1985,False,,,7713409,4,DE,DE,WIN,0,False,None,,63,56,1,62,24,46,1,1,1,70,64,1,1,72
2321,73,George,Martin,Oregon,32,0,76,245,3,3,25,17,1985,False,,,4809864,3,DE,DE,HOU,0,False,None,,65,64,1,60,40,47,1,1,1,66,64,1,1,67
2322,73,Frank,Warren,Auburn,26,0,76,285,14,14,21,10,1985,False,,,5971846,4,DE,DE,ATL,0,False,None,,76,69,1,60,33,52,1,1,1,72,73,1,1,72
2323,79,Rick,Bryan,Oklahoma,23,0,76,265,13,13,22,11,1985,False,,,5443886,3,DE,DE,MIN,0,False,None,,67,61,1,69,34,49,1,1,1,59,58,1,1,72
2324,70,Jesse,Baker,Jacksonville State,28,0,77,269,10,10,24,1,1985,False,,,5392419,4,DE,DE,GB,0,False,None,,75,63,1,64,37,55,1,1,1,65,60,1,1,71
2325,67,Casey,Merrill,California-Davis,28,0,76,254,8,8,34,10,1985,False,,,4196412,1,DE,DE,PRO,0,False,None,,69,51,1,69,29,58,1,1,1,58,70,1,1,71
2326,56,Reggie,Williams,Dartmouth,31,0,73,228,6,6,33,15,1985,False,,,3258417,2,LB,LB,WIN,0,False,None,,68,62,1,70,45,57,1,1,1,67,83,1,1,71
2327,59,Gary,Spani,Kansas State,29,0,74,229,1,1,27,16,1985,False,,,3946840,1,LB,LB,KC,0,False,None,,60,57,1,63,38,59,1,1,1,80,72,1,1,68
2328,58,Reggie,Wilkes,Georgia Tech,29,0,76,235,18,18,32,14,1985,False,,,4139967,3,LB,LB,CLM,0,False,None,,78,58,1,68,40,52,1,1,1,68,75,1,1,73
2329,58,Anthony,Griggs,Ohio State,25,0,75,227,17,17,26,15,1985,False,,,4192292,3,LB,LB,WAS,0,False,None,,57,63,1,66,44,64,1,1,1,69,78,1,1,71
2330,53,Thomas,Benson,Oklahoma,24,0,74,238,2,2,32,6,1985,False,,,4536139,3,LB,LB,MIA,0,False,None,,70,56,1,62,37,54,1,1,1,67,80,1,1,71
2331,50,Jim,Kovach,Kentucky,29,0,74,230,17,17,33,4,1985,False,,,3934493,2,LB,LB,WAS,0,False,None,,59,69,1,68,32,51,1,1,1,73,72,1,1,73
2332,55,Ed,Reynolds,Virginia,24,0,77,238,12,12,29,11,1985,False,,,4079541,3,LB,LB,DET,0,False,None,,65,69,1,72,33,60,1,1,1,83,76,1,1,75
2333,55,Louis,Cooper,Western Carolina,22,0,74,240,2,2,18,6,1985,False,,,5939105,3,LB,LB,MIA,0,False,None,,67,69,1,64,34,65,1,1,1,67,82,1,1,73
2334,20,Ray,Horton,Washington,25,0,70,189,2,2,13,13,1985,False,,,6908135,2,CB,CB,MIA,0,False,None,,55,82,1,74,53,65,1,1,1,53,85,1,1,72
2335,23,Danny,Walters,Arkansas,25,0,73,189,16,16,17,14,1985,False,,,6263896,4,CB,CB,PHI,0,False,None,,48,79,1,80,44,57,1,1,1,41,68,1,1,71
2336,25,Steve,Foley,Tulane,32,0,74,189,1,1,30,3,1985,False,,,4106209,1,SS,SS,KC,0,False,None,,59,82,1,74,58,55,1,1,1,56,73,1,1,72
2337,27,Carlton,Williamson,Pittsburgh,27,0,72,204,14,14,32,9,1985,False,,,3436637,3,SS,SS,ATL,0,False,None,,69,72,1,79,47,54,1,1,1,51,74,1,1,71
2338,21,Demetrious,Johnson,Missouri,24,0,71,190,9,9,31,7,1985,False,,,3555217,3,SS,SS,LON,0,False,None,,54,73,1,77,55,53,1,1,1,61,70,1,1,71
2339,33,Kirk,Springs,Miami (OH),27,0,72,192,17,17,32,15,1985,False,,,4766058,2,SS,SS,WAS,0,False,None,,53,67,1,72,52,48,1,1,1,56,77,1,1,71
2340,43,Terry,Kinard,Clemson,26,0,73,199,1,1,19,16,1985,False,,,7396196,3,FS,FS,KC,0,False,None,,61,74,1,80,59,64,1,1,1,61,77,1,1,71
2341,22,James,Griffin,Middle Tenn. State,24,0,74,197,9,13,20,11,1985,False,,,6546120,4,FS,FS,LON,0,False,None,,48,68,1,82,57,55,1,1,1,52,78,1,1,72
2342,21,Don,Wilson,North Carolina State,24,0,74,190,10,10,22,1,1985,False,,,5118404,2,FS,FS,GB,0,False,None,,41,80,1,82,56,49,1,1,1,63,80,1,1,71
2343,38,Lee,Nelson,Florida State,31,0,70,185,7,7,32,18,1985,False,,,4748073,1,SS,SS,CIN,0,False,None,,62,77,1,78,43,60,1,1,1,52,82,1,1,72
2344,7,Morten,Andersen,Michigan State,25,0,74,217,17,17,16,15,1985,False,,,6270494,2,K,K,WAS,0,False,None,,27,44,16,40,11,60,1,1,1,30,86,79,85,72
2345,19,Rafael,Septien,La-Lafayette,32,0,70,176,8,8,23,9,1985,False,,,4505402,3,K,K,PRO,0,False,None,,18,32,12,34,11,63,1,1,1,15,80,77,84,71
2346,71,Fred,Smerlas,Boston College,28,0,75,277,8,8,12,10,1985,False,,,7755166,4,DT,DT,PRO,0,False,None,,78,70,1,66,42,50,5,1,1,61,69,1,1,71
2347,74,Mike,Pitts,Alabama,25,0,77,277,4,4,15,12,1985,False,,,7122582,4,DT,DT,OAK,0,False,None,,79,49,1,68,39,51,1,1,1,64,67,1,1,71
2348,65,Lawrence,Pillers,Alcorn State,33,0,76,255,1,1,18,3,1985,False,,,5908340,4,DT,DT,KC,0,False,None,,78,53,1,60,39,56,1,1,1,50,64,1,1,67
2349,98,Shawn,Miller,Utah State,24,0,76,255,4,4,16,7,1985,False,,,6328688,4,DT,DT,OAK,0,False,None,,82,51,1,61,28,57,1,1,1,65,64,1,1,72
2350,61,Jerry,Boyarsky,Pittsburgh,26,0,75,290,3,3,22,2,1985,False,,,4961695,3,DT,DT,HOU,0,False,None,,81,56,1,53,40,51,1,1,1,61,63,1,1,71
2351,79,Ross,Browner,Notre Dame,31,0,75,262,11,11,32,17,1985,False,,,3254598,2,DE,DE,CHI,0,False,None,,71,65,1,65,23,58,1,1,1,60,61,1,1,72
2352,59,Ron,Rivera,California,23,0,75,239,14,14,22,9,1985,False,,,5697925,4,LB,LB,ATL,0,False,None,,69,68,1,72,32,63,1,1,1,70,81,1,1,72
2353,22,Mark,Lee,Washington,27,0,71,187,10,10,17,18,1985,False,,,6301254,3,CB,CB,GB,0,False,None,,50,82,1,75,52,62,1,1,1,55,76,1,1,73
2354,36,Gene,Lang,LSU,23,0,70,196,2,2,26,6,1985,False,,,4682148,1,RB,RB,MIA,0,False,None,,55,66,9,72,52,60,14,18,27,25,79,1,1,71
2355,10,Oliver,Luck,West Virginia,25,0,74,196,9,9,26,12,1985,False,,,3815765,2,QB,QB,LON,0,False,None,,42,49,74,49,2,74,78,1,1,17,74,1,1,71
2356,38,Ted,Brown,North Carolina State,28,0,70,206,15,15,52,16,1985,False,,,400407,3,RB,RB,SF,0,False,None,,57,70,10,76,61,54,10,22,20,34,72,1,1,70
2357,29,Mike,Guman,Penn State,27,0,74,216,1,1,52,3,1985,False,,,446833,3,RB,RB,KC,0,False,None,,61,76,10,72,55,47,8,18,33,19,82,1,1,70
2358,41,Gary,Ellerson,Wisconsin,22,0,71,220,4,4,51,12,1985,False,,,492050,1,RB,RB,OAK,0,False,None,,54,76,17,78,46,55,16,13,26,21,75,1,1,71
2359,49,Bill,Johnson,Arkansas State,25,0,74,230,2,2,51,13,1985,False,,,431256,1,RB,RB,MIA,0,False,None,,59,71,3,80,58,54,17,29,29,13,69,1,1,71
2360,24,Alvin,Moore,Arizona State,26,0,72,194,16,16,51,14,1985,False,,,360810,2,RB,RB,PHI,0,False,None,,57,76,15,65,57,51,14,23,15,22,74,1,1,71
2361,49,Steve,Strachan,Boston College,22,0,73,221,8,8,51,9,1985,False,,,410408,2,RB,RB,PRO,0,False,None,,59,74,9,75,59,43,15,28,22,17,76,1,1,70
2362,47,Steve,Morse,Virginia,22,0,71,211,14,14,51,10,1985,False,,,492045,2,RB,RB,ATL,0,False,None,,57,75,19,77,62,55,6,28,14,18,68,1,1,72
2363,38,Jairo,Penaranda,UCLA,27,0,71,217,6,6,51,15,1985,False,,,458829,3,RB,RB,WIN,0,False,None,,56,72,19,80,49,46,7,21,30,15,61,1,1,71
2364,89,Steve,Watson,Temple,28,0,76,195,15,15,33,3,1985,False,,,4620420,3,WR,WR,SF,0,False,None,,28,84,1,75,88,61,1,32,18,26,90,1,1,73
2365,87,Lionel,Manuel,Pacific,23,0,71,178,6,6,23,15,1985,False,,,6208586,3,WR,WR,WIN,0,False,None,,40,78,1,69,81,48,1,28,15,33,84,1,1,70
2366,84,Mark,Boyer,USC,23,0,76,233,13,13,23,8,1985,False,,,5818747,4,WR,WR,MIN,0,False,None,,45,75,1,72,80,62,1,18,12,34,80,1,1,73
2367,81,Daryl,Turner,Michigan State,24,0,75,194,2,2,27,13,1985,False,,,3589291,2,WR,WR,MIA,0,False,None,,45,76,1,74,73,58,1,27,8,34,71,1,1,70
2368,83,Pete,Mandley,Northern Arizona,24,0,70,191,2,2,28,6,1985,False,,,5213030,2,WR,WR,MIA,0,False,None,,38,75,1,83,67,60,1,19,20,21,71,1,1,70
2369,82,Anthony,Hancock,Tennessee,25,0,72,200,8,8,35,9,1985,False,,,3668464,1,WR,WR,PRO,0,False,None,,40,82,1,78,66,56,1,20,13,20,78,1,1,70
2370,87,Ken,Margerum,Stanford,27,0,72,175,4,4,25,12,1985,False,,,5321740,2,WR,WR,OAK,0,False,None,,29,73,1,81,80,49,1,26,17,22,80,1,1,70
2371,88,Pete,Metzelaars,Wabash,25,0,79,254,9,9,14,12,1985,False,,,7806747,4,TE,TE,LON,0,False,None,,65,71,1,74,75,51,1,54,40,36,87,1,1,70
2372,82,Arthur,Cox,Texas Southern,24,0,75,262,9,9,29,7,1985,False,,,4922732,3,TE,TE,LON,0,False,None,,52,69,1,77,63,55,1,41,36,34,78,1,1,70
2373,87,Walt,Arnold,New Mexico,27,0,75,228,11,11,20,17,1985,False,,,7182560,2,TE,TE,CHI,0,False,None,,61,70,1,69,78,56,1,52,44,34,67,1,1,70
2374,88,Chris,Dressel,Stanford,24,0,76,238,12,12,27,11,1985,False,,,3559814,2,TE,TE,DET,0,False,None,,65,65,1,75,70,63,1,39,35,37,73,1,1,71
2375,74,Leonard,Mitchell,Houston,27,0,79,290,9,9,15,7,1985,False,,,7711442,2,T,T,LON,0,False,None,,81,45,1,41,5,60,1,80,70,39,58,1,1,71
2376,74,Howard,Richards,Missouri,26,0,78,263,10,10,36,1,1985,False,,,2852694,2,T,T,GB,0,False,None,,75,44,1,46,15,57,1,72,70,42,68,1,1,71
2377,62,Daren,Gilbert,Cal State-Fullerton,22,0,78,285,5,5,35,6,1985,False,,,4269433,1,T,T,BUF,0,False,None,,68,51,1,41,3,64,1,75,60,25,66,1,1,71
2378,73,Brad,Edelman,Missouri,25,0,78,265,16,16,32,5,1985,False,,,4247949,2,G,G,PHI,0,False,None,,69,56,1,39,25,59,1,65,76,32,75,1,1,70
2379,76,Jon,Borchardt,Montana State,28,0,77,260,3,3,36,2,1985,False,,,3165334,1,G,G,HOU,0,False,None,,80,55,1,55,11,70,1,63,74,32,54,1,1,71
2380,67,Ken,Dallafior,Minnesota,26,0,76,276,4,14,36,9,1985,False,,,3351282,1,G,G,OAK,0,False,None,,73,48,1,38,11,66,1,79,70,36,59,1,1,72
2381,76,Tim,Vogler,Ohio State,29,0,75,259,14,14,28,9,1985,False,,,3864584,2,G,G,ATL,0,False,None,,73,42,1,37,3,67,1,79,68,39,60,1,1,68
2382,63,David,Jones,Texas,24,0,75,262,18,18,35,5,1985,False,,,4284680,2,G,G,CLM,0,False,None,,70,44,1,49,10,57,1,72,69,30,51,1,1,71
2383,52,Steve,Mott,Alabama,24,0,75,266,2,2,46,6,1985,False,,,475752,1,C,C,MIA,0,False,None,,80,50,1,38,8,54,1,65,64,37,60,1,1,70
2384,70,Kim,Bokamper,Concordia (MN),31,0,78,245,17,17,36,15,1985,False,,,2227760,2,DE,DE,WAS,0,False,None,,73,63,1,55,35,48,1,1,1,69,68,1,1,68
