PlayerID,Jersey,FirstName,LastName,College,Age,Experience,Height,Weight,TeamID,DraftedBy,DraftRound,DraftPick,DraftSeason,isOffense,HallOfFame,Injury,InjuryLength,Salary,ContractYears,Position,Alt Position,Team,RetiredSeason,Franchise Tag,Tender Type,Awards,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,Run Blocking,Pass Blocking,Tackling,Endurance,Kick Distance,Kick Accuracy,Overall
2346,71,Fred,Smerlas,Boston College,33,5,75,277,0,8,12,10,1985,False,False,,,0,0,DT,DT,N/A,1990,False,None,1985 AFC Pro Bowl Team|1988 AFC Pro Bowl Team,62,56,1,39,38,48,1,1,1,54,62,1,1,66
2347,74,Mike,Pitts,Alabama,30,5,77,277,16,4,15,12,1985,False,False,,,7900000,1,DT,DT,TB,0,False,None,1985 AFC Pro Bowl Team,79,51,1,74,41,55,1,1,1,68,72,1,1,82
2349,98,Shawn,Miller,Utah State,29,5,76,255,9,4,16,7,1985,False,False,,,2000000,1,DT,DT,LON,0,False,None,,86,55,1,62,30,60,1,1,1,70,70,1,1,84
2350,77,Jerry,Boyarsky,Pittsburgh,31,5,75,290,0,3,22,2,1985,False,False,,,0,0,DT,DT,N/A,0,False,None,,78,60,1,44,38,53,1,1,1,61,64,1,1,77
2352,51,Ron,Rivera,California,28,5,75,239,1,14,22,9,1985,False,False,,,490000,3,LB,LB,NYT,0,False,None,1989 NFC Pro Bowl Team,70,71,1,72,33,63,1,1,1,75,86,1,1,83
2353,38,Mark,Lee,Washington,32,5,71,187,6,10,17,18,1985,False,False,,,490000,1,CB,CB,NYG,0,False,None,,47,83,1,70,59,63,1,1,1,54,74,1,1,86
2354,36,Gene,Lang,LSU,28,5,70,196,0,2,26,6,1985,True,False,,,0,0,RB,RB,N/A,0,False,None,,57,65,9,74,53,67,12,16,27,22,81,1,1,70
2355,9,Oliver,Luck,West Virginia,30,5,74,196,14,9,26,12,1985,True,False,,,490000,1,QB,QB,ATL,0,False,None,,36,45,73,47,9,74,76,1,1,17,75,1,1,76
2359,49,Bill,Johnson,Arkansas State,30,5,74,230,19,2,51,13,1985,True,False,,,2000000,1,RB,RB,WAS,0,False,None,,59,74,3,82,62,57,17,34,31,13,74,1,1,77
2361,27,Steve,Strachan,Boston College,27,5,73,221,0,8,51,9,1985,True,False,,,0,0,RB,RB,N/A,0,False,None,,62,76,9,74,55,42,13,24,20,13,82,1,1,74
2364,81,Steve,Watson,Temple,33,5,76,195,8,15,33,3,1985,True,False,,,490000,1,WR,WR,SEA,0,False,None,,18,78,1,66,89,55,1,27,11,25,86,1,1,74
2365,88,Lionel,Manuel,Pacific,28,5,71,178,8,6,23,15,1985,True,False,,,2050000,1,WR,WR,SEA,0,False,None,,44,84,1,69,86,48,1,30,15,33,89,1,1,81
2366,83,Mark,Boyer,USC,28,5,76,233,10,13,23,8,1985,True,False,,,490000,1,WR,WR,IND,0,False,None,,46,74,1,74,86,62,1,18,14,34,81,1,1,82
2367,81,Daryl,Turner,Michigan State,29,5,75,194,16,2,27,13,1985,True,False,,,1800000,1,WR,WR,TB,0,False,None,,45,79,1,75,78,58,1,28,8,34,75,1,1,81
2368,83,Pete,Mandley,Northern Arizona,29,5,70,191,13,2,28,6,1985,True,False,,,490000,1,WR,WR,MIN,0,False,None,,36,76,1,87,71,67,1,19,21,21,76,1,1,82
2369,83,Anthony,Hancock,Tennessee,30,5,72,200,0,8,35,9,1985,True,False,,,0,0,WR,WR,N/A,0,False,None,,39,80,1,74,69,56,1,20,14,20,78,1,1,77
2370,87,Ken,Margerum,Stanford,32,5,72,175,19,4,25,12,1985,True,False,,,2010000,1,WR,WR,WAS,0,False,None,,29,68,1,68,81,50,1,23,8,22,83,1,1,73
2371,85,Pete,Metzelaars,Wabash,30,5,79,254,5,9,14,12,1985,True,False,,,7670000,3,TE,TE,BUF,0,False,None,,62,69,1,74,80,54,1,55,41,36,92,1,1,84
2372,86,Arthur,Cox,Texas Southern,29,5,75,262,18,9,29,7,1985,True,False,,,1750000,1,TE,TE,BAL,0,False,None,,54,71,1,80,70,57,1,42,38,34,83,1,1,80
2373,82,Walt,Arnold,New Mexico,32,5,75,228,0,11,20,17,1985,True,False,,,0,0,TE,TE,N/A,0,False,None,,44,65,1,56,78,52,1,49,37,33,69,1,1,70
2374,88,Chris,Dressel,Stanford,29,5,76,238,20,12,27,11,1985,True,False,,,490000,4,TE,TE,SD,0,False,None,1987 NFC Pro Bowl Team,63,68,1,73,72,61,1,44,37,37,78,1,1,80
2375,76,Leonard,Mitchell,Houston,32,5,79,290,0,9,15,7,1985,True,False,,,0,0,T,T,N/A,1990,False,None,,63,29,1,32,1,50,1,72,55,30,48,1,1,64
2376,74,Howard,Richards,Missouri,31,5,78,263,0,10,36,1,1985,True,False,,,0,0,T,T,N/A,0,False,None,,72,39,1,30,15,54,1,74,63,42,68,1,1,72
2377,62,Daren,Gilbert,Cal State-Fullerton,27,5,78,285,1,5,35,6,1985,True,False,,,1890000,3,T,T,NYT,0,False,None,,70,56,1,46,1,63,1,77,62,25,71,1,1,76
2378,64,Brad,Edelman,Missouri,30,5,78,265,0,16,32,5,1985,True,False,,,0,0,G,G,N/A,0,False,None,,61,62,1,31,25,58,1,72,73,31,77,1,1,74
2380,69,Ken,Dallafior,Minnesota,31,5,76,276,20,14,36,9,1985,True,False,,,490000,1,G,G,SD,0,False,None,,60,38,1,30,14,71,1,78,66,36,57,1,1,75
2382,60,David,Jones,Texas,29,5,75,262,18,18,35,5,1985,True,False,,,1350000,1,G,G,BAL,0,False,None,,78,46,1,50,14,59,1,79,73,30,61,1,1,81
2383,57,Steve,Mott,Alabama,29,5,75,266,0,2,46,6,1985,True,False,,,0,0,C,C,N/A,0,False,None,,76,51,1,36,5,55,1,59,65,31,57,1,1,70
2386,93,Robert,Brown,Chowan,30,5,74,268,1,5,33,6,1985,False,False,,,1500000,3,DE,DE,NYT,0,False,None,,62,70,1,53,41,55,1,1,1,73,70,1,1,80
2389,52,Johnny,Rembert,Clemson,29,5,75,234,15,15,31,3,1985,False,False,,,1560000,1,LB,LB,SF,0,False,None,,74,69,1,72,61,58,1,1,1,91,96,1,1,89
2390,50,Tom,Cousineau,Ohio State,33,5,75,225,14,14,20,9,1985,False,False,,,1200000,1,LB,LB,ATL,0,False,None,,65,59,1,62,43,54,1,1,1,70,76,1,1,73
2391,50,Mel,Kaufman,Cal Poly-San Luis Obispo,32,5,74,221,0,7,37,1,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,,63,50,1,54,21,64,1,1,1,61,73,1,1,68
2393,56,Mike,Green,Oklahoma State,29,5,72,235,0,10,35,18,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,58,70,1,61,39,60,1,1,1,59,81,1,1,72
2394,51,Chris,Washington,Iowa State,28,5,76,231,7,1,33,16,1985,False,False,,,490000,2,LB,LB,CIN,0,False,None,,74,72,1,69,40,66,1,1,1,85,81,1,1,86
2395,58,Andy,Headen,Clemson,30,5,77,240,6,7,36,18,1985,False,False,,,490000,1,LB,LB,NYG,0,False,None,,71,72,1,63,46,68,1,1,1,80,72,1,1,81
2396,46,Eric,Wright,Missouri,31,5,73,183,7,14,23,10,1985,False,False,,,7670000,5,CB,CB,CIN,0,False,None,,41,79,1,80,50,53,1,1,1,52,76,1,1,84
2398,47,Dextor,Clinkscale,South Carolina State,32,5,71,192,0,1,21,16,1985,False,False,,,0,0,SS,SS,N/A,0,False,None,,39,66,1,62,49,33,1,1,1,53,77,1,1,59
2400,37,Bill,Bates,Tennessee,28,4,73,204,0,11,33,2,1985,False,False,,,0,0,SS,SS,N/A,1989,False,None,,50,65,1,60,51,44,1,1,1,50,78,1,1,65
2401,35,Alvin,Hall,Miami (OH),32,5,70,193,17,12,31,11,1985,False,False,,,1750000,1,CB,CB,CHC,0,False,None,,36,78,1,58,60,50,1,1,1,39,76,1,1,74
2402,42,Willie,Tullis,Southern Miss,32,5,72,193,0,5,30,13,1985,False,False,,,0,0,CB,CB,N/A,0,False,None,,28,83,1,69,51,50,1,1,1,53,74,1,1,80
2403,47,Larry,Braziel,USC,33,2,72,188,0,2,33,13,1985,False,False,,,0,0,SS,SS,N/A,1987,False,None,,53,62,1,72,49,47,1,1,1,53,80,1,1,69
2404,35,Elbert,Foules,Alcorn State,29,5,71,185,12,14,33,10,1985,False,False,,,3960000,1,SS,SS,DET,0,False,None,,64,72,1,80,49,51,1,1,1,71,73,1,1,77
2405,21,John,Bostic,Bethune-Cookman,28,5,70,176,18,18,33,5,1985,False,False,,,1150000,1,SS,SS,BAL,0,False,None,,65,76,1,70,63,55,1,1,1,59,76,1,1,77
2406,1,Gary,Anderson K,Syracuse,31,5,71,193,2,4,27,12,1985,True,False,,,1470000,2,K,K,MIA,0,False,None,1985 AFC Pro Bowl Team,24,46,25,31,25,74,1,1,1,14,94,68,82,76
2407,99,Doug,Smith DT,Auburn,31,5,76,294,14,9,17,7,1985,False,False,,,490000,1,DT,DT,ATL,0,False,None,,75,52,1,52,33,61,1,1,1,62,70,1,1,76
2408,62,Tony,Elliott,North Texas,31,5,74,282,0,9,19,7,1985,False,False,,,0,0,DT,DT,N/A,0,False,None,,81,42,1,50,23,44,1,1,1,58,71,1,1,74
2409,64,Reggie,Kinlaw,Oklahoma,33,5,74,245,1,5,20,13,1985,False,False,,,490000,1,DT,DT,NYT,0,False,None,,68,42,1,54,36,54,1,1,1,67,70,1,1,75
2410,10,Jack,Thompson,Washington State,33,4,75,217,0,3,43,17,1985,True,False,,,0,0,QB,QB,N/A,1989,False,None,,46,53,72,57,3,56,64,1,1,12,67,1,1,65
2411,50,Billy Ray,Smith,Arkansas,29,5,75,235,16,3,34,2,1985,False,False,,,1650000,1,LB,LB,TB,0,False,None,1987 NFC Pro Bowl Team,76,62,1,69,46,72,1,1,1,72,67,1,1,83
2412,87,Reggie,Langhorne,Elizabeth City State,27,5,74,200,3,17,28,15,1985,True,False,,,11380000,3,WR,WR,GB,0,False,None,,35,79,1,86,79,59,1,20,7,26,86,1,1,84
2413,45,Vince,Newsome,Washington,29,5,73,180,3,3,19,17,1985,False,False,,,490000,1,CB,CB,GB,0,False,None,1989 NFC Pro Bowl Team,39,81,1,72,54,51,1,1,1,64,71,1,1,85
2414,82,Vance,Johnson,Arizona,27,5,71,185,19,15,17,3,1985,True,False,,,1400000,2,WR,WR,WAS,0,False,None,,41,81,1,82,87,62,1,26,8,26,90,1,1,84
2415,87,Dennis,Gentry,Baylor,31,5,68,181,17,14,30,9,1985,True,False,,,490000,1,WR,WR,CHC,0,False,None,,34,88,1,77,60,53,1,30,3,30,80,1,1,76
2417,84,Mike,Tice,Maryland,31,5,79,253,17,7,30,18,1985,True,False,,,490000,1,TE,TE,CHC,0,False,None,,62,67,1,68,73,63,1,44,33,38,67,1,1,79
2418,84,Clint,Sampson,San Diego State,29,5,71,183,0,18,30,14,1985,True,False,,,0,0,WR,WR,N/A,0,False,None,,38,71,1,70,71,66,1,21,14,19,74,1,1,75
2419,1,Bill,Kenney,Arizona State,34,4,76,211,0,12,44,8,1985,True,False,,,0,0,QB,QB,N/A,1989,False,None,,34,56,61,49,7,62,84,1,1,10,71,1,1,70
2420,10,Don,Strock,Virginia Tech,36,1,77,220,0,1,47,16,1985,True,False,,,0,0,QB,QB,N/A,1986,False,None,,48,55,66,55,5,67,68,1,1,11,69,1,1,72
2422,24,Joe,Washington,Oklahoma,33,1,70,179,0,0,0,0,0,True,False,,,0,0,RB,RB,N/A,1986,False,None,,53,75,23,63,50,42,10,15,23,29,65,1,1,66
2431,39,Otis,Wonsley,Alcorn State,31,3,70,214,0,13,55,8,1985,True,False,,,0,0,RB,RB,N/A,1988,False,None,,52,68,9,66,50,37,1,19,18,13,61,1,1,64
2432,84,Henry,Marshall,Missouri,33,2,74,214,0,1,38,3,1985,True,False,,,0,0,WR,WR,N/A,1987,False,None,,31,72,1,72,75,45,1,10,1,24,81,1,1,71
2433,84,Jessie,Hester,Florida State,27,5,71,175,0,4,35,12,1985,True,False,,,0,0,WR,WR,N/A,1990,False,None,,28,66,1,61,73,53,1,14,1,19,70,1,1,63
2434,85,Dennis,McKinnon,Florida State,29,5,73,185,12,11,26,17,1985,True,False,,,2100000,1,WR,WR,DET,0,False,None,,33,73,1,79,89,54,1,22,8,22,79,1,1,80
2435,86,Bobby,Humphery,New Mexico State,29,5,70,178,16,16,28,5,1985,True,False,,,1880000,2,WR,WR,TB,0,False,None,,33,84,1,85,75,66,1,20,8,21,78,1,1,84
2437,81,Kenny,Jackson,Penn State,28,5,72,180,0,9,36,12,1985,True,False,,,0,0,WR,WR,N/A,0,False,None,,32,80,1,73,69,53,1,14,11,18,71,1,1,74
2439,80,Jonathan,Hayes,Iowa,28,5,77,248,17,13,30,11,1985,True,False,,,1350000,1,TE,TE,CHC,0,False,None,,49,74,1,77,76,63,1,50,38,42,77,1,1,81
2440,89,Greg,LaFleur,LSU,32,5,76,236,0,10,31,18,1985,True,False,,,0,0,TE,TE,N/A,0,False,None,,41,49,1,71,70,48,1,34,32,34,60,1,1,68
2441,76,Matt,Herkenhoff,Minnesota,36,2,76,267,0,17,38,15,1985,True,False,,,0,0,T,T,N/A,1987,False,None,,68,41,1,49,19,58,1,82,70,43,68,1,1,75
2442,62,Joe,Walter,Texas Tech,27,5,79,292,12,4,36,7,1985,True,False,,,1870000,1,T,T,DET,0,False,None,,78,61,1,46,10,80,1,72,74,34,68,1,1,82
2443,77,Bryan,Millard,Texas,30,5,77,282,0,14,37,10,1985,True,False,,,0,0,T,T,N/A,0,False,None,,68,38,1,42,11,60,1,60,62,28,53,1,1,69
2445,71,George,Yarno,Washington State,33,5,74,260,0,4,37,12,1985,True,False,,,0,0,T,T,N/A,1990,False,None,,58,25,1,48,1,45,1,57,56,36,44,1,1,59
2446,68,Cleveland,Green,Southern,33,5,75,265,0,16,35,14,1985,True,False,,,0,0,T,T,N/A,0,False,None,,60,29,1,32,7,47,1,69,59,30,50,1,1,64
2447,73,Tom,Condon,Boston College,38,5,75,255,0,4,46,7,1985,True,False,,,0,0,G,G,N/A,0,False,None,,48,17,1,28,1,39,1,56,46,24,35,1,1,51
2448,61,Ken,Huff,North Carolina,34,2,76,260,0,9,30,12,1985,True,False,,,0,0,G,G,N/A,1987,False,None,,59,30,1,33,9,65,1,65,67,25,55,1,1,66
2450,70,Larry,Lee,UCLA,31,5,74,265,15,8,41,9,1985,True,False,,,490000,1,G,G,SF,0,False,None,,78,61,1,43,15,74,1,74,70,43,66,1,1,80
2451,72,Mark,Cooper,Miami (FL),30,5,77,270,0,12,37,11,1985,True,False,,,0,0,G,G,N/A,1990,False,None,,62,28,1,42,8,54,1,62,66,36,51,1,1,68
2453,63,Jeff,Kiewel,Arizona,28,3,76,270,0,2,37,13,1985,True,False,,,0,0,G,G,N/A,1988,False,None,,63,31,1,29,1,56,1,61,63,19,62,1,1,66
2457,72,Bruce,Clark,Penn State,32,5,75,273,0,18,38,14,1985,False,False,,,0,0,DE,DE,N/A,1990,False,None,,63,58,1,43,21,36,1,1,1,45,58,1,1,62
2458,65,Donnell,Thompson,North Carolina,32,5,76,270,0,4,38,7,1985,False,False,,,0,0,DE,DE,N/A,0,False,None,,55,54,1,51,18,45,1,1,1,59,68,1,1,69
2460,70,Doug,Martin,Washington,32,4,75,260,0,7,39,1,1985,False,False,,,0,0,DE,DE,N/A,1989,False,None,,59,53,1,63,29,50,1,1,1,69,66,1,1,76
2461,60,Alphonso,Carreker,Florida State,28,5,78,268,11,10,30,1,1985,False,False,,,2500000,3,DE,DE,CHI,0,False,None,,82,74,1,61,43,59,1,1,1,69,58,1,1,87
2462,62,Jim,Stuckey,Clemson,32,5,76,251,0,2,38,6,1985,False,False,,,0,0,DE,DE,N/A,0,False,None,,53,41,1,40,22,42,1,1,1,49,44,1,1,59
2464,78,Kevin,Brooks,Michigan,27,5,78,277,0,1,37,16,1985,False,False,,,0,0,DE,DE,N/A,0,False,None,,71,58,1,64,21,47,1,1,1,60,66,1,1,73
2465,56,Ken,Fantetti,Wyoming,33,5,74,230,0,11,30,17,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,1986 NFC Pro Bowl Team,48,54,1,65,41,71,1,1,1,83,85,1,1,75
2467,97,Scott,Radecic,Penn State,28,5,75,243,0,6,38,4,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,62,59,1,70,30,49,1,1,1,73,77,1,1,72
2468,36,Mike,Davis,Colorado,32,3,75,203,0,7,40,18,1985,False,False,,,0,0,SS,SS,N/A,1988,False,None,,50,70,1,58,38,49,1,1,1,44,76,1,1,61
2470,42,Martin,Bayless,Bowling Green,28,5,74,195,6,9,32,12,1985,False,False,,,1100000,1,FS,FS,NYG,0,False,None,,58,77,1,70,69,64,1,1,1,68,76,1,1,81
2471,28,Curtis,Jordan,Texas Tech,33,2,74,200,0,14,38,9,1985,False,False,,,0,0,FS,FS,N/A,1987,False,None,,38,59,1,61,56,45,1,1,1,46,70,1,1,66
2472,21,Don,Rogers,UCLA,28,5,73,206,16,6,34,4,1985,False,False,,,3960000,2,FS,FS,TB,0,False,None,,56,73,1,79,52,61,1,1,1,60,69,1,1,80
2473,26,Eric,Williams FS,North Carolina State,30,5,73,188,0,16,34,5,1985,False,False,,,0,0,FS,FS,N/A,0,False,None,,36,68,1,78,48,52,1,1,1,60,90,1,1,75
2474,31,Ivory,Sully,Delaware,32,4,72,198,0,17,34,15,1985,False,False,,,0,0,FS,FS,N/A,1989,False,None,,31,76,1,61,43,54,1,1,1,45,72,1,1,66
2477,29,John,Swain,Miami,31,5,73,195,20,10,28,1,1985,False,False,,,2000000,1,CB,CB,SD,0,False,None,,26,73,1,66,48,44,1,1,1,43,85,1,1,72
2479,33,Duane,Galloway,Arizona State,29,5,68,181,0,11,34,17,1985,False,False,,,0,0,FS,FS,N/A,1990,False,None,,46,71,1,67,41,61,1,1,1,43,68,1,1,67
2480,31,Ken,Taylor,Oregon State,27,5,73,185,10,6,21,15,1985,False,False,,,3120000,2,CB,CB,IND,0,False,None,1986 AFC Pro Bowl Team,47,79,1,82,53,45,1,1,1,52,81,1,1,83
2481,3,Jan,Stenerud,Montana State,44,1,74,187,0,3,30,2,1985,True,False,,,0,0,K,K,N/A,1986,False,None,,16,46,10,44,22,62,1,1,1,27,82,75,83,74
2482,9,Norm,Johnson,UCLA,30,5,74,202,9,15,19,3,1985,True,False,,,1500000,2,K,K,LON,0,False,None,1989 AFC Pro Bowl Team,19,57,13,40,17,55,1,1,1,23,88,82,89,76
2483,6,Ali,Haji-Sheikh,Michigan,29,5,72,172,13,2,20,6,1985,True,False,,,3960000,1,K,K,MIN,0,False,None,,27,45,19,37,24,64,1,1,1,15,98,77,85,76
2485,18,Carl,Birdsong,Southwest Oklahoma State,31,5,72,192,7,1,23,16,1985,True,False,,,490000,1,P,P,CIN,0,False,None,,21,44,5,46,14,57,1,1,1,9,90,81,72,74
2486,78,Keith,Van Horne,USC,33,5,78,281,0,15,30,16,1985,True,False,,,0,0,T,T,N/A,0,False,None,,63,53,1,45,1,47,1,67,78,26,49,1,1,73
2487,87,Gerald,Carter,Texas A&M,32,4,73,190,0,13,40,11,1985,True,False,,,0,0,WR,WR,N/A,1989,False,None,,41,61,1,66,54,41,1,9,6,20,70,1,1,64
2495,40,Randall,Morris,Tennessee,27,3,72,195,0,0,0,0,0,True,False,,,0,0,RB,RB,N/A,1988,False,None,,46,68,8,78,55,49,7,22,17,14,62,1,1,68
2496,30,Reggie,Branch,East Carolina,24,1,71,232,0,0,0,0,0,True,False,,,0,0,RB,RB,N/A,1986,False,None,,50,72,12,67,54,39,4,14,24,16,75,1,1,69
2498,30,Frank,Pollard,Baylor,33,5,70,218,0,5,36,13,1985,True,False,,,0,0,FB,FB,N/A,0,False,None,,62,41,1,51,30,33,1,33,21,16,61,1,1,54
2499,48,Frank,Hawkins,Nevada-Reno,31,5,69,210,0,16,36,5,1985,True,False,,,0,0,FB,FB,N/A,0,False,None,,67,50,1,54,49,50,1,43,45,30,81,1,1,75
2501,82,Preston,Dennard,New Mexico,34,4,73,185,0,2,41,13,1985,True,False,,,0,0,WR,WR,N/A,1989,False,None,,17,52,1,66,65,39,1,1,1,29,64,1,1,61
2502,87,Leo,Lewis,Missouri,34,5,68,170,0,3,38,2,1985,True,False,,,0,0,WR,WR,N/A,0,False,None,,19,55,1,59,57,37,1,17,1,14,59,1,1,55
2503,82,Bobby,Duckworth,Arkansas,32,5,75,198,0,14,41,10,1985,True,False,,,0,0,WR,WR,N/A,1990,False,None,,21,67,1,67,54,44,1,1,8,7,56,1,1,63
2506,87,Mike,Young,UCLA,28,5,73,187,18,16,38,5,1985,True,False,,,2250000,1,WR,WR,BAL,0,False,None,,45,69,1,79,69,65,1,28,8,22,75,1,1,77
2508,87,Rodney,Holman,Tulane,30,5,75,238,12,2,22,6,1985,True,False,,,1500000,2,TE,TE,DET,0,False,None,,44,51,1,68,83,69,1,40,52,42,85,1,1,75
2509,80,Clint,Didier,Portland State,31,5,77,240,20,15,27,3,1985,True,False,,,490000,2,TE,TE,SD,0,False,None,,57,66,1,54,80,62,1,35,45,39,68,1,1,73
2511,85,Calvin,Magee,Southern,27,5,75,240,9,2,34,6,1985,True,False,,,490000,1,TE,TE,LON,0,False,None,,63,74,1,73,69,61,1,41,47,39,81,1,1,81
2512,87,Tony,Hunter,Notre Dame,30,5,76,237,11,14,34,9,1985,True,False,,,1610000,1,TE,TE,CHI,0,False,None,,65,68,1,68,78,65,1,45,60,42,77,1,1,85
2513,85,James,Wright,TCU,33,4,75,240,0,4,33,12,1985,True,False,,,0,0,TE,TE,N/A,1989,False,None,,52,48,1,56,64,59,1,43,21,27,49,1,1,64
2514,65,Ron,Heller,Penn State,28,5,77,298,12,3,37,17,1985,True,False,,,3960000,1,T,T,DET,0,False,None,,88,49,1,42,26,65,1,76,73,47,76,1,1,78
2515,67,Ron,Essink,Grand Valley State,32,5,78,260,0,16,30,5,1985,True,False,,,0,0,T,T,N/A,1990,False,None,,61,37,1,45,1,54,1,73,50,35,54,1,1,63
2516,60,Brett,Miller,Iowa,32,5,79,293,0,3,44,2,1985,True,False,,,0,0,T,T,N/A,0,False,None,,81,44,1,43,2,59,1,66,55,18,45,1,1,67
2517,68,Gene,Sanders,Texas A&M,34,5,75,273,0,6,48,4,1985,True,False,,,0,0,T,T,N/A,0,False,None,,61,29,1,37,5,47,1,44,57,26,36,1,1,56
2518,68,Bill,Contz,Penn State,29,5,77,268,0,13,41,8,1985,True,False,,,0,0,T,T,N/A,1990,False,None,,60,31,1,39,9,62,1,68,60,33,56,1,1,64
2520,76,Edwin,Bailey,South Carolina State,31,5,76,271,18,11,46,17,1985,True,False,,,1600000,2,G,G,BAL,0,False,None,,73,39,1,37,18,63,1,68,70,44,59,1,1,74
2521,68,Joe,Bostic,Clemson,33,5,75,265,0,2,47,13,1985,True,False,,,0,0,G,G,N/A,1990,False,None,,53,51,1,41,1,43,1,61,53,37,52,1,1,62
2522,70,Terry,Long,East Carolina,31,5,71,272,5,15,34,16,1985,True,False,,,490000,1,G,G,BUF,0,False,None,,76,47,1,46,18,52,1,84,73,29,61,1,1,80
2523,78,Crawford,Ker,Florida,28,5,75,288,19,3,45,17,1985,True,False,,,490000,1,G,G,WAS,0,False,None,,81,46,1,48,16,57,1,82,62,34,71,1,1,80
2531,66,William,Gay,USC,33,3,77,250,0,12,47,11,1985,False,False,,,0,0,DE,DE,N/A,1988,False,None,,49,50,1,66,24,47,1,1,1,48,57,1,1,66
2536,92,Smiley,Creswell,Michigan State,31,5,76,251,0,13,42,11,1985,False,False,,,0,0,DE,DE,N/A,0,False,None,,53,48,1,57,24,37,1,1,1,48,51,1,1,64
2537,57,Mike,Merriweather,Pacific,30,5,74,230,15,15,18,16,1985,False,False,,,2160000,3,LB,LB,SF,0,False,None,1985 NFC Pro Bowl Team,58,62,1,63,32,74,1,1,1,77,74,3,1,77
2538,50,Fredd,Young,New Mexico State,29,5,73,233,20,8,39,9,1985,False,False,,,2000000,2,LB,LB,SD,0,False,None,,59,68,1,77,46,59,1,1,1,71,88,1,3,77
2539,50,Fred,McNeill,UCLA,37,4,74,229,0,11,42,17,1985,False,False,,,0,0,LB,LB,N/A,1989,False,None,,43,46,1,55,10,41,1,1,1,55,44,1,1,55
2540,57,Bryan,Hinkle,Oregon,31,5,73,222,0,14,40,9,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,53,56,1,72,40,56,1,1,1,75,71,1,1,74
2542,55,Buddy,Curry,North Carolina,32,5,76,224,4,4,42,7,1985,False,False,,,1700000,2,LB,LB,OAK,0,False,None,,77,65,1,71,42,52,1,1,1,73,88,1,1,83
2543,93,Cliff,Odom,Texas-Arlington,32,5,74,237,0,6,42,4,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,1987 AFC Pro Bowl Team|1988 AFC Pro Bowl Team,65,65,1,79,43,62,1,1,1,75,84,1,1,82
2544,55,Don,Blackmon,Tulsa,32,5,75,235,0,14,42,9,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,59,61,1,60,43,47,1,1,1,64,74,1,1,66
2545,98,Johnie,Cooks,Mississippi State,32,5,76,247,0,8,42,10,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,66,57,1,64,40,50,1,1,1,70,87,1,1,74
2546,59,John,Rade,Boise State,30,5,73,232,0,2,40,6,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,64,63,1,65,31,47,1,1,1,60,73,1,1,72
2547,55,Michael,Jackson,Washington,32,4,73,220,0,16,44,5,1985,False,False,,,0,0,LB,LB,N/A,1989,False,None,,39,53,1,50,32,52,1,1,1,71,54,1,1,63
2548,56,Al,Richardson,Georgia Tech,33,5,74,211,0,2,43,13,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,,40,50,1,56,20,38,1,1,1,53,55,1,1,57
2550,55,Ervin,Randle,Baylor,28,5,73,250,0,5,39,6,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,68,66,1,64,38,49,1,1,1,81,83,1,1,79
2551,57,Darren,Comeaux,Arizona State,30,5,73,227,20,4,40,7,1985,False,False,,,2000000,1,LB,LB,SD,0,False,None,,51,63,1,65,40,61,1,1,1,80,68,1,1,75
2553,56,Ron,Simpkins,Michigan,32,5,73,235,0,8,43,9,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,,51,51,1,58,19,52,1,1,1,60,56,1,1,62
2555,55,Ron,Ferrari,Illinois,31,5,72,212,18,18,40,14,1985,False,False,,,1600000,1,LB,LB,BAL,0,False,None,,56,58,1,51,38,46,1,1,1,71,62,1,1,70
2556,52,Tom,Polley,UNLV,28,5,75,246,0,13,39,8,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,66,62,1,60,31,45,1,1,1,65,63,1,1,72
2558,49,Frank,Wattelet,Kansas,29,2,72,185,0,4,48,7,1985,False,False,,,0,0,FS,FS,N/A,1987,False,None,,62,81,1,61,41,61,1,1,1,58,71,1,1,71
2559,37,Harry,Hamilton,Penn State,28,5,72,194,6,7,41,1,1985,False,False,,,490000,2,FS,FS,NYG,0,False,None,,45,88,1,79,57,69,1,1,1,71,71,1,1,86
2560,33,William,Graham,Texas,31,5,71,191,0,10,43,18,1985,False,False,,,0,0,FS,FS,N/A,0,False,None,,41,73,1,56,52,39,1,1,1,59,64,1,1,65
2562,31,Tony,Lilly,Florida,28,5,72,199,0,16,42,5,1985,False,False,,,0,0,FS,FS,N/A,1990,False,None,,41,73,1,63,50,53,1,1,1,62,66,1,1,70
2564,48,Reggie,Phillips,SMU,30,5,70,170,0,2,42,6,1985,False,False,,,0,0,FS,FS,N/A,1990,False,None,,33,73,1,73,33,50,1,1,1,57,80,1,1,66
