PlayerID,Leadership,Work Ethic,Competitiveness,Team Player,Sportsmanship,Social Disposition,Money,Security,Loyalty,Winning,Playing Time,Close To Home,Market Size,Morale
2343,66,88,95,41,87,74,96,30,47,49,96,48,37,83
2344,41,88,85,42,90,83,95,50,42,63,85,31,41,0
2345,50,50,33,51,63,34,83,46,50,46,98,41,51,79
2346,78,60,62,86,68,69,82,35,42,64,76,39,63,38
2347,4,91,95,9,82,95,92,36,48,67,71,30,32,33
2349,43,99,82,62,95,65,70,32,45,48,92,40,34,18
2350,33,52,36,72,36,54,80,38,32,32,71,45,37,61
2352,87,91,87,61,98,87,89,42,37,59,91,40,61,95
2353,93,95,100,100,85,67,98,36,46,50,100,41,46,78
2354,59,36,55,59,63,42,79,50,46,38,79,44,64,53
2355,66,32,58,90,64,65,73,32,35,64,74,31,69,66
2359,30,76,98,63,62,75,82,35,48,61,82,38,36,1
2361,40,56,42,64,32,55,72,47,49,61,70,44,66,78
2364,94,79,98,97,81,73,86,48,50,48,92,33,52,100
2365,23,85,81,9,68,81,70,33,40,57,98,45,49,20
2366,87,90,99,93,94,77,82,43,50,42,95,35,47,98
2367,51,77,92,63,78,87,89,49,44,42,81,40,62,8
2368,6,78,68,13,91,94,78,35,46,41,78,34,66,81
2369,28,66,68,14,61,93,82,34,50,30,78,44,52,21
2370,14,97,79,17,80,64,81,49,43,70,91,33,55,11
2371,34,41,48,69,56,40,85,49,46,37,72,42,37,90
2372,10,63,69,38,94,79,99,45,32,39,81,39,41,37
2373,51,54,50,59,48,61,81,40,45,30,77,50,61,28
2374,11,77,96,29,93,76,88,40,48,44,72,38,42,99
2375,33,26,30,58,43,45,86,40,47,66,92,46,62,36
2376,93,62,62,69,83,69,84,46,40,49,88,45,40,1
2377,94,55,33,100,42,57,73,38,32,35,73,50,42,0
2378,80,84,68,69,94,88,89,43,39,63,85,38,48,100
2380,43,63,51,63,70,53,75,48,42,42,95,39,38,78
2382,48,100,71,40,93,61,81,45,46,33,73,39,42,44
2383,54,49,46,55,40,41,86,41,31,34,75,43,33,1
2386,26,100,100,43,75,90,70,45,41,49,71,40,37,-1
2389,47,80,75,67,99,79,85,30,48,64,85,36,34,95
2390,73,59,70,66,47,62,91,42,50,65,95,32,66,1
2391,64,46,30,73,69,69,93,33,39,43,81,41,67,96
2393,77,67,63,80,74,89,98,38,31,31,76,30,52,1
2394,1,81,72,34,67,83,94,38,48,61,70,30,38,24
2395,7,90,67,27,85,70,80,31,33,55,99,38,41,99
2396,43,64,86,65,92,65,81,47,34,69,93,49,64,2
2398,92,61,77,79,82,69,83,48,43,43,91,43,32,74
2400,77,61,55,67,41,70,79,47,31,53,86,33,42,39
2401,12,66,65,32,77,86,73,30,31,32,87,30,50,1
2402,89,94,65,96,99,85,98,39,46,61,96,47,70,3
2403,88,66,31,77,43,39,75,44,46,57,86,46,40,25
2404,15,96,97,7,89,95,90,34,43,68,73,50,41,81
2405,11,73,93,17,77,75,95,45,43,65,80,48,58,14
2406,44,74,68,40,82,76,79,47,35,36,77,33,67,78
2407,38,98,92,47,79,100,81,32,45,42,81,47,34,98
2408,51,76,71,40,100,68,75,49,36,44,94,49,32,1
2409,10,86,98,40,72,97,84,49,33,56,85,33,30,21
2410,25,64,44,27,14,24,87,44,37,50,75,39,51,63
2411,88,85,67,67,85,80,98,37,39,45,85,46,51,48
2412,5,51,49,38,12,7,71,47,34,30,97,37,34,11
2413,59,72,64,57,69,95,93,30,31,40,86,40,62,35
2414,92,82,68,100,82,85,85,42,39,59,81,47,47,1
2415,63,91,78,80,73,69,82,30,35,42,93,50,33,62
2417,37,65,66,40,70,62,85,35,31,41,80,47,59,27
2418,35,70,41,2,38,14,74,45,47,54,85,32,52,92
2419,93,68,70,60,66,97,86,48,38,62,72,46,30,62
2420,34,64,99,61,90,70,93,46,40,45,91,34,66,92
2422,53,81,87,48,65,98,80,33,47,67,75,48,66,75
2431,92,39,31,99,52,41,79,34,39,47,84,43,66,66
2432,63,74,90,30,77,84,93,45,44,53,88,44,49,93
2433,50,65,48,39,62,58,87,42,30,39,76,39,51,92
2434,63,43,46,40,66,44,84,40,46,46,100,47,47,76
2435,62,61,66,86,100,75,82,31,42,62,78,46,32,19
2437,48,81,65,56,81,84,92,44,35,54,99,44,59,50
2439,81,80,80,75,62,67,88,31,42,60,76,30,68,-1
2440,93,53,35,60,50,39,79,35,30,53,100,30,48,82
2441,34,39,53,34,25,28,97,35,49,63,74,41,49,99
2442,57,66,60,53,63,66,100,30,39,30,72,47,64,86
2443,40,34,59,57,62,55,80,31,43,43,99,30,68,66
2445,97,65,69,75,59,66,70,39,38,30,91,45,57,64
2446,30,58,89,45,87,64,94,30,32,42,77,30,35,76
2447,59,47,56,39,51,47,72,43,32,58,87,41,70,92
2448,47,71,97,47,85,81,83,46,44,38,95,33,49,89
2450,17,73,79,25,86,86,90,31,44,68,78,38,39,93
2451,3,65,68,18,85,84,81,42,50,61,77,41,67,96
2453,36,67,75,30,75,96,96,45,42,67,85,42,31,34
2457,24,64,54,26,5,26,73,48,40,70,72,34,66,55
2458,23,78,80,26,87,69,95,46,33,64,91,31,62,1
2460,32,92,95,34,60,74,84,40,33,44,90,45,51,26
2461,16,49,31,39,20,28,79,37,32,33,76,47,64,5
2462,75,98,62,69,98,72,77,49,47,47,75,33,54,98
2464,35,36,55,40,1,16,84,48,46,57,72,50,52,100
2465,30,87,89,40,83,61,99,33,34,39,87,31,56,1
2467,38,38,58,63,31,60,91,37,35,31,91,30,36,14
2468,52,66,91,44,62,76,94,33,36,56,73,39,70,96
2470,78,34,59,84,40,65,89,43,31,31,92,32,41,26
2471,11,72,66,20,94,85,82,48,37,62,74,49,38,53
2472,98,96,80,95,80,63,82,35,31,62,79,48,66,12
2473,58,62,36,56,65,56,91,39,32,46,73,45,70,72
2474,41,38,66,39,35,12,71,40,45,57,79,48,37,64
2477,96,58,39,67,37,66,76,33,41,58,80,41,67,3
2479,61,66,63,54,98,99,89,47,36,52,84,46,30,16
2480,32,73,65,26,64,73,73,31,42,67,86,36,44,92
2481,11,95,88,38,91,77,93,33,37,33,94,32,56,94
2482,18,34,38,28,38,5,79,41,49,42,94,31,32,73
2483,59,97,76,67,83,61,97,38,30,54,79,39,44,90
2485,58,99,94,31,84,90,84,47,40,68,76,45,52,25
2486,29,67,92,23,65,79,99,49,41,57,84,31,42,15
2487,33,84,72,11,73,84,78,37,39,33,84,31,41,22
2495,93,66,69,89,52,60,94,45,38,36,90,37,65,67
2496,21,72,82,17,81,76,80,33,40,41,82,49,64,97
2498,21,81,60,9,77,71,85,45,34,54,88,35,70,10
2499,16,82,66,16,78,98,76,30,33,52,91,39,42,25
2501,55,56,52,69,67,35,82,50,45,54,81,30,59,64
2502,86,69,58,90,51,34,85,50,35,31,77,44,48,88
2503,71,42,50,63,71,45,98,48,36,57,84,32,55,83
2506,63,48,54,60,65,42,82,41,39,69,90,31,33,2
2508,17,86,82,26,90,74,77,49,38,45,79,36,53,74
2509,51,94,74,60,80,88,70,45,48,51,87,35,67,31
2511,50,97,75,66,96,82,77,39,49,30,86,31,58,100
2512,80,49,60,87,33,54,75,38,44,70,78,34,40,6
2513,20,65,57,21,33,3,99,32,40,66,100,35,51,90
2514,66,99,68,63,98,97,81,30,31,45,84,39,54,98
2515,68,92,90,71,63,68,94,39,34,58,71,46,33,51
2516,69,77,95,100,85,88,99,37,33,34,72,39,31,1
2517,43,56,38,73,52,37,84,39,33,62,75,37,54,21
2518,62,45,62,45,36,46,75,47,36,32,85,46,30,8
2520,75,60,53,64,56,44,70,46,36,34,90,50,40,14
2521,39,53,56,47,66,70,83,41,38,33,94,49,62,4
2522,37,79,92,32,63,69,100,46,38,51,71,48,40,26
2523,78,54,30,65,70,50,82,37,46,70,71,38,42,22
2531,59,61,73,43,77,98,89,44,30,58,97,43,65,78
2536,2,68,57,41,5,30,93,43,36,55,92,46,42,15
2537,62,84,63,39,74,92,88,45,49,40,77,41,45,70
2538,97,60,44,89,42,38,72,48,46,42,81,42,43,2
2539,17,97,68,31,98,76,77,43,44,38,82,31,64,78
2540,19,63,95,18,94,78,86,30,49,53,73,45,34,1
2542,33,44,55,37,55,69,100,48,44,56,73,39,68,56
2543,48,73,71,53,86,60,73,48,34,66,86,41,37,55
2544,52,49,33,45,61,48,92,37,42,67,97,40,41,95
2545,18,58,45,37,31,17,97,45,49,37,73,47,45,1
2546,30,89,60,37,63,100,74,33,39,52,76,40,33,93
2547,95,68,86,87,72,95,98,39,49,64,98,35,31,65
2548,32,72,43,30,51,54,86,37,44,60,80,49,34,73
2550,76,90,66,66,92,82,86,33,50,62,96,35,55,97
2551,4,69,100,11,86,66,84,45,50,59,78,33,56,2
2553,75,61,46,100,56,66,84,42,40,67,76,30,62,69
2555,99,42,35,100,58,59,100,39,40,51,86,32,45,4
2556,24,89,78,20,90,72,85,30,49,58,91,30,43,24
2558,59,86,92,61,80,85,85,48,50,57,86,35,40,92
2559,13,52,49,21,27,31,73,32,33,34,74,38,38,88
2560,90,69,78,70,98,99,89,36,42,63,86,39,31,26
2562,35,73,45,31,30,23,70,49,43,45,89,33,44,54
2564,35,36,66,25,24,40,70,30,41,30,97,40,48,35
2565,46,40,50,53,64,52,71,37,49,62,73,42,68,1
2566,69,93,84,67,78,93,81,46,32,57,83,33,52,57
2567,62,65,68,94,80,79,76,34,33,68,79,38,37,13
2568,3,43,34,11,37,38,74,44,32,31,83,45,66,1
2570,49,46,54,41,64,38,79,46,48,52,72,39,70,73
2571,25,47,42,24,32,34,82,30,39,33,71,43,38,4
2572,16,50,37,10,16,27,72,42,35,37,98,33,58,69
2573,78,68,74,91,68,62,91,35,31,64,71,41,62,10
2574,67,92,85,40,90,90,76,39,36,48,94,42,38,15
2586,27,64,61,11,35,15,92,35,46,58,76,34,36,87
2587,38,97,74,40,83,85,91,47,44,65,93,50,36,44
2589,29,53,50,26,30,20,100,48,32,42,90,37,55,10
2591,1,64,91,2,61,96,80,39,40,38,93,48,35,93
2593,58,71,56,55,45,61,82,32,37,43,91,32,56,22
2594,33,85,92,48,75,77,97,36,34,59,79,48,60,1
2598,41,37,31,45,40,56,86,43,44,57,73,46,41,5
2599,61,33,69,71,52,34,90,44,32,59,84,45,30,77
2600,33,79,61,36,89,80,96,33,32,40,89,46,62,57
2601,70,71,100,70,96,86,79,38,38,66,85,30,41,32
2604,80,59,43,97,61,39,100,30,39,48,80,34,63,98
2605,69,61,60,65,64,71,76,30,42,41,71,49,46,84
2606,36,95,80,56,65,88,93,33,46,40,76,32,41,93
2607,24,62,60,23,36,5,72,35,33,53,80,39,69,44
2608,55,59,53,61,56,52,96,49,37,54,70,33,48,44
2611,4,63,36,32,33,29,90,41,41,62,81,50,49,96
2613,80,72,76,91,68,88,81,44,33,44,86,32,43,29
2614,33,58,45,37,9,28,78,39,37,51,86,33,65,14
2616,65,46,47,53,55,65,77,40,32,61,86,30,64,34
2619,81,67,62,74,99,70,94,46,38,61,74,43,43,92
2620,39,34,49,19,9,31,98,33,41,43,82,37,55,15
2621,95,68,54,83,47,64,99,44,39,54,85,48,50,1
2622,67,57,56,42,53,59,75,42,33,55,81,50,36,21
2623,33,41,35,13,29,13,100,30,35,39,96,44,65,73
2624,3,65,81,31,79,87,72,36,31,63,87,48,66,72
2625,22,81,68,7,74,67,97,45,47,60,73,41,45,89
2627,58,61,94,71,73,75,83,45,44,56,71,45,52,95
2629,63,52,31,49,31,40,77,35,32,69,85,32,39,98
2630,55,63,47,49,67,48,80,36,41,46,73,50,59,5
2631,53,49,52,45,68,61,90,39,45,45,83,44,49,55
2632,42,70,66,69,83,96,91,37,47,68,77,34,55,57
2634,65,88,91,40,79,100,82,40,33,44,83,42,65,49
2636,48,94,96,38,91,68,88,43,34,67,85,47,51,99
2637,66,68,41,67,54,62,95,47,33,34,97,41,60,94
2639,68,33,68,52,56,31,87,32,35,46,87,37,67,51
2640,43,72,68,43,71,55,84,50,43,57,89,37,34,91
2641,32,53,33,7,38,40,85,44,50,62,97,38,47,9
2647,32,78,80,42,96,98,93,42,47,40,82,38,67,87
2649,32,78,98,61,81,84,79,41,41,49,84,31,54,83
2652,53,75,94,59,96,65,97,49,46,69,91,44,63,92
2655,100,78,72,100,64,85,94,48,38,64,84,32,48,90
2656,56,83,66,70,99,80,87,30,47,69,91,42,62,58
2659,75,69,78,75,66,95,99,46,32,64,96,36,59,83
2669,47,75,98,49,60,64,90,43,33,58,75,42,65,5
2671,42,83,100,57,83,62,94,49,30,33,70,36,42,8
2672,7,79,73,12,100,67,83,36,47,31,77,44,57,21
2678,28,76,76,36,63,95,79,46,45,39,97,45,40,76
2682,31,32,65,9,31,17,89,36,36,65,72,46,52,82
2683,18,48,57,29,15,6,79,48,36,61,97,46,68,96
2684,11,70,86,39,70,75,86,43,34,43,94,46,31,19
2689,32,79,62,68,64,88,78,50,41,37,86,46,57,1
2690,25,73,98,38,90,92,95,38,35,37,78,48,48,37
2692,39,97,76,37,94,97,75,43,33,57,83,37,44,1
2693,91,96,95,92,69,67,81,40,34,46,97,48,61,97
2698,4,96,90,5,72,100,76,30,30,57,71,50,31,70
2703,39,99,75,43,96,70,84,48,31,41,83,39,36,19
2704,66,44,64,77,62,30,77,32,43,57,90,43,35,46
2706,62,69,33,41,43,61,74,36,41,57,96,48,67,64
2707,38,42,40,57,47,40,74,41,34,40,77,34,68,81
2708,21,63,96,37,65,66,87,47,39,66,90,38,37,22
2710,53,78,79,58,61,93,97,34,35,44,87,38,41,67
2712,89,84,94,82,92,90,80,47,45,55,99,30,50,6
2715,89,64,79,90,87,89,71,36,36,64,71,36,48,1
2716,57,80,97,56,72,80,95,41,45,36,89,42,47,92
2717,28,89,87,36,88,84,87,42,35,47,74,31,42,37
2718,28,65,53,20,20,37,71,36,40,59,93,46,34,8
2719,63,72,82,36,96,96,75,30,43,45,86,42,31,99
2720,66,40,48,49,47,39,78,40,30,48,80,49,64,92
2724,5,98,89,35,78,100,96,44,46,31,96,43,63,81
2726,57,45,34,40,49,55,72,37,50,42,76,49,41,83
2729,83,40,40,79,35,63,90,32,38,67,91,38,41,85
2730,30,61,68,14,5,39,75,32,38,44,83,31,54,60
2731,21,62,83,23,81,100,75,34,45,65,89,34,43,4
2732,35,32,45,57,53,63,95,31,36,43,87,43,47,38
2735,93,63,58,73,43,33,89,50,36,62,84,43,64,51
2739,39,62,39,29,20,11,70,32,31,37,79,30,57,77
2740,13,87,62,8,90,71,97,41,32,70,80,49,36,87
2749,51,88,64,71,85,73,97,36,37,50,80,46,56,90
2750,86,52,34,81,53,61,90,35,40,40,83,34,30,98
2753,30,54,50,52,43,54,75,40,33,32,73,41,51,34
2755,33,46,68,67,38,41,72,39,36,64,82,46,42,59
2756,35,51,61,30,14,33,74,31,42,48,79,47,35,100
2757,68,62,68,87,50,63,78,50,40,70,75,31,57,91
2762,60,97,66,73,87,62,80,48,38,59,70,32,60,66
2765,40,70,95,20,70,75,87,45,43,63,90,47,53,13
2766,67,73,68,82,75,76,90,38,45,58,81,46,66,99
2767,58,66,82,38,63,71,95,46,31,42,80,33,55,100
2768,32,57,34,53,52,49,74,38,30,42,73,49,60,41
2769,93,52,59,83,31,41,72,38,45,64,98,40,55,87
2770,67,59,52,50,60,48,77,49,40,37,79,39,70,85
2771,49,65,98,55,80,60,89,44,40,56,76,36,57,35
2774,62,61,74,53,94,68,83,49,35,30,94,49,63,80
2777,32,73,69,39,80,94,70,37,42,39,84,42,65,1
2781,55,43,49,35,38,47,70,34,49,50,91,48,49,25
2783,9,48,72,16,7,2,72,36,39,59,76,39,67,12
2784,98,47,45,85,45,43,89,37,36,38,94,37,62,1
2785,63,46,57,83,53,34,89,32,31,47,76,42,69,28
2786,83,63,67,68,42,35,85,44,43,66,91,39,44,23
2787,47,39,51,64,40,68,75,35,48,67,82,40,53,3
2790,39,43,44,2,36,15,74,46,46,34,89,31,70,93
2803,56,56,53,41,59,60,93,33,36,55,86,30,38,88
2804,42,61,71,13,67,68,100,43,31,32,94,39,59,32
2806,12,68,84,39,88,94,84,44,36,43,92,37,30,74
2807,31,63,48,4,7,12,85,39,46,66,72,35,37,67
2817,95,65,54,84,40,36,84,36,46,55,75,32,55,79
2831,23,55,56,23,24,20,72,41,33,66,100,36,36,35
2834,41,50,36,71,51,40,81,49,34,56,89,34,67,70
2842,36,88,80,25,82,64,89,36,35,44,79,46,33,20
2846,68,69,98,33,93,87,92,43,45,36,99,31,66,1
2847,19,61,46,43,32,6,92,41,44,43,86,42,38,63
2848,65,96,94,70,78,78,95,39,41,52,90,50,65,69
2849,100,81,93,95,76,94,86,48,42,30,94,33,46,71
2851,100,57,42,89,36,63,93,32,39,57,90,37,33,63
2853,54,81,76,55,88,76,76,41,32,36,70,39,33,83
2854,73,99,64,100,94,75,86,34,37,48,81,37,55,23
2857,70,37,66,80,35,68,93,45,44,60,91,38,39,83
2859,10,40,69,11,36,27,77,42,36,32,90,36,66,13
2861,38,90,90,32,65,75,74,48,30,51,73,38,44,18
2862,63,93,73,40,67,69,95,47,49,42,81,38,59,15
2863,50,72,45,61,43,67,73,49,40,59,98,47,66,67
2865,49,93,92,55,90,94,79,48,39,42,99,33,67,22
2866,66,40,52,53,53,52,70,50,49,54,88,44,33,85
2867,69,63,77,39,73,78,100,39,41,68,80,45,32,59
2868,34,30,67,3,6,5,99,44,48,48,88,50,33,4
2869,63,69,35,64,43,56,88,31,37,57,98,46,44,80
2870,89,51,38,96,65,69,83,37,34,67,92,42,65,44
2873,4,36,40,39,31,2,88,46,41,35,78,48,41,84
2876,39,66,88,10,61,74,74,38,33,65,79,41,48,40
2881,62,70,41,60,38,43,95,48,31,63,72,30,44,86
2909,80,40,64,60,70,59,89,36,31,35,95,38,66,89
2914,72,65,31,98,42,43,97,44,49,56,92,43,30,70
2917,51,94,99,59,70,99,100,34,31,47,78,33,41,87
2918,31,46,31,54,65,34,88,44,48,32,78,48,58,92
2919,50,60,94,52,100,65,84,32,31,38,75,31,66,97
2920,71,92,76,96,70,68,73,30,33,36,97,46,57,87
2921,40,58,42,36,50,34,81,38,47,60,70,33,54,93
2923,24,73,73,12,78,70,82,42,48,35,99,49,32,1
2924,95,62,66,97,39,52,84,48,39,34,80,44,68,85
2927,45,53,57,42,55,58,74,34,33,58,89,39,57,62
2928,72,100,71,84,87,100,85,47,32,44,96,45,53,9
2930,8,79,79,5,64,73,80,31,39,56,90,33,40,38
2933,61,50,47,64,47,30,99,46,45,31,76,50,46,55
2934,61,100,73,63,100,96,87,42,41,51,79,31,34,78
2936,32,64,42,43,38,70,82,42,45,33,78,45,53,58
2937,63,63,78,33,99,60,97,41,47,54,96,43,53,53
2967,53,78,70,38,77,67,95,43,49,43,98,49,42,25
2971,16,87,87,2,80,77,98,40,35,58,95,44,54,79
2973,60,95,93,29,84,97,81,31,50,44,91,43,49,98
2980,32,49,50,42,7,40,73,30,49,36,85,31,39,53
2981,41,62,71,68,97,95,79,36,31,55,97,30,41,10
2982,96,35,52,62,36,42,74,32,46,66,90,44,68,1
2994,51,57,41,40,45,54,75,37,32,37,98,37,58,39
2995,27,48,58,44,40,31,89,35,42,62,96,43,61,33
2996,50,66,51,43,52,57,89,41,39,43,85,37,50,1
2997,64,93,88,39,72,75,80,44,30,31,79,47,45,75
2998,11,48,47,9,28,41,77,48,33,38,77,39,49,57
2999,32,64,72,43,38,57,98,46,37,39,83,33,53,3
3000,48,66,37,69,42,71,71,38,46,43,81,48,37,24
3022,93,50,30,64,40,48,77,42,48,37,87,30,45,100
3028,53,100,64,56,98,82,91,41,38,42,82,44,37,70
3039,46,34,54,56,46,64,92,50,48,65,94,42,47,72
3047,53,78,71,40,71,89,84,50,42,39,79,33,35,72
3051,77,60,89,66,74,92,95,31,31,60,82,41,32,100
3053,81,77,80,95,98,89,70,33,36,46,75,43,35,24
3054,92,79,80,87,68,66,70,45,32,64,79,40,52,74
3055,68,51,65,91,40,71,84,41,32,54,73,50,62,8
3058,66,49,48,61,34,69,75,37,40,30,90,31,50,5
3073,17,70,37,25,36,23,79,40,32,52,89,35,63,84
3092,99,88,88,67,81,62,75,47,41,64,82,50,46,88
3094,39,74,68,51,69,87,93,38,40,31,92,40,36,87
3095,10,34,44,26,21,29,95,42,39,31,89,33,41,24
3113,44,64,41,73,35,43,73,49,50,56,71,32,67,72
3122,94,75,97,66,77,63,78,31,41,56,92,45,69,70
3148,20,59,69,23,32,16,74,37,35,69,95,36,38,34
3149,91,64,69,81,49,54,84,41,38,59,85,48,46,91
3155,1,67,64,25,76,85,74,46,30,47,96,35,42,75
3208,63,75,84,31,86,64,81,43,39,40,95,47,31,54
3209,14,85,99,32,84,72,74,33,31,31,70,35,63,96
3210,5,57,64,34,25,35,99,49,31,33,99,31,64,90
3213,68,31,39,88,51,42,73,30,35,46,82,40,69,1
3214,51,44,52,66,45,39,75,46,50,45,79,44,59,99
3215,91,68,69,67,60,62,89,33,42,69,92,39,62,84
3220,65,62,68,31,80,66,82,45,35,68,76,30,38,98
3228,37,67,67,57,87,88,100,37,41,58,74,36,51,71
3232,69,75,72,67,82,69,94,35,43,63,92,47,50,48
3243,62,71,65,65,90,90,71,35,40,31,85,50,52,84
3249,26,67,73,9,94,100,98,34,49,47,79,50,56,80
3250,37,47,70,63,40,59,78,44,40,57,77,45,44,68
3253,59,39,36,41,61,55,94,50,41,58,72,31,64,96
3262,30,45,48,17,10,18,82,49,31,56,93,34,68,98
3264,66,69,46,62,63,30,73,49,41,57,89,38,35,81
3269,16,84,86,17,68,79,71,46,49,59,71,43,66,90
3272,60,72,66,78,78,97,81,35,32,70,93,45,41,30
3279,34,46,29,40,19,40,75,44,46,47,87,30,59,89
3284,36,71,91,45,75,92,87,42,50,64,71,49,63,98
3285,54,100,61,55,70,90,86,50,34,62,84,34,42,0
3286,40,69,86,56,80,77,97,41,49,68,99,47,30,100
3287,89,51,35,98,56,48,73,35,36,70,73,47,39,89
3288,34,35,71,48,38,67,89,40,33,52,92,40,49,30
3290,25,72,68,32,93,84,72,42,46,65,95,48,38,1
3292,85,62,69,94,68,90,75,32,42,54,90,43,33,51
3296,75,96,96,96,82,72,99,43,31,45,79,37,44,72
3297,27,75,61,17,77,76,77,32,35,63,71,34,34,98
3299,49,59,50,39,33,35,77,48,46,59,77,46,64,57
3301,78,86,92,98,82,98,81,33,30,44,77,45,38,73
3302,84,68,39,75,37,72,88,42,42,39,84,45,38,99
3303,62,63,56,69,53,63,99,32,43,33,90,49,32,98
3307,32,79,97,33,68,70,75,42,44,35,95,31,39,75
3311,66,79,62,82,87,69,72,38,46,49,80,35,57,86
3313,36,85,67,37,92,89,92,37,38,40,77,32,49,51
3314,66,56,40,74,49,33,80,40,46,48,80,43,59,5
3318,60,79,93,62,92,92,81,35,31,44,72,39,35,12
3319,68,98,77,91,91,69,81,32,50,60,98,38,69,98
3320,56,84,75,46,87,97,71,48,30,43,99,42,54,62
3323,36,100,84,24,73,74,75,46,30,51,89,39,64,86
3324,20,95,82,42,93,62,79,31,48,69,73,32,34,24
3325,58,40,68,70,44,44,87,38,47,54,97,48,61,46
3326,21,65,44,1,1,30,75,32,47,58,92,45,37,70
3330,37,99,78,69,71,68,80,47,37,64,92,36,54,66
3334,84,74,88,92,96,92,98,33,38,66,100,48,55,77
3337,26,61,60,34,13,37,86,45,36,65,82,47,50,26
3338,84,79,68,63,94,75,91,36,30,32,94,39,30,41
3340,39,61,69,35,68,58,96,32,48,46,99,38,67,91
3342,39,99,90,71,89,69,99,46,33,69,80,44,49,5
3345,26,48,48,17,21,33,97,33,46,45,88,38,30,100
3347,63,93,100,69,94,74,99,34,50,38,95,31,49,76
3350,35,31,54,48,54,56,98,37,41,51,72,47,56,26
3351,96,64,65,71,100,90,82,35,44,33,97,40,66,88
3354,86,63,35,74,52,30,95,50,48,30,80,39,66,92
3357,77,56,70,92,43,70,74,50,48,65,76,50,62,84
3358,97,83,60,85,88,70,83,37,30,34,90,34,42,98
3359,14,70,78,11,90,80,86,43,48,40,80,37,60,46
3360,45,100,86,58,69,77,75,40,47,56,85,32,41,92
3361,38,93,63,45,93,79,93,49,40,44,85,35,42,75
3362,51,57,41,49,61,34,84,35,45,59,90,50,53,89
3365,34,94,93,3,93,61,97,44,41,51,79,44,41,85
3368,70,59,63,59,44,61,82,38,44,44,92,42,51,77
3369,60,34,59,66,41,32,92,50,30,36,72,45,61,100
3371,53,63,89,64,89,64,85,31,43,64,76,45,35,72
3372,64,73,99,91,65,76,95,37,37,40,73,42,52,1
3374,98,66,76,73,83,95,90,45,33,61,72,43,58,4
3375,15,63,96,38,85,82,87,30,32,56,96,42,44,91
3377,70,55,67,49,36,69,100,38,49,42,95,39,58,75
3378,62,68,88,83,68,74,98,50,44,60,76,42,68,65
3381,7,66,95,26,65,99,94,34,47,30,97,39,64,87
3383,27,83,82,33,96,62,95,46,48,61,92,32,46,62
3386,67,88,91,81,91,74,76,48,34,38,74,36,55,98
3387,38,66,95,55,62,92,84,40,35,46,89,31,40,63
3388,17,39,58,5,40,36,72,35,35,35,95,44,66,98
3390,54,81,84,33,83,88,79,35,50,46,98,47,50,11
3391,71,85,74,97,81,72,85,42,37,45,86,33,33,91
3393,12,64,30,29,35,19,86,37,33,47,90,34,64,31
3396,24,85,84,27,94,84,99,48,38,64,95,40,70,74
3398,65,62,61,86,44,33,96,43,39,70,83,40,69,-1
3405,3,61,58,21,30,17,99,39,48,33,84,30,43,98
3407,37,67,44,67,52,33,84,45,43,46,82,34,43,84
3410,69,35,69,42,37,36,93,47,42,34,77,48,50,54
3411,25,31,60,33,21,34,98,32,42,41,75,41,56,25
3412,38,66,86,48,77,81,85,39,49,41,89,46,63,74
3413,64,57,42,63,49,44,84,39,32,55,83,40,37,87
3414,89,55,72,99,34,64,99,42,47,53,70,44,55,89
3417,78,39,44,86,38,55,78,50,46,58,84,43,70,14
3418,55,66,71,61,62,90,87,47,31,32,84,43,31,23
3419,38,88,66,32,76,64,80,35,33,45,88,42,58,9
3422,78,88,93,94,99,67,96,49,41,34,78,50,42,12
3424,8,85,100,29,65,98,75,36,34,52,85,30,43,94
3428,58,42,42,36,45,61,78,42,43,53,82,30,45,98
3429,13,37,44,37,7,15,99,43,48,31,84,42,67,84
3430,64,96,100,61,89,94,87,50,33,32,78,48,70,84
3431,41,32,48,47,65,56,96,42,36,38,97,33,70,99
3434,73,66,56,74,69,54,76,31,41,70,87,36,38,100
3435,26,67,93,33,81,64,89,37,44,53,96,48,51,15
3436,75,36,52,100,63,58,74,31,48,35,83,47,58,88
3439,64,67,84,51,65,63,99,38,49,51,95,34,69,54
3447,21,61,50,38,14,25,98,40,32,69,73,36,36,28
3448,36,39,38,16,12,1,80,40,38,46,76,49,54,75
3452,22,70,68,35,73,62,75,39,44,68,97,30,35,78
3453,47,61,50,32,46,39,71,36,33,63,95,43,36,83
3455,33,62,74,2,100,65,72,37,38,65,77,30,44,89
3456,11,56,60,22,25,1,70,30,50,52,88,49,61,5
3457,76,47,56,64,49,39,93,49,40,65,99,41,39,3
3460,34,55,30,34,65,54,77,42,41,39,90,33,62,83
3465,63,80,87,55,92,98,78,30,44,53,89,42,37,0
3466,78,89,68,82,84,67,92,46,40,66,73,36,52,100
3472,31,98,98,31,69,73,81,31,30,39,87,49,34,52
3474,57,68,82,31,64,61,93,33,45,62,98,34,64,82
3476,30,97,61,70,79,67,80,48,31,40,85,37,68,81
3477,65,67,52,54,47,53,79,49,32,70,83,40,40,6
3487,61,93,82,63,81,77,80,48,34,30,93,40,44,87
3496,64,50,52,76,65,37,77,32,35,39,85,33,53,43
3497,13,54,58,47,7,26,98,44,50,32,93,47,52,-1
3498,58,93,90,57,62,87,90,50,30,56,97,32,31,67
