PlayerID,40yd,Bench,VertJ,BroadJ,3Cone,Shuttle,Wonderlic
2485,4.59,22,28.5,112,6.88,4.24,4
2486,5.43,30,25,102,7.5200000000000005,4.71,13
2487,4.55,16,38,123,6.98,4.21,4
2495,4.53,15,40,121,6.95,4.2700000000000005,20
2496,4.45,21,36.5,115,7.03,4.29,4
2498,4.72,18,34,112,7,4.46,23
2499,4.71,25,31,110,6.97,4.26,14
2501,4.68,11,37,115,7.11,4.47,4
2502,4.46,9,35,116,7.12,4.15,19
2503,4.5600000000000005,10,35.5,122,6.890000000000001,4.13,18
2506,4.71,14,34,119,7.11,4.46,9
2508,4.86,22,31,114,7.18,4.2,17
2509,4.91,16,28,112,7.25,4.1,17
2511,4.78,24,38,114,6.98,4.13,20
2512,4.86,17,32,111,7.26,4.58,11
2513,4.8100000000000005,17,32,118,7.01,4.46,13
2514,5.2700000000000005,24,32,99,7.53,4.68,13
2515,5.22,31,25,100,7.640000000000001,4.42,23
2516,5.51,31,29,99,7.79,4.84,14
2517,5.49,28,29,102,7.98,4.57,21
2518,5.2700000000000005,26,33,102,7.7700000000000005,4.63,25
2520,5.44,22,28,96,7.8500000000000005,4.4,30
2521,5.48,26,27,105,7.96,4.67,25
2522,5.51,22,30,105,7.61,4.5200000000000005,21
2523,5.42,31,25,105,7.5600000000000005,4.71,20
2531,4.9,19,28,115,7.11,4.49,22
2536,4.86,17,35,112,7.3,4.25,4
2537,4.59,25,37.5,110,6.94,4.28,32
2538,4.89,21,32,118,7.12,4.5600000000000005,22
2539,4.89,17,35,114,7.04,4.39,10
2540,4.93,23,36,118,7.01,4.29,24
2542,4.67,23,39,112,6.88,4.3100000000000005,4
2543,4.89,21,30.5,119,7.22,4.09,12
2544,4.92,27,39,121,7.16,4.32,20
2545,4.82,20,32,119,6.890000000000001,4.49,5
2546,4.75,24,31,116,7.07,4.15,25
2547,5,18,39,116,6.83,4.23,10
2548,4.8500000000000005,17,39,113,7.29,4.24,10
2550,4.76,25,37,117,7.0200000000000005,4.11,4
2551,4.9,25,32,114,7.18,4.22,15
2553,4.8500000000000005,17,32,115,7.23,4.42,11
2555,4.95,22,32,109,6.98,4.3100000000000005,4
2556,4.9,19,39,109,6.8500000000000005,4.28,4
2558,4.59,14,41,117,7.11,4.19,6
2559,4.71,12,41,124,6.83,4.22,24
2560,4.69,16,32,123,7.140000000000001,4.12,21
2562,4.69,20,31,123,7.21,4,22
2564,4.47,11,36,125,7.04,4.04,22
2565,4.76,17,32,117,6.8,4.16,4
2566,4.5,14,37.5,124,7.12,4.16,12
2567,4.76,18,25,110,7.13,4.3100000000000005,14
2568,4.72,26,34,111,7.22,4.55,14
2570,4.91,26,32,111,7.22,4.62,4
2571,4.8500000000000005,19,37,108,7.36,4.26,21
2572,4.7700000000000005,19,38,117,7.0600000000000005,4.25,4
2573,4.59,13,34,119,6.99,4.17,11
2574,4.75,25,38,115,7.2700000000000005,4.23,18
2586,4.89,17,33,105,7.140000000000001,4.37,19
2587,4.72,13,40,127,6.97,4.25,4
2589,4.64,17,34.5,123,7.03,4.33,11
2591,4.73,13,41,124,6.79,4.01,12
2593,4.8,23,28.5,112,7.0600000000000005,4.4,8
2594,4.76,17,30,114,7.04,4.48,16
2598,5.43,26,32,97,7.92,4.63,40
2599,5.47,30,33,105,7.98,4.62,25
2600,5.48,21,24,101,7.54,4.62,24
2601,5.24,21,24,101,7.95,4.54,22
2604,4.98,29,34,118,7.08,4.23,5
2605,4.95,19,38,111,7.390000000000001,4.28,9
2606,4.82,20,34,108,7.24,4.46,20
2607,4.95,19,38,109,6.96,4.16,20
2608,4.74,22,35,111,7.09,4.32,4
2611,4.94,26,39,120,7.33,4.5,25
2613,4.88,21,31,112,7.09,4.53,22
2614,4.98,22,37,112,7.17,4.23,4
2616,4.61,23,30.5,113,6.87,4.19,9
2619,4.9,19,38,113,6.97,4.44,9
2620,4.68,12,31,116,6.83,4.03,12
2621,4.61,16,31,121,6.93,4.25,25
2622,4.53,10,34,123,7.0200000000000005,4,6
2623,4.53,18,35,121,7.0200000000000005,4.05,9
2624,4.7700000000000005,22,40,121,6.93,4.08,4
2625,4.68,19,34,123,6.98,4.05,22
2627,4.75,17,31,121,6.7700000000000005,4.22,29
2629,4.5600000000000005,19,34,115,7.15,4.09,23
2630,4.69,17,34,125,6.92,4.18,13
2631,4.62,15,34,118,7.22,4.39,23
2632,4.74,11,31,123,7.17,4.43,16
2634,4.89,20,26,111,6.91,4.24,9
2636,5.37,29,31,105,7.79,4.3500000000000005,16
2637,5.15,24,32,108,7.43,4.54,15
2639,5.15,24,24,101,7.57,4.51,6
2640,4.78,28,30,111,6.87,4.37,7
2641,4.54,11,37,121,6.76,4.43,10
2647,4.58,22,36,123,6.98,4.4,4
2649,4.72,22,35,119,6.78,4.39,22
2652,4.76,13,39,117,7.15,4.36,11
2655,4.94,22,35,108,7.16,4.24,4
2656,4.75,18,30,108,7.3,4.2,4
2659,4.7700000000000005,13,41,114,6.68,4.3100000000000005,18
2669,4.8500000000000005,16,30,115,7.1000000000000005,4.17,23
2671,5.37,27,23,95,7.7700000000000005,4.63,15
2672,5.34,23,26,101,7.49,4.8,12
2678,5.43,29,28,99,7.88,4.8500000000000005,7
2682,4.88,21,34,118,7.22,4.2,18
2683,4.98,19,38,108,7.13,4.55,4
2684,5.08,29,31,113,7.390000000000001,4.5200000000000005,24
2689,4.69,23,35,113,6.98,4.48,21
2690,4.73,20,29,114,7.140000000000001,4.54,4
2692,4.76,24,36,118,6.97,4.21,21
2693,4.98,22,32,115,6.8500000000000005,4.34,13
2698,4.8500000000000005,22,30.5,113,7.22,4.37,7
2703,4.47,13,37,117,7.0600000000000005,4.2700000000000005,19
2704,4.72,9,38,121,6.98,4.08,25
2706,4.46,9,41,125,7.01,4.2,4
2707,4.46,13,33.5,120,6.88,4.3500000000000005,16
2708,4.64,8,39,119,7.0600000000000005,4.3100000000000005,25
2710,4.74,13,41,117,7.19,4.08,4
2712,4.68,11,38,118,6.86,4.08,13
2715,4.59,15,36,121,6.87,4.3100000000000005,23
2716,4.7700000000000005,13,32,114,6.84,4.3,20
2717,4.5,9,37,118,6.88,4.39,4
2718,5.38,31,29,100,7.63,4.76,7
2719,5.32,31,24,101,7.71,4.7,21
2720,5.28,26,31,105,7.5600000000000005,4.59,19
2724,4.59,21,31,115,6.890000000000001,4.09,4
2726,4.78,19,32,116,6.8100000000000005,4.21,4
2729,4.5600000000000005,17,33,126,6.8,4.13,8
2730,4.48,10,40,118,6.96,4.3,4
2731,4.55,13,34,122,6.66,4.22,23
2732,4.54,11,39,124,6.78,4.01,5
2735,4.95,19,37,112,6.95,4.5600000000000005,14
2739,5.5200000000000005,30,28,102,7.73,4.61,11
2740,5.24,31,23,98,7.87,4.83,14
2749,5.08,24,36,118,7.23,4.48,4
2750,5.04,17,36,110,7.390000000000001,4.37,14
2753,4.91,24,35,109,7.33,4.25,4
2755,4.98,22,38,118,7.28,4.5,4
2756,4.71,17,30,110,7.2,4.36,4
2757,4.98,25,31,118,7.32,4.2,25
2762,4.73,16,29,114,7.09,4.5200000000000005,10
2765,4.86,19,29,108,6.93,4.12,17
2766,4.97,25,34,113,6.94,4.14,23
2767,4.67,12,38,122,6.95,4.08,4
2768,4.62,18,31,122,6.63,4.34,4
2769,4.5600000000000005,14,35,119,7.03,4.1,4
2770,4.37,11,34.5,116,6.7,4.19,7
2771,4.53,17,41,118,6.99,4.0200000000000005,13
2774,4.8,14,40,115,6.95,3.94,13
2777,4.69,17,34,116,6.67,4.2700000000000005,8
2781,4.7700000000000005,21,29,109,7.24,4.25,18
2783,5.37,29,30,108,7.82,4.4,13
2784,5.14,33,27,102,7.5600000000000005,4.83,25
2785,5.26,26,25,101,7.36,4.66,4
2786,5.36,25,34,105,7.62,4.58,13
2787,4.87,19,36,117,7.21,4.5,18
2790,4.67,10,36,115,6.95,4.14,14
2803,4.73,10,32,123,7.13,4.43,13
2804,4.72,18,33,124,6.74,4.3,25
2806,4.63,17,39,122,6.84,4.15,16
2807,4.62,11,34,114,7.07,4.2,20
2817,5.3100000000000005,29,25,97,7.84,4.82,9
2831,4.96,27,29,117,7.2,4.66,19
2834,4.99,21,35,118,7.3,4.38,11
2842,4.71,20,35,109,7.0200000000000005,4.47,21
2846,4.57,11,38,118,6.91,4.05,5
2847,4.6000000000000005,15,39,122,6.640000000000001,4.14,12
2848,4.69,14,36,118,7.11,4.3500000000000005,23
2849,4.49,11,35,124,6.640000000000001,4.1,17
2851,4.47,8,33,123,6.890000000000001,4,19
2853,4.47,10,31,122,6.78,4.3,20
2854,4.55,11,31,118,6.96,4.08,4
2857,4.79,17,35,126,7.07,4.2,7
2859,4.78,17,31,121,6.82,4.18,12
2861,4.94,18,33,109,6.95,4.5200000000000005,11
2862,4.67,21,30,107,7.140000000000001,4.41,4
2863,4.8,22,29,104,7.2700000000000005,4.62,4
2865,5.17,33,26,98,7.79,4.7700000000000005,4
2866,5.33,33,27,104,7.51,4.65,4
2867,5.2700000000000005,28,26,102,7.51,4.44,4
2868,5.16,33,25,105,7.59,4.47,18
2869,5.28,33,30,101,7.44,4.83,22
2870,5.39,33,29,101,7.5600000000000005,4.4,9
2873,4.5600000000000005,13,31,120,6.83,4.43,4
2876,4.93,20,35,111,7.36,4.39,18
2881,4.73,11,32,122,7.11,4.21,6
2909,4.97,26,35,114,6.9,4.24,20
2914,4.86,21,38,116,7.07,4.23,9
2917,4.9,19,36,111,7.23,4.21,23
2918,5,18,32,110,7.1000000000000005,4.4,19
2919,4.69,9,33,117,6.8,4.09,4
2920,4.66,13,31,115,7.07,4.21,21
2921,4.47,16,35,120,6.87,4.07,9
2923,4.5600000000000005,11,38,120,6.66,4.39,16
2924,4.74,20,36,125,7.1000000000000005,4.4,4
2927,4.74,11,39,123,6.67,4.38,21
2928,4.6000000000000005,9,36,118,6.72,3.99,8
2930,4.47,16,37,119,6.78,3.96,20
2933,4.94,26,35,114,6.95,4.6000000000000005,4
2934,4.74,25,27,104,6.96,4.39,11
2936,4.94,24,31,113,7.07,4.41,10
2937,5.2,28,25,100,7.5,4.61,22
2967,5.09,26,29,109,7.4,4.37,16
2971,5.05,27,38,116,7.07,4.55,6
2973,4.86,19,29,117,7.03,4.5,18
2980,4.5,12,36,124,6.98,4.43,14
2981,4.7,14,31,120,6.83,4.2700000000000005,5
2982,4.68,18,35,121,7.11,4.4,6
2994,4.9,21,30,113,7.22,4.48,4
2995,4.87,25,32,107,6.94,4.66,24
2996,4.67,18,34,113,7.29,4.45,7
2997,4.8500000000000005,20,34,110,6.98,4.5,4
2998,4.7,25,32,108,7.0200000000000005,4.63,14
2999,5.37,25,30,98,7.44,4.54,10
3000,5.18,33,29,104,7.41,4.41,4
3022,4.8,17,34,117,7.390000000000001,4.29,4
3028,4.97,19,34,110,6.91,4.5200000000000005,10
3039,4.86,21,38,113,6.9,4.49,4
3047,4.7,18,33,123,6.86,4.03,20
3051,4.73,21,32,112,6.96,4.37,8
3053,4.89,26,35,107,6.9,4.65,20
3054,4.89,21,31,111,6.87,4.34,9
3055,4.65,24,26,105,7.13,4.34,4
3058,4.73,21,26,112,6.87,4.42,5
3073,4.6000000000000005,14,32,116,6.98,4.12,4
3092,4.93,25,30,109,6.86,4.46,16
3094,4.8,20,30,114,6.92,4.53,12
3095,4.66,16,36,122,6.75,4.4,4
3113,5.19,25,33,104,7.8100000000000005,4.45,13
3122,4.88,17,36,108,7.36,4.58,10
3148,5.3100000000000005,29,28,100,7.43,4.38,4
3149,5.36,25,31,101,7.3500000000000005,4.63,11
3155,4.76,11,31,122,7.13,4.1,17
3208,5.2,31,29,100,7.65,4.68,5
3209,5.39,27,29,96,7.43,4.59,5
3210,5.1000000000000005,22,26,106,7.63,4.42,10
3213,5.26,28,31,98,7.71,4.45,7
3214,5.3,23,26,104,7.37,4.82,16
3215,4.53,17,40,124,6.75,4.38,4
3220,4.8100000000000005,24,34,117,7.21,4.21,14
3228,4.53,19,31,117,7.12,4.0200000000000005,5
3232,5.2700000000000005,26,31,104,7.59,4.72,21
3243,4.5200000000000005,12,38,118,6.88,4.03,8
3249,5.11,22,32,107,7.7700000000000005,4.8100000000000005,16
3250,5.25,24,26,100,7.8100000000000005,4.8,13
3253,5,21,29,114,7.13,4.22,5
3262,4.73,16,35,117,6.890000000000001,4.28,5
3264,5.25,25,25,104,7.34,4.33,4
3269,4.76,18,32,112,6.92,4.42,4
3272,5.22,29,28,102,7.33,4.57,4
3279,4.57,16,41,121,7.09,4.36,4
3284,4.55,17,36.5,117,6.82,4.09,25
3285,4.73,11,40,117,6.93,4.08,6
3286,5.2700000000000005,30,24,104,7.7700000000000005,4.59,19
3287,4.66,20,32,116,7.12,4.34,23
3288,4.72,22,37,118,7.140000000000001,4.34,25
3290,5.22,27,31,103,7.69,4.87,15
3292,5.11,31,33,100,7.68,4.41,11
3296,5.3100000000000005,27,29,102,7.8100000000000005,4.82,23
3297,4.67,10,35.5,115,6.8500000000000005,4.2700000000000005,5
3299,5.12,30,29,100,7.57,4.45,9
3301,5.01,20,28,117,7.04,4.68,22
3302,4.73,14,39,114,7.15,4.32,4
3303,5.25,32,26,102,7.8,4.71,16
3307,4.84,21,36,118,6.93,4.58,7
3311,4.57,9,39,118,6.98,4.11,16
3313,4.42,15,38,128,6.98,4.0200000000000005,19
3314,5.45,21,31,95,7.7700000000000005,4.5200000000000005,29
3318,4.5200000000000005,11,39,123,6.74,4.39,4
3319,4.87,22,34,108,6.93,4.55,8
3320,4.66,21,32,115,7.2,4.1,22
3323,4.8100000000000005,23,34,114,6.79,4.46,10
3324,4.96,24,39,115,7.32,4.42,9
3325,5.19,25,33,100,7.58,4.7,8
3326,4.72,17,32,116,7.03,4.22,14
3330,4.48,17,40,115,7.01,4.22,4
3334,4.71,19,30,118,7.32,4.47,22
3337,4.7700000000000005,11,36,121,7.22,4.2,24
3338,4.62,13,36,126,6.890000000000001,4.23,13
3340,4.48,20,31.5,117,7.08,3.96,12
3342,5.3100000000000005,24,33,106,7.8,4.65,4
3345,4.41,10,33.5,120,7.0200000000000005,4.13,8
3347,4.8100000000000005,28,36,112,7.38,4.41,15
3350,4.69,18,37.5,115,7.0200000000000005,4.34,4
3351,4.82,22,32,118,6.94,4.36,4
3354,5.38,30,26,102,7.9,4.7,13
3357,5.03,29,25.5,100,7.3500000000000005,4.41,4
3358,5.44,25,25,99,7.67,4.53,28
3359,4.64,18,38,121,6.8100000000000005,4.43,4
3360,5.22,26,32,100,7.74,4.55,12
3361,4.83,16,31,109,7.17,4.42,4
3362,5.29,24,32,105,7.68,4.61,11
3365,4.86,25,33,117,6.94,4.1,4
3368,4.72,18,31,125,6.86,4.21,19
3369,4.84,27,31,122,6.96,4.3100000000000005,22
3371,4.95,16,32,109,7.2700000000000005,4.28,4
3372,5.05,15,34,113,7.05,4.12,16
3374,4.63,10,33,124,7.17,3.96,7
3375,4.76,15,32,123,6.86,4.23,22
3377,5.34,28,29,104,7.37,4.49,14
3378,5.03,22,31,117,7.11,4.22,14
3381,4.57,16,41,119,6.71,4.3,7
3383,5.19,28,31,103,7.34,4.3500000000000005,22
3386,5.39,30,31,95,7.890000000000001,4.41,20
3387,5.3100000000000005,29,31,99,7.91,4.84,21
3388,4.74,9,31,116,7.1000000000000005,4.05,5
3390,4.55,18,33,122,6.91,4.23,7
3391,4.8,18,32,114,6.96,4.17,20
3393,4.87,23,30,105,6.99,4.2,35
3396,4.72,9,35,119,7.12,4.28,4
3398,5.4,24,28,103,7.49,4.53,17
3405,4.37,17,34.5,121,7.0200000000000005,4.26,22
3407,5.51,23,28,104,7.7,4.67,28
3410,4.86,17,39,117,7.25,4.25,11
3411,4.65,16,35,119,6.890000000000001,4.41,17
3412,4.54,19,35,120,6.84,4.19,7
3413,5.3100000000000005,23,25,104,7.55,4.49,10
3414,4.8500000000000005,20,34,116,6.83,4.12,4
3417,4.5600000000000005,10,37,125,7,4.17,9
3418,4.48,13,35,119,6.97,4.33,36
3419,4.64,17,37,117,6.96,4.0600000000000005,11
3422,5.24,26,27,104,7.76,4.86,23
3424,5.0200000000000005,21,35,109,6.94,4.12,22
3428,5.45,31,33,99,7.72,4.6000000000000005,35
3429,4.6000000000000005,18,35,123,7.01,4.33,23
3430,5.34,27,32,108,7.74,4.36,16
3431,4.37,16,33.5,120,7.17,4.5200000000000005,16
3434,4.75,22,30,123,6.8,4.49,7
3435,5.3,26,27,105,7.54,4.5600000000000005,11
3436,5.1000000000000005,24,36,108,7.33,4.61,5
3439,4.95,23,34,109,6.92,4.1,14
3447,4.66,20,40,120,6.82,4.04,18
3448,4.84,22,28,116,7.37,4.29,6
3452,4.54,19,32,121,6.74,4.3,4
3453,4.8100000000000005,15,30,112,7.15,4.58,20
3455,4.79,22,30,107,6.99,4.51,24
3456,5.4,30,31,106,7.48,4.8100000000000005,14
3457,5.5,23,31,97,7.72,4.8,30
3460,5.3,30,33,102,7.66,4.58,6
3465,4.71,10,32,123,6.94,4.12,24
3466,4.48,17,32.5,115,7.0200000000000005,4.4,4
3472,5.48,21,26,101,7.95,4.86,6
3474,4.6000000000000005,12,41,126,6.94,4.2,7
3476,4.79,11,32,119,6.92,4.32,4
3477,4.91,22,38,117,7.2,4.19,19
3487,4.5200000000000005,16,36,114,6.71,4.08,17
3496,4.73,9,36,126,6.91,4.33,9
3497,5.2,30,28,103,7.3500000000000005,4.76,27
3498,4.88,27,34,117,7.12,4.44,31
3499,5.03,18,29,111,7.38,4.5200000000000005,23
3501,4.58,11,34,119,6.88,4.32,4
3503,4.89,18,39,109,7.23,4.3,4
3504,5.3500000000000005,24,29,103,7.91,4.88,13
3508,4.8100000000000005,19,36,108,7.29,4.29,9
3509,4.5600000000000005,12,31,124,6.91,4.28,4
3510,4.58,17,32,119,7.05,4.37,10
3512,5.49,23,31,95,7.6000000000000005,4.62,25
3513,4.93,22,34,109,6.99,4.28,18
3515,4.49,9,37,116,7.1000000000000005,4.01,14
3521,4.66,13,35,119,6.92,4.17,4
3525,5.25,24,33,102,7.7700000000000005,4.75,21
3528,4.71,13,36,119,7.15,4.21,12
3529,4.6000000000000005,8,40,125,6.65,4.22,4
3530,4.55,15,34,117,6.94,4.24,18
3532,4.73,17,33,122,6.9,4.3,10
3535,4.72,14,35,124,6.8100000000000005,4.18,8
3537,4.7700000000000005,13,39,124,6.95,4.29,15
3538,4.82,25,31,111,7.04,4.13,10
3540,4.66,19,39,122,7.25,4.2,23
3542,5.47,29,28,97,7.82,4.67,15
3543,5.07,18,35,108,7.26,4.37,28
3544,5.32,31,33,100,7.97,4.76,21
3546,4.7700000000000005,20,35,115,7.22,4.23,9
3547,4.76,15,36,114,7.22,4.51,9
3548,5.3,33,31,106,7.8100000000000005,4.74,11
3549,4.93,27,32,111,7.26,4.3500000000000005,5
3550,5.39,22,28,97,7.74,4.47,26
3552,4.84,21,30,113,7.25,4.24,4
3554,4.8500000000000005,25,34,112,7.1000000000000005,4.66,20
3556,4.65,15,30,117,6.73,4.15,13
3557,4.75,22,34,116,7.21,4.16,22
3559,4.54,19,34,118,7.12,4.23,4
3563,4.8,26,35,114,7.2,4.49,4
3564,4.57,13,37,124,6.83,4.25,23
3565,4.49,20,41,125,7.23,4.19,18
3566,4.86,25,31,116,6.86,4.49,24
3567,5.3500000000000005,29,26,107,7.42,4.8,7
3569,4.86,22,31,116,7.36,4.18,29
3570,5.47,26,25,101,7.5600000000000005,4.62,25
3572,4.95,19,35,110,7.3100000000000005,4.3100000000000005,9
3574,5.46,24,29,103,7.61,4.53,19
3575,4.71,20,32,109,6.86,4.34,13
3577,4.82,17,34,112,7.12,4.66,27
3578,5.36,23,27,104,7.87,4.46,15
3580,4.75,25,32,118,7.24,4.5600000000000005,30
3582,4.5600000000000005,13,35,113,7,4.33,12
3585,4.37,17,31.5,122,7.0200000000000005,3.98,28
3587,5.23,31,33,105,7.78,4.61,23
3591,5.3500000000000005,26,31,103,7.7700000000000005,4.49,15
3592,4.67,13,31,116,7.1000000000000005,4.43,4
3593,4.79,25,31,108,7.21,4.18,20
3595,4.84,16,38,113,7.3500000000000005,4.36,4
3596,4.8100000000000005,23,32,123,6.87,4.43,14
3597,5.16,30,29,105,7.76,4.41,4
3598,4.63,12,36,117,6.88,4.15,16
3599,4.88,24,26,105,6.94,4.26,14
3600,5,20,29,113,6.97,4.47,15
3603,4.51,9,33,117,7.12,4.34,19
3604,4.87,23,37.5,119,7.15,4.42,6
3605,4.73,17,34,120,6.96,4.45,24
3608,4.79,16,34,112,7.04,4.14,17
3611,4.65,14,36,124,7.24,4.03,11
3612,5.05,24,31,108,7.41,4.44,24
3615,5.17,33,24,102,7.8100000000000005,4.62,4
3617,4.7700000000000005,18,41,124,6.97,4.12,19
3618,5.0200000000000005,23,37,118,7.12,4.42,24
3619,4.95,23,31,112,7.22,4.25,23
3620,4.54,16,36,121,6.7700000000000005,4.07,26
3621,4.78,23,33,119,6.97,4.28,19
3622,4.5,20,33,125,7.22,4.46,9
3623,5.07,35,28,104,7.6000000000000005,4.75,32
3624,4.94,16,33,104,6.9,4.53,48
3625,4.8100000000000005,26,34,107,7.05,4.32,32
3626,4.78,19,32,110,7.03,4.33,23
5334,4.79,22,25,109,7.28,4.5200000000000005,4
5337,4.59,10,31,116,6.97,4.47,12
5338,4.63,25,35,116,7.01,4.11,24
5339,4.8,18,35,126,6.96,4.3100000000000005,4
5340,4.55,15,38,121,6.76,3.98,16
5342,4.71,26,32,110,7.13,4.2,4
5343,4.95,24,34,117,6.86,4.34,12
5346,4.94,19,29,110,7.2,4.36,20
5347,4.72,20,38,123,7.1000000000000005,4.46,7
5353,4.66,22,30,113,7.05,4.3,18
5354,4.94,21,34,114,7.3100000000000005,4.61,8
5356,4.29,14,35.5,126,6.91,4.5,27
5360,4.73,19,39,124,6.78,4.34,5
5363,4.78,22,32,114,7.08,4.17,16
5365,4.78,11,33,119,7.11,3.99,23
5366,4.66,20,35,110,7.1000000000000005,4.55,22
5372,4.53,23,33,127,6.78,4.04,14
5373,4.84,23,33,110,7.3,4.4,20
5377,4.62,20,38,115,7.04,4.34,4
5380,5.3100000000000005,22,25,103,7.8,4.46,4
5381,4.68,27,36,116,7.34,4.5200000000000005,18
5384,4.45,9,37.5,123,6.86,4.33,15
5385,4.47,16,36,124,6.66,4.16,20
5387,4.63,12,33,118,7.1000000000000005,4.4,13
5388,4.84,16,39,115,7.28,4.1,4
5389,5.4,23,26.5,100,7.67,4.59,26
5390,4.93,17,37,117,7.29,4.4,14
5391,4.47,15,36,118,6.83,4.41,12
5393,5.26,31,33,107,7.44,4.36,4
5395,4.51,22,39.5,117,6.92,4.32,26
5396,5.39,28,33,100,7.88,4.66,21
5397,4.51,8,41,124,6.91,4.37,23
5399,5.23,26,28,101,7.8,4.69,12
5400,5.41,21,31,101,7.61,4.8100000000000005,21
5401,4.82,25,34,110,7.15,4.36,10
5402,5.3,26,31,105,7.87,4.63,13
5405,4.59,11,41,124,7.07,4.19,20
5407,4.7,12,33,118,6.66,4.34,7
5409,5.05,26,31,117,7.4,4.2700000000000005,20
5410,4.88,16,37,108,7.12,4.28,6
5412,4.96,16,37,107,6.92,4.4,26
5414,4.71,17,39,120,7.05,4.47,4
5415,4.78,19,33,110,6.890000000000001,4.5600000000000005,23
5416,5.38,26,30,103,7.75,4.71,17
5418,4.83,16,40,116,6.99,4.11,5
5420,4.73,22,31,113,7.3100000000000005,4.13,18
5422,5.0600000000000005,20,37,111,6.9,4.03,26
5423,5.23,22,33,98,7.61,4.48,17
5424,5.38,28,24,105,7.63,4.69,15
5425,4.9,21,30,111,7.2,4.43,7
5430,4.8,23,33,122,7.16,4.41,4
5431,5.47,22,32,95,7.92,4.82,29
5435,5.46,29,29,97,7.74,4.84,35
5437,4.64,21,39,116,7.26,4.07,4
5438,4.54,17,36.5,122,7.12,4.2700000000000005,4
5439,4.91,19,30,114,6.99,4.25,4
5440,4.46,13,40,119,7.0200000000000005,4.26,4
5442,4.53,20,36.5,114,7,4.13,4
5445,4.72,24,33,118,7.13,4.18,12
5446,5.32,29,29,101,7.44,4.61,4
5447,5.46,24,32,100,7.79,4.39,5
5448,4.99,26,28,112,7.2700000000000005,4.61,4
5451,5.25,24,33,100,7.71,4.67,4
5454,5.3100000000000005,29,24,104,7.54,4.5200000000000005,17
5457,5.5200000000000005,21,33,103,7.48,4.5200000000000005,23
5462,5.26,25,33,106,7.38,4.78,4
5465,5.47,29,32,95,7.74,4.87,25
5470,4.75,19,30,113,7.33,4.44,17
5471,5.5,23,23,100,7.62,4.41,13
5472,5.11,25,25,108,7.4,4.57,13
5475,5.36,29,27,96,7.87,4.8,30
5476,4.5200000000000005,15,32,122,7.09,4.25,7
5477,4.76,16,33,103,7.2,4.44,12
5478,5.24,26,32,95,7.97,4.89,23
5479,5.46,22,26,96,7.78,4.75,8
5480,5.09,24,33,113,7.2700000000000005,4.64,15
5483,4.71,23,34,118,6.88,4.29,12
5485,5.28,31,30,96,7.640000000000001,4.8,15
5486,4.59,17,34.5,121,7.26,4.04,17
5487,5.49,29,28,103,7.67,4.66,24
5488,5.38,31,25,107,7.59,4.55,21
5489,5.42,29,28,106,7.87,4.8,27
5490,5.44,29,33,101,7.63,4.76,19
5491,4.72,13,32,124,6.97,4.3100000000000005,14
5492,4.75,16,33,118,7.09,4.05,25
5496,4.62,13,36,120,6.97,4.1,12
5500,4.5200000000000005,19,33,123,7.13,4.28,4
5501,5.43,24,23,97,7.88,4.41,25
5502,4.94,23,30,113,6.9,4.39,16
5504,4.74,12,36,120,6.96,4.24,5
5506,4.62,8,32,121,6.73,4.32,4
5507,4.93,17,30,106,7.18,4.36,28
5508,5.36,28,27,104,7.63,4.73,16
5511,4.6000000000000005,15,32,112,6.75,4.44,4
5513,4.92,20,29,114,7.0200000000000005,4.25,5
5515,4.7700000000000005,9,33,123,7.03,4.38,4
5516,4.84,24,35,108,6.88,4.39,4
5518,4.72,16,37,118,7.09,4.14,16
5520,4.83,22,33,110,7.3500000000000005,4.58,16
5521,4.8500000000000005,21,37,112,6.92,4.36,25
5526,5.46,30,30,97,7.69,4.69,8
5530,4.72,21,39,113,7.01,4.29,4
5532,5.49,24,27,99,7.87,4.68,30
5533,5.38,28,25,101,7.8,4.58,21
5534,4.72,12,34,125,7.03,4.05,25
5536,4.72,17,32,123,7.07,3.96,21
5539,5.24,28,25,103,7.86,4.74,11
5542,4.84,19,36,120,6.79,4.38,9
5544,5.29,29,26,100,7.49,4.7,22
5545,4.65,18,34,121,6.96,4.41,5
5548,5.38,28,25,102,7.640000000000001,4.66,14
5549,5.0600000000000005,21,28,108,7.26,4.68,18
5551,4.51,15,31,123,6.76,4.48,4
5552,5.32,24,28,104,7.96,4.68,28
5556,5.1000000000000005,18,29,116,7.28,4.24,17
5559,4.74,10,38,125,6.99,4.3500000000000005,21
5561,5.33,25,31,102,7.6000000000000005,4.5600000000000005,14
5563,5.44,30,27,104,7.5,4.78,13
5564,4.8500000000000005,25,34,113,7.22,4.34,13
5566,4.53,9,31,126,7.05,4.3100000000000005,6
5567,4.62,8,38,126,7.03,4.01,4
5570,4.87,19,29,108,6.92,4.5600000000000005,16
5571,4.76,15,32.5,108,7.2700000000000005,4.5,6
5575,4.67,11,37,124,7.12,4.16,13
5576,5.15,23,33,101,7.55,4.75,17
5578,4.65,19,41,115,7.18,4.07,4
5582,4.5,16,31.5,117,6.7700000000000005,4.0600000000000005,12
5584,4.75,19,31,121,7.13,4.17,4
5585,5.47,28,33,99,7.91,4.62,19
5587,5,19,31,117,6.88,4.43,16
5590,4.51,18,32.5,119,7.21,4.43,13
5593,4.73,11,31,117,6.82,4.34,25
5594,5.21,33,25,104,7.49,4.82,10
