PlayerID,Jersey,FirstName,LastName,College,Age,Experience,Height,Weight,TeamID,DraftedBy,DraftRound,DraftPick,DraftSeason,isOffense,HallOfFame,Injury,InjuryLength,Salary,ContractYears,Position,Alt Position,Team,RetiredSeason,Franchise Tag,Tender Type,Awards,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,Run Blocking,Pass Blocking,Tackling,Endurance,Kick Distance,Kick Accuracy,Overall
2522,70,Terry,Long,East Carolina,32,6,71,272,0,15,34,16,1985,True,False,,,0,0,G,G,N/A,0,False,None,,76,48,1,47,18,52,1,84,73,29,61,1,1,81
2523,78,Crawford,Ker,Florida,29,6,75,288,19,3,45,17,1985,True,False,,,2550000,3,G,G,WAS,0,False,None,,81,46,1,49,16,57,1,84,64,34,73,1,1,81
2531,66,William,Gay,USC,33,3,77,250,0,12,47,11,1985,False,False,,,0,0,DE,DE,N/A,1988,False,None,,49,50,1,66,24,47,1,1,1,48,57,1,1,66
2537,51,Mike,Merriweather,Pacific,31,6,74,230,8,15,18,16,1985,False,False,,,2150000,2,LB,LB,SEA,0,False,None,1985 NFC Pro Bowl Team,58,62,1,63,32,74,1,1,1,78,74,3,1,78
2538,50,Fredd,Young,New Mexico State,30,6,73,233,20,8,39,9,1985,False,False,,,1600000,1,LB,LB,SD,0,False,None,,59,68,1,77,46,59,1,1,1,71,88,1,3,78
2539,50,Fred,McNeill,UCLA,37,4,74,229,0,11,42,17,1985,False,False,,,0,0,LB,LB,N/A,1989,False,None,,43,46,1,55,10,41,1,1,1,55,44,1,1,55
2540,57,Bryan,Hinkle,Oregon,32,6,73,222,0,14,40,9,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,48,55,1,69,38,55,1,1,1,74,70,1,1,71
2542,55,Buddy,Curry,North Carolina,33,6,76,224,4,4,42,7,1985,False,False,,,1700000,1,LB,LB,OAK,0,False,None,,77,65,1,71,42,52,1,1,1,73,90,1,1,83
2543,93,Cliff,Odom,Texas-Arlington,32,5,74,237,0,6,42,4,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,1987 AFC Pro Bowl Team|1988 AFC Pro Bowl Team,65,65,1,79,43,62,1,1,1,75,84,1,1,82
2544,55,Don,Blackmon,Tulsa,33,6,75,235,0,14,42,9,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,56,57,1,56,38,44,1,1,1,62,72,1,1,63
2545,98,Johnie,Cooks,Mississippi State,33,6,76,247,0,8,42,10,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,65,56,1,59,36,48,1,1,1,69,82,1,1,71
2546,59,John,Rade,Boise State,31,6,73,232,0,2,40,6,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,59,63,1,61,27,46,1,1,1,55,73,1,1,67
2547,55,Michael,Jackson,Washington,32,4,73,220,0,16,44,5,1985,False,False,,,0,0,LB,LB,N/A,1989,False,None,,39,53,1,50,32,52,1,1,1,71,54,1,1,63
2548,56,Al,Richardson,Georgia Tech,33,5,74,211,0,2,43,13,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,,40,50,1,56,20,38,1,1,1,53,55,1,1,57
2550,50,Ervin,Randle,Baylor,29,6,73,250,3,5,39,6,1985,False,False,,,2300000,1,LB,LB,GB,0,False,None,,68,66,1,64,38,49,1,1,1,81,83,1,1,79
2551,57,Darren,Comeaux,Arizona State,31,6,73,227,0,4,40,7,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,51,63,1,65,40,61,1,1,1,78,68,1,1,75
2553,56,Ron,Simpkins,Michigan,32,5,73,235,0,8,43,9,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,,51,51,1,58,19,52,1,1,1,60,56,1,1,62
2555,55,Ron,Ferrari,Illinois,32,6,72,212,0,18,40,14,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,56,58,1,51,38,46,1,1,1,71,62,1,1,70
2556,52,Tom,Polley,UNLV,29,6,75,246,0,13,39,8,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,63,62,1,59,28,44,1,1,1,63,62,1,1,70
2558,49,Frank,Wattelet,Kansas,29,2,72,185,0,4,48,7,1985,False,False,,,0,0,FS,FS,N/A,1987,False,None,,62,81,1,61,41,61,1,1,1,58,71,1,1,71
2559,37,Harry,Hamilton,Penn State,29,6,72,194,6,7,41,1,1985,False,False,,,3050000,1,FS,FS,NYG,0,False,None,,45,88,1,79,57,69,1,1,1,71,73,1,1,86
2562,31,Tony,Lilly,Florida,28,5,72,199,0,16,42,5,1985,False,False,,,0,0,FS,FS,N/A,1990,False,None,,41,73,1,63,50,53,1,1,1,62,66,1,1,70
2564,48,Reggie,Phillips,SMU,30,5,70,170,0,2,42,6,1985,False,False,,,0,0,FS,FS,N/A,1990,False,None,,33,73,1,73,33,50,1,1,1,57,80,1,1,66
2565,40,David,Croudip,San Diego State,32,6,68,183,0,2,48,6,1985,False,False,,,0,0,FS,FS,N/A,0,False,None,,29,71,1,58,47,34,1,1,1,56,70,1,1,65
2567,18,Scott,Norwood,James Madison,31,6,72,207,0,10,25,18,1985,True,False,,,0,0,K,K,N/A,0,False,None,,1,31,9,28,21,54,1,1,1,16,79,65,73,62
2568,1,Fuad,Reveiz,Tennessee,28,6,71,225,0,11,37,2,1985,True,False,,,0,0,K,K,N/A,0,False,None,,18,32,13,41,12,68,1,1,1,15,82,69,76,71
2570,3,Rick,Donnelly,Wyoming,29,6,72,195,9,2,25,13,1985,True,False,,,1200000,1,P,P,LON,0,False,None,1988 AFC Pro Bowl Team,24,34,9,47,9,53,1,1,1,4,85,85,81,77
2571,83,Pat,Beach,Washington State,32,6,76,247,0,6,35,15,1985,True,False,,,0,0,TE,TE,N/A,0,False,None,,59,57,1,74,75,57,1,44,44,43,74,1,1,77
2573,30,Tiger,Greene,Western Carolina,29,6,72,194,0,3,27,17,1985,False,False,,,0,0,FS,FS,N/A,0,False,None,,60,65,1,72,64,62,1,1,1,70,85,1,1,80
2574,52,Jack,Del Rio,USC,28,6,76,246,0,4,30,7,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,74,73,1,67,42,62,1,1,1,76,75,1,1,80
2586,42,Hokie,Gajan,LSU,32,6,71,220,0,18,36,14,1985,True,False,,,0,0,FB,FB,N/A,0,False,None,,51,50,1,60,49,46,1,63,34,28,73,1,1,76
2587,87,Earnest,Gray,Memphis,33,5,75,195,0,8,44,10,1985,True,False,,,0,0,WR,WR,N/A,1990,False,None,,12,66,1,61,63,48,1,9,7,11,68,1,1,61
2589,80,Kenny,Duckett,Wake Forest,30,4,72,184,0,10,44,1,1985,True,False,,,0,0,WR,WR,N/A,1989,False,None,,26,70,1,59,69,39,1,17,5,12,71,1,1,64
2591,89,Lindsay,Scott,Georgia,29,4,73,195,0,7,42,18,1985,True,False,,,0,0,WR,WR,N/A,1989,False,None,,25,65,1,63,66,51,1,21,1,21,64,1,1,66
2593,87,Ed,West,Auburn,30,6,73,250,0,1,36,3,1985,True,False,,,0,0,TE,TE,N/A,0,False,None,,54,69,1,80,64,54,1,47,36,43,67,1,1,78
2598,71,Ron,Solt,Maryland,29,6,75,279,0,1,48,3,1985,True,False,,,0,0,G,G,N/A,0,False,None,,71,48,1,46,19,74,1,74,63,42,73,1,1,78
2599,72,Steve,Courson,South Carolina,33,3,73,274,0,8,49,9,1985,True,False,,,0,0,G,G,N/A,1988,False,None,,77,37,1,32,1,41,1,61,52,27,43,1,1,62
2600,61,John,Scully,Notre Dame,30,3,78,262,0,11,38,17,1985,True,False,,,0,0,G,G,N/A,1988,False,None,,67,49,1,37,5,65,1,64,64,40,63,1,1,68
2601,62,Glen,Titensor,BYU,31,4,76,263,0,15,37,3,1985,True,False,,,0,0,G,G,N/A,1989,False,None,,62,42,1,43,1,53,1,63,56,33,62,1,1,64
2604,96,Reggie,Camp,California,30,6,76,274,0,10,48,1,1985,False,False,,,0,0,DE,DE,N/A,0,False,None,,74,67,1,57,29,55,1,1,1,57,69,1,1,79
2605,94,Elvis,Franks,Morgan State,32,4,76,252,0,7,49,1,1985,False,False,,,0,0,DE,DE,N/A,1989,False,None,,63,44,1,56,15,33,1,1,1,43,45,1,1,63
2606,54,John,Anderson,Michigan,33,4,75,226,0,4,17,12,1985,False,False,,,0,0,LB,LB,N/A,1989,False,None,,39,49,1,71,34,43,1,1,1,76,57,1,1,65
2607,58,Riki,Ellison,USC,31,6,74,225,0,5,46,13,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,49,53,1,60,40,53,1,1,1,77,78,1,1,70
2608,59,Joel,Williams,Peru State,32,3,73,222,0,10,49,18,1985,False,False,,,0,0,LB,LB,N/A,1988,False,None,,55,44,1,54,17,44,1,1,1,70,62,1,1,65
2611,57,Jeff,Davis,Clemson,31,6,72,230,0,12,48,8,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,55,68,1,72,43,61,1,1,1,71,76,1,1,76
2613,54,Greg,Gaines,Tennessee,32,5,75,220,0,4,49,12,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,,53,53,1,53,30,59,1,1,1,52,70,1,1,64
2614,54,Reggie,McKenzie,Tennessee,28,6,73,240,16,15,45,3,1985,False,False,,,2950000,1,LB,LB,TB,0,False,None,,78,61,1,75,38,59,1,1,1,69,73,1,1,82
2616,51,Tom,Dinkel,Kansas,31,2,75,240,0,6,50,4,1985,False,False,,,0,0,LB,LB,N/A,1987,False,None,,50,50,1,72,36,47,1,1,1,61,68,1,1,69
2619,54,Tony,Caldwell,Washington,29,5,73,225,0,1,45,16,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,,42,51,1,55,15,43,1,1,1,66,57,1,1,61
2620,42,Cedric,Mack,Baylor,31,6,72,193,0,3,32,2,1985,False,False,,,0,0,CB,CB,N/A,0,False,None,,49,73,1,74,56,60,1,1,1,48,81,1,1,83
2621,25,Wendell,Cason,Oregon,28,6,71,191,8,18,26,14,1985,False,False,,,1850000,2,CB,CB,SEA,0,False,None,,47,83,1,79,47,62,1,1,1,44,81,1,1,83
2622,24,John,Hendy,Long Beach State,29,6,71,196,0,17,22,15,1985,False,False,,,0,0,CB,CB,N/A,0,False,None,1985 NFC Pro Bowl Team,49,67,1,83,49,59,1,1,1,42,86,1,1,82
2623,24,Ray,Ellis,Ohio State,30,4,73,192,0,1,41,16,1985,False,False,,,0,0,SS,SS,N/A,1989,False,None,,50,68,1,70,43,48,1,1,1,42,76,1,1,64
2624,26,Raphel,Cherry,Hawaii,30,6,72,194,0,4,34,7,1985,False,False,,,0,0,FS,FS,N/A,0,False,None,,41,67,1,72,56,43,1,1,1,53,73,1,1,71
2625,39,Michael,Downs,Rice,29,3,75,205,0,8,50,10,1985,False,False,,,0,0,FS,FS,N/A,1988,False,None,,48,69,1,56,53,63,1,1,1,54,79,1,1,68
2627,43,Bud,Brown,Southern Miss,28,4,72,194,0,16,50,5,1985,False,False,,,0,0,FS,FS,N/A,1989,False,None,1985 NFC Pro Bowl Team,37,56,1,71,54,57,1,1,1,46,71,1,1,66
2629,45,Rick,Sanford,South Carolina,30,2,73,192,0,9,52,12,1985,False,False,,,0,0,FS,FS,N/A,1987,False,None,,40,70,1,70,42,61,1,1,1,55,78,1,1,71
2630,48,Randy,Robbins,Arizona,29,6,74,189,19,6,49,15,1985,False,False,,,250000,1,FS,FS,WAS,0,False,None,,50,75,1,75,59,55,1,1,1,50,82,1,1,77
2631,49,Don,Bessillieu,Georgia Tech,31,2,73,200,0,5,52,13,1985,False,False,,,0,0,FS,FS,N/A,1987,False,None,,43,67,1,62,58,51,1,1,1,62,78,1,1,69
2632,42,Dana,McLemore,Hawaii,31,6,70,183,0,15,36,16,1985,False,False,,,0,0,FS,FS,N/A,0,False,None,,40,73,1,77,46,56,1,1,1,48,66,1,1,71
2634,5,Tony,Franklin,Texas A&M,35,6,68,182,0,9,27,7,1985,True,False,,,0,0,K,K,N/A,1991,False,None,,26,33,17,26,26,72,1,1,1,20,80,86,73,75
2636,74,William,Perry,Clemson,29,6,74,325,0,12,16,8,1985,False,False,,,0,0,DT,DT,N/A,0,False,None,1985 NFC Pro Bowl Team|1986 NFC Pro Bowl Team,73,57,1,61,45,65,1,1,1,69,67,1,1,81
2637,67,David,Galloway,Florida,31,5,75,277,0,7,24,18,1985,False,False,,,0,0,DT,DT,N/A,1990,False,None,,64,54,1,59,18,46,1,1,1,55,59,1,1,66
2639,69,Greg,Meisner,Pittsburgh,32,6,75,257,0,14,31,10,1985,False,False,,,0,0,DT,DT,N/A,0,False,None,,73,56,1,51,18,43,1,1,1,50,64,1,1,68
2640,58,Freddie Joe,Nunn,Mississippi,29,6,77,262,15,15,23,3,1985,False,False,,,3850000,1,LB,LB,SF,0,False,None,1986 NFC Pro Bowl Team,71,73,1,67,49,70,1,1,1,73,79,1,1,82
2641,81,Stephen,Starring,McNeese State,30,6,70,172,0,13,45,8,1985,True,False,,,0,0,WR,WR,N/A,0,False,None,,39,70,1,72,72,47,1,31,17,28,67,1,1,75
2647,20,Thomas,Sanders,Texas A&M,24,1,71,203,0,0,0,0,0,True,False,,,0,0,RB,RB,N/A,1986,False,None,,55,73,3,75,40,40,9,11,13,26,71,1,1,67
2649,23,Joe,Carter,Alabama,24,1,71,198,0,0,0,0,0,True,False,,,0,0,RB,RB,N/A,1986,False,None,,46,77,4,72,41,51,6,22,20,17,67,1,1,68
2652,39,Major,Everett,Mississippi College,25,0,70,215,0,0,0,0,0,True,False,,,0,0,RB,RB,N/A,1985,False,None,,53,62,3,77,55,46,6,16,17,21,72,1,1,70
2656,39,Earl,Ferrell,East Tennessee State,33,6,72,225,0,10,46,1,1985,True,False,,,0,0,FB,FB,N/A,0,False,None,,44,41,1,59,51,39,1,43,32,20,62,1,1,62
2659,88,Freddie,Solomon,Tampa,34,2,71,185,0,1,51,16,1985,True,False,,,0,0,WR,WR,N/A,1987,False,None,,20,62,1,64,74,66,1,11,1,16,66,1,1,68
2669,85,Tim,Wrightman,UCLA,31,6,75,237,0,11,41,2,1985,True,False,,,0,0,TE,TE,N/A,0,False,None,,55,60,1,75,83,52,1,54,42,34,82,1,1,77
2671,66,Jim,Cooper,Temple,33,3,77,262,0,2,52,6,1985,True,False,,,0,0,T,T,N/A,1988,False,None,,66,29,1,31,19,58,1,63,64,36,67,1,1,65
2672,76,Phil,Pozderac,Notre Dame,29,3,81,277,0,18,50,14,1985,True,False,,,0,0,T,T,N/A,1988,False,None,,71,47,1,48,14,46,1,69,51,38,55,1,1,65
2678,66,Terry,Tausch,Texas,28,2,77,275,0,10,55,18,1985,True,False,,,0,0,G,G,N/A,1987,False,None,,81,47,1,34,3,55,1,64,68,31,65,1,1,69
2682,69,Reggie,Doss,Hampton,31,2,76,265,0,16,52,5,1985,False,False,,,0,0,DE,DE,N/A,1987,False,None,,62,61,1,53,25,39,1,1,1,46,51,1,1,67
2683,74,Eric,Williams,Washington State,29,6,76,282,0,1,49,16,1985,False,False,,,0,0,DE,DE,N/A,0,False,None,,76,46,1,62,39,56,1,1,1,69,79,1,1,79
2684,67,Doug,Reed,San Diego State,31,6,75,254,0,11,44,17,1985,False,False,,,0,0,DT,DT,N/A,0,False,None,,75,61,1,40,22,64,1,1,1,65,53,1,1,76
2690,52,Eugene,Marve,Saginaw Valley State,29,4,74,237,0,3,49,17,1985,False,False,,,0,0,LB,LB,N/A,1989,False,None,,52,71,1,54,25,60,1,1,1,66,67,1,1,65
2692,54,Jim,Morrissey,Michigan State,29,6,75,223,0,11,45,2,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,51,71,1,68,45,47,1,1,1,75,75,1,1,72
2693,52,Randy,Scott,Alabama,28,2,73,223,0,17,52,15,1985,False,False,,,0,0,LB,LB,N/A,1987,False,None,,50,57,1,59,35,57,1,1,1,67,69,1,1,69
2698,59,Byron,Hunt,SMU,30,3,77,238,0,11,52,17,1985,False,False,,,0,0,LB,LB,N/A,1988,False,None,,50,63,1,70,39,53,1,1,1,61,64,1,1,69
2703,44,Wayne,Smith,Purdue,32,4,72,171,0,9,23,7,1985,False,False,,,0,0,CB,CB,N/A,1989,False,None,,28,78,1,77,52,53,1,1,1,37,81,1,1,75
2704,36,Bruce,McNorton,Georgetown (KY),32,6,71,175,0,13,32,11,1985,False,False,,,0,0,CB,CB,N/A,0,False,None,,40,84,1,73,67,60,1,1,1,38,72,1,1,81
2706,29,Patrick,Allen,Utah State,30,6,70,180,0,16,29,14,1985,False,False,,,0,0,CB,CB,N/A,0,False,None,,38,79,1,80,45,56,1,1,1,40,79,1,1,80
2707,44,Paul,Lankford,Penn State,32,5,73,185,0,12,35,11,1985,False,False,,,0,0,CB,CB,N/A,1990,False,None,,27,64,1,71,51,47,1,1,1,33,64,1,1,70
2708,44,Rufus,Bess,South Carolina State,32,3,69,184,0,17,41,4,1985,False,False,,,0,0,CB,CB,N/A,1988,False,None,,23,75,1,53,45,57,1,1,1,35,75,1,1,68
2710,26,Bobby,Kemp,Cal State-Fullerton,30,4,72,189,0,9,44,12,1985,False,False,,,0,0,SS,SS,N/A,1989,False,None,,53,71,1,63,39,37,1,1,1,50,74,1,1,65
2712,35,Lonnie,Young,Michigan State,28,6,73,205,4,4,52,7,1985,False,False,,,900000,1,FS,FS,OAK,0,False,None,,47,77,1,86,52,63,1,1,1,57,75,1,1,80
2715,41,Jeff,Griffin,Utah,33,6,72,185,0,13,36,11,1985,False,False,,,0,0,CB,CB,N/A,0,False,None,,30,78,1,61,54,48,1,1,1,33,72,1,1,70
2716,47,Lester,Lyles,Virginia,29,6,75,209,12,17,50,15,1985,False,False,,,1750000,2,FS,FS,DET,0,False,None,,48,68,1,82,51,62,1,1,1,72,84,1,1,79
2718,71,Greg,Kragen,Utah State,29,6,75,263,0,2,17,13,1985,False,False,,,0,0,DT,DT,N/A,0,False,None,,83,64,1,57,38,65,1,1,1,57,75,1,1,76
2719,76,Tim,Krumrie,Wisconsin,31,6,74,270,0,15,24,16,1985,False,False,,,0,0,DT,DT,N/A,0,False,None,,70,61,1,51,40,59,1,1,1,72,75,1,3,77
2720,78,Jim,Burt,Miami (FL),32,6,73,260,0,17,29,4,1985,False,False,,,0,0,DT,DT,N/A,0,False,None,1988 AFC Pro Bowl Team,63,52,1,43,20,59,1,1,1,60,63,1,1,68
2724,44,Owen,Gill,Iowa,24,1,73,230,0,0,0,0,0,True,False,,,0,0,RB,RB,N/A,1986,False,None,,57,57,6,73,48,42,10,15,19,11,62,1,1,66
2726,29,Robert,Lavette,Georgia Tech,24,2,71,190,0,0,0,0,0,True,False,,,0,0,RB,RB,N/A,1987,False,None,,46,69,4,68,52,47,16,8,13,27,73,1,1,64
2729,83,Jim,Smith,Michigan,34,4,74,205,0,1,54,3,1985,True,False,,,0,0,WR,WR,N/A,1989,False,None,,23,54,1,49,57,39,1,9,1,23,59,1,1,53
2730,89,Phil,McConkey,Navy,31,3,70,170,0,11,40,17,1985,True,False,,,0,0,WR,WR,N/A,1988,False,None,,26,56,1,76,65,47,1,16,8,27,71,1,1,66
2731,83,Trumaine,Johnson,Grambling State,31,6,73,196,0,2,53,13,1985,True,False,,,0,0,WR,WR,N/A,0,False,None,,29,56,1,69,70,46,1,23,13,17,69,1,1,67
2732,86,Jesse,Bendross,Alabama,26,3,72,196,0,14,53,10,1985,True,False,,,0,0,WR,WR,N/A,1988,False,None,,18,71,1,62,69,54,1,19,4,10,65,1,1,67
2739,74,Reggie,McElroy,West Texas A&M,28,3,78,290,0,11,54,17,1985,True,False,,,0,0,T,T,N/A,1988,False,None,,75,41,1,50,15,50,1,69,53,30,68,1,1,65
2740,69,Scott,Bergold,Wisconsin,27,3,79,263,0,9,54,12,1985,True,False,,,0,0,T,T,N/A,1988,False,None,,66,33,1,37,4,59,1,66,57,16,57,1,1,67
2749,77,Mark,Mullaney,Colorado State,34,2,78,242,0,7,54,18,1985,False,False,,,0,0,DE,DE,N/A,1987,False,None,,63,55,1,48,23,48,1,1,1,48,69,1,1,65
2750,78,John,Cannon,William & Mary,28,3,77,260,0,4,54,7,1985,False,False,,,0,0,DE,DE,N/A,1988,False,None,,63,61,1,59,27,38,1,1,1,54,61,1,1,69
2753,61,Stafford,Mays,Washington,30,3,74,252,0,18,54,14,1985,False,False,,,0,0,DE,DE,N/A,1988,False,None,,68,46,1,64,28,50,1,1,1,51,51,1,1,71
2755,53,John,Grimsley,Kentucky,29,6,74,235,0,15,54,16,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,51,57,1,69,35,53,1,1,1,80,61,1,1,70
2756,54,Rich,Milot,Penn State,33,5,76,234,0,9,56,12,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,,58,56,1,71,18,54,1,1,1,52,72,1,1,64
2757,55,Gary,Reasons,Northwest State (LA),29,6,76,235,0,15,26,16,1985,False,False,,,0,0,LB,LB,N/A,0,False,None,,59,66,1,62,51,75,1,1,1,83,74,1,1,80
2762,51,Bob,Harris,Auburn,28,3,74,219,0,15,55,3,1985,False,False,,,0,0,LB,LB,N/A,1988,False,None,,58,60,1,63,29,51,1,1,1,62,67,1,1,65
2765,52,Vince,Osby,Illinois,27,3,71,220,0,5,54,13,1985,False,False,,,0,0,LB,LB,N/A,1988,False,None,,55,63,1,52,36,36,1,1,1,68,54,1,1,67
2766,52,Mark,Fellows,Montana State,24,2,73,233,0,16,54,5,1985,False,False,,,0,0,LB,LB,N/A,1987,False,None,,63,50,1,63,31,54,1,1,1,71,68,1,1,70
2767,22,Mike,Harden,Michigan,33,6,73,192,0,15,28,16,1985,False,False,,,0,0,CB,CB,N/A,0,False,None,,36,60,1,66,41,38,1,1,1,47,77,1,1,67
2769,31,Leslie,Frazier,Alcorn State,32,6,72,189,4,4,29,12,1985,False,False,,,2800000,1,CB,CB,OAK,0,False,None,,43,67,1,78,45,45,1,1,1,56,67,1,1,78
2770,29,Johnny,Lynn,UCLA,32,3,72,196,0,7,43,1,1985,False,False,,,0,0,CB,CB,N/A,1988,False,None,,32,67,1,58,42,48,1,1,1,45,73,1,1,69
2771,27,Al,Gross,Arizona,27,3,75,191,0,2,54,6,1985,False,False,,,0,0,SS,SS,N/A,1988,False,None,,48,57,1,66,56,36,1,1,1,51,59,1,1,62
2774,40,Liffort,Hobley,LSU,25,2,72,207,0,1,56,3,1985,False,False,,,0,0,FS,FS,N/A,1987,False,None,,53,64,1,67,57,47,1,1,1,58,79,1,1,70
2781,2,Raul,Allegre,Montana,32,6,69,165,19,12,30,8,1985,True,False,,,950000,5,K,K,WAS,0,False,None,1987 AFC Pro Bowl Team,18,32,14,47,23,60,1,1,1,25,79,78,82,75
2783,60,Ken,Clarke,Syracuse,35,6,74,268,0,16,27,14,1985,False,False,,,0,0,DT,DT,N/A,1991,False,None,1988 NFC Pro Bowl Team,66,54,1,49,22,52,1,1,1,47,60,1,1,65
2784,76,Barry,Bennett,Concordia (MN),35,5,76,257,0,1,28,3,1985,False,False,,,0,0,DT,DT,N/A,1990,False,None,,67,44,1,58,30,55,1,1,1,60,56,1,1,71
2785,76,Mark,Duda,Maryland,30,6,75,273,1,18,22,14,1985,False,False,,,1500000,1,DT,DT,NYT,0,False,None,,79,51,1,53,32,54,1,1,1,62,63,1,1,77
2787,93,Greg,Townsend,TCU,30,6,75,264,19,15,38,16,1985,False,False,,,2150000,1,DE,DE,WAS,0,False,None,,65,64,1,66,42,46,1,1,1,74,73,1,1,83
2790,81,Leon,Gonzalez,Bethune-Cookman,23,1,70,162,0,17,55,4,1985,True,False,,,0,0,WR,WR,N/A,1986,False,None,,31,66,1,63,71,56,1,20,18,29,82,1,1,70
2803,86,Calvin,Muhammad,Texas Southern,29,2,71,190,0,9,57,7,1985,True,False,,,0,0,WR,WR,N/A,1987,False,None,,25,77,1,64,70,54,1,21,4,15,68,1,1,69
2804,84,Weegie,Thompson,Florida State,30,6,78,212,0,6,55,15,1985,True,False,,,0,0,WR,WR,N/A,0,False,None,,39,74,1,73,64,51,1,15,1,24,82,1,1,69
2806,81,Byron,Walker,The Citadel,27,2,76,190,0,11,56,17,1985,True,False,,,0,0,WR,WR,N/A,1987,False,None,,35,78,1,64,70,51,1,11,1,16,77,1,1,69
2807,87,Clay,Pickering,Maine,27,3,77,215,0,16,55,14,1985,True,False,,,0,0,WR,WR,N/A,1988,False,None,,21,61,1,62,62,49,1,11,1,17,66,1,1,64
2817,64,Bruce,Collie,Texas-Arlington,27,4,78,275,0,15,46,16,1985,True,False,,,0,0,T,T,N/A,1989,False,None,,83,53,1,38,18,58,1,62,56,34,63,1,1,66
2831,92,Keith,Gary,Ferrum,28,2,75,263,0,14,55,10,1985,False,False,,,0,0,DE,DE,N/A,1987,False,None,,61,61,1,56,21,40,1,1,1,58,62,1,1,70
2834,97,Tony,Simmons,Tennessee,28,5,76,270,0,11,55,2,1985,False,False,,,0,0,DE,DE,N/A,1990,False,None,,61,49,1,50,23,43,1,1,1,49,52,1,1,66
2842,52,Alvin,Toles,Tennessee,27,5,73,211,0,10,58,1,1985,False,False,,,0,0,LB,LB,N/A,1990,False,None,,59,47,1,62,29,53,1,1,1,63,68,1,1,64
2846,40,Bobby,Jackson,Florida State,32,3,69,178,0,10,45,18,1985,False,False,,,0,0,CB,CB,N/A,1988,False,None,,48,76,1,66,42,57,1,1,1,35,67,1,1,70
2847,32,Vernon,Dean,San Diego State,30,4,71,178,0,8,45,9,1985,False,False,,,0,0,CB,CB,N/A,1989,False,None,,28,64,1,61,50,54,1,1,1,38,62,1,1,68
2848,30,Tom,Flynn,Pittsburgh,28,5,72,195,0,14,43,10,1985,False,False,,,0,0,FS,FS,N/A,1990,False,None,,35,75,1,65,44,57,1,1,1,43,76,1,1,65
2849,49,John,Turner,Miami (FL),33,4,72,197,0,1,46,3,1985,False,False,,,0,0,CB,CB,N/A,1989,False,None,,29,70,1,58,41,47,1,1,1,40,52,1,1,64
2851,38,Don,McNeal,Alabama,33,6,71,190,0,12,45,11,1985,False,False,,,0,0,CB,CB,N/A,0,False,None,,34,57,1,59,40,46,1,1,1,39,59,1,1,62
2853,30,Mark,Robinson,Penn State,29,6,71,206,12,2,19,13,1985,False,False,,,1600000,1,CB,CB,DET,0,False,None,1986 AFC Pro Bowl Team|1987 AFC Pro Bowl Team,55,78,1,75,55,61,1,1,1,57,73,1,1,86
2854,27,Evan,Cooper,Michigan,29,6,71,185,0,6,43,15,1985,False,False,,,0,0,CB,CB,N/A,0,False,None,,50,76,1,85,53,59,1,1,1,41,84,1,1,82
2857,31,Allen,Lyday,Nebraska,27,2,70,190,0,4,56,7,1985,False,False,,,0,0,SS,SS,N/A,1987,False,None,,42,73,1,75,51,46,1,1,1,50,81,1,1,66
2859,26,D.D.,Hoggard,North Carolina State,26,2,72,188,0,6,56,4,1985,False,False,,,0,0,SS,SS,N/A,1987,False,None,,50,72,1,60,40,36,1,1,1,43,75,1,1,63
2861,5,Sean,Landeta,Towson State,29,6,72,215,0,13,31,8,1985,True,False,,,0,0,P,P,N/A,0,False,None,1989 AFC Pro Bowl Team,27,48,17,51,21,64,1,1,1,21,82,75,71,74
2862,3,Mike,Black,Arizona State,30,6,73,197,16,17,35,4,1985,True,False,,,450000,2,P,P,TB,0,False,None,,14,38,6,51,10,56,1,1,1,12,89,78,72,70
2863,8,Jeff,West,Cincinnati,34,2,75,212,0,18,37,5,1985,True,False,,,0,0,P,P,N/A,1987,False,None,,23,38,19,32,12,43,1,1,1,9,73,83,67,69
2865,69,Mike,Charles,Syracuse,29,6,76,292,9,18,27,5,1985,False,False,,,250000,2,DT,DT,LON,0,False,None,,83,57,1,68,31,53,1,1,1,57,67,1,1,76
2866,96,Tim,Newton,Florida,28,6,72,280,18,2,30,6,1985,False,False,,,250000,3,DT,DT,BAL,0,False,None,,71,69,1,69,46,43,1,1,1,67,67,1,1,76
