Season,PlayerID,QB,RB,FB,WR,TE,G,T,C,P,K,DT,DE,LB,CB,SS,FS,Type
1990,1895,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1896,0,75,64,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1896,1,75,64,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1896,1,75,52,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1896,1,75,57,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1896,1,75,56,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1897,0,96,25,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1897,1,96,25,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1897,1,96,2,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1897,1,96,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1897,1,96,16,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1897,1,96,9,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,1897,1,96,9,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1897,1,96,2,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1897,1,96,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1897,1,96,2,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,1897,1,96,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1897,1,96,2,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,1897,1,96,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1898,0,67,37,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1898,1,67,37,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1898,1,72,18,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1898,1,69,29,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1898,1,69,29,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1898,1,69,24,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,1898,1,69,24,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1898,1,69,18,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1898,1,69,18,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1898,1,73,18,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,1898,1,72,18,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1898,1,77,18,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,1898,1,73,18,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1899,0,0,0,71,55,0,0,0,0,0,0,0,0,0,0,0,
1985,1899,1,1,1,71,55,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1899,1,1,1,95,36,1,1,1,1,1,1,1,1,1,1,1,
1986,1899,1,1,1,79,51,1,1,1,1,1,1,1,1,1,1,1,
1986,1899,1,1,1,79,51,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1899,1,1,1,80,47,1,1,1,1,1,1,1,1,1,1,1,
1987,1899,1,1,1,80,47,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1899,1,1,1,84,44,1,1,1,1,1,1,1,1,1,1,1,
1988,1899,1,1,1,84,44,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1900,0,0,0,90,32,0,0,0,0,0,0,0,0,0,0,0,
1985,1900,1,1,1,90,32,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1900,1,1,1,100,19,1,1,1,1,1,1,1,1,1,1,1,
1986,1900,1,1,1,96,28,1,1,1,1,1,1,1,1,1,1,1,
1986,1900,1,1,1,96,28,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1900,1,1,1,100,22,1,1,1,1,1,1,1,1,1,1,1,
1987,1900,1,1,1,100,22,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1900,1,1,1,100,19,1,1,1,1,1,1,1,1,1,1,1,
1988,1900,1,1,1,100,19,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1900,1,1,1,100,19,1,1,1,1,1,1,1,1,1,1,1,
1989,1900,1,1,1,100,19,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1900,1,1,1,100,19,1,1,1,1,1,1,1,1,1,1,1,
1990,1900,1,1,1,100,19,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1901,0,0,0,0,0,0,0,0,0,0,0,0,56,0,68,48,
1985,1901,1,1,1,1,1,1,1,1,1,1,1,1,56,1,68,48,Training Camp
1985,1901,1,1,1,1,1,1,1,1,1,1,1,1,26,1,97,27,
1986,1901,1,1,1,1,1,1,1,1,1,1,1,1,52,1,75,44,
1986,1901,1,1,1,1,1,1,1,1,1,1,1,1,52,1,75,43,Training Camp
1987,1901,1,1,1,1,1,1,1,1,1,1,1,1,47,1,76,39,
1987,1901,1,1,1,1,1,1,1,1,1,1,1,1,47,1,76,39,Training Camp
1988,1901,1,1,1,1,1,1,1,1,1,1,1,1,45,1,80,34,
1988,1901,1,1,1,1,1,1,1,1,1,1,1,1,45,1,80,34,Training Camp
1989,1901,1,1,1,1,1,1,1,1,1,1,1,1,38,1,87,31,
1989,1901,1,1,1,1,1,1,1,1,1,1,1,1,38,1,87,31,Training Camp
1990,1901,1,1,1,1,1,1,1,1,1,1,1,1,29,1,95,29,
1990,1901,1,1,1,1,1,1,1,1,1,1,1,1,29,1,95,29,Training Camp
1985,1902,0,0,0,0,0,0,0,0,0,0,77,48,0,0,0,0,
1985,1902,1,1,1,1,1,1,1,1,1,1,77,47,1,1,1,1,Training Camp
1985,1902,1,1,1,1,1,1,1,1,1,1,96,26,1,1,1,1,
1986,1902,1,1,1,1,1,1,1,1,1,1,81,45,1,1,1,1,
1986,1902,1,1,1,1,1,1,1,1,1,1,81,45,1,1,1,1,Training Camp
1987,1902,1,1,1,1,1,1,1,1,1,1,82,38,1,1,1,1,
1987,1902,1,1,1,1,1,1,1,1,1,1,82,37,1,1,1,1,Training Camp
1988,1902,1,1,1,1,1,1,1,1,1,1,85,30,1,1,1,1,
1988,1902,1,1,1,1,1,1,1,1,1,1,85,30,1,1,1,1,Training Camp
1989,1902,1,1,1,1,1,1,1,1,1,1,92,29,1,1,1,1,
1989,1902,1,1,1,1,1,1,1,1,1,1,92,29,1,1,1,1,Training Camp
1985,1903,0,0,0,0,0,11,95,25,0,0,0,0,0,0,0,0,
1985,1903,1,1,1,1,1,11,95,25,1,1,1,1,1,1,1,1,Training Camp
1985,1903,1,1,1,1,1,1,100,13,1,1,1,1,1,1,1,1,
1986,1903,1,1,1,1,1,8,98,21,1,1,1,1,1,1,1,1,
1986,1903,1,1,1,1,1,8,98,21,1,1,1,1,1,1,1,1,Training Camp
1987,1903,1,1,1,1,1,2,100,18,1,1,1,1,1,1,1,1,
1987,1903,1,1,1,1,1,2,100,17,1,1,1,1,1,1,1,1,Training Camp
1988,1903,1,1,1,1,1,1,100,13,1,1,1,1,1,1,1,1,
1988,1903,1,1,1,1,1,1,100,13,1,1,1,1,1,1,1,1,Training Camp
1989,1903,1,1,1,1,1,1,100,13,1,1,1,1,1,1,1,1,
1989,1903,1,1,1,1,1,1,100,13,1,1,1,1,1,1,1,1,Training Camp
1990,1903,1,1,1,1,1,1,100,13,1,1,1,1,1,1,1,1,
1990,1903,1,1,1,1,1,1,100,13,1,1,1,1,1,1,1,1,Training Camp
1985,1904,0,0,0,0,0,0,0,0,0,0,0,18,34,0,16,0,
1985,1904,1,1,1,1,1,1,1,1,1,1,1,18,34,1,16,1,Training Camp
1985,1904,1,1,1,1,1,1,1,1,1,1,1,6,95,1,3,1,
1986,1904,1,1,1,1,1,1,1,1,1,1,1,15,51,1,15,1,
1986,1904,1,1,1,1,1,1,1,1,1,1,1,15,51,1,15,1,Training Camp
1987,1904,1,1,1,1,1,1,1,1,1,1,1,12,67,1,9,1,
1987,1904,1,1,1,1,1,1,1,1,1,1,1,12,67,1,9,1,Training Camp
1988,1904,1,1,1,1,1,1,1,1,1,1,1,6,69,1,3,1,
1988,1904,1,1,1,1,1,1,1,1,1,1,1,6,69,1,3,1,Training Camp
1989,1904,1,1,1,1,1,1,1,1,1,1,1,6,82,1,3,1,
1989,1904,1,1,1,1,1,1,1,1,1,1,1,6,82,1,3,1,Training Camp
1990,1904,1,1,1,1,1,1,1,1,1,1,1,6,87,1,3,1,
1990,1904,1,1,1,1,1,1,1,1,1,1,1,6,87,1,3,1,Training Camp
1985,1906,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1906,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1906,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1906,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1906,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1906,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,1906,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1906,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1906,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1907,0,85,42,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1907,1,85,42,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1907,1,99,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1907,1,85,34,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1907,1,85,33,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1907,1,87,26,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,1907,1,87,25,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1907,1,89,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1907,1,89,16,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1907,1,94,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,1907,1,94,16,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1907,1,96,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,1907,1,96,16,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1908,0,94,15,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1908,1,94,14,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1908,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1908,1,96,6,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1908,1,96,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1908,1,100,3,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,1908,1,100,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1908,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1908,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1908,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,1908,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1908,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,1908,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1909,0,92,27,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1909,1,92,27,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1909,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1909,1,96,17,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1909,1,96,17,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1909,1,99,9,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,1909,1,99,9,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1909,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1909,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1909,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,1909,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1909,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,1909,1,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1910,0,94,44,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1910,1,94,44,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1910,1,95,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1910,1,94,34,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1910,1,94,33,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1910,1,94,25,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,1910,1,94,25,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1910,1,94,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1910,1,94,16,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1910,1,95,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,1910,1,95,16,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1910,1,95,16,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,1910,1,95,16,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1911,0,59,45,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1911,1,59,45,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1911,1,100,24,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1911,1,68,38,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1911,1,68,38,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1911,1,76,32,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,1911,1,76,31,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1911,1,82,24,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1911,1,82,24,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1911,1,91,24,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,1911,1,91,24,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1911,1,99,24,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,1911,1,99,24,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1912,0,0,0,95,20,0,0,0,0,0,0,0,0,0,0,0,
1985,1912,1,1,1,95,20,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1912,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1912,1,1,1,97,13,1,1,1,1,1,1,1,1,1,1,1,
1986,1912,1,1,1,97,12,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1912,1,1,1,99,7,1,1,1,1,1,1,1,1,1,1,1,
1987,1912,1,1,1,99,7,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1912,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1912,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1913,0,0,0,90,15,0,0,0,0,0,0,0,0,0,0,0,
1985,1913,1,1,1,90,15,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1913,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1913,1,1,1,93,9,1,1,1,1,1,1,1,1,1,1,1,
1986,1913,1,1,1,93,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1913,1,1,1,96,5,1,1,1,1,1,1,1,1,1,1,1,
1987,1913,1,1,1,96,4,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1913,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1913,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1913,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,
1989,1913,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1913,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,
1990,1913,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1914,0,0,0,89,45,0,0,0,0,0,0,0,0,0,0,0,
1985,1914,1,1,1,89,45,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1914,1,1,1,92,30,1,1,1,1,1,1,1,1,1,1,1,
1986,1914,1,1,1,89,41,1,1,1,1,1,1,1,1,1,1,1,
1986,1914,1,1,1,89,41,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1914,1,1,1,91,37,1,1,1,1,1,1,1,1,1,1,1,
1987,1914,1,1,1,91,37,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1915,0,0,0,0,0,53,72,64,0,0,0,0,0,0,0,0,
1985,1915,1,1,1,1,1,53,72,64,1,1,1,1,1,1,1,1,Training Camp
1985,1915,1,1,1,1,1,43,81,57,1,1,1,1,1,1,1,1,
1986,1915,1,1,1,1,1,48,79,61,1,1,1,1,1,1,1,1,
1986,1915,1,1,1,1,1,48,79,61,1,1,1,1,1,1,1,1,Training Camp
1985,1916,0,0,0,0,0,87,27,21,0,0,0,0,0,0,0,0,
1985,1916,1,1,1,1,1,87,26,21,1,1,1,1,1,1,1,1,Training Camp
1985,1916,1,1,1,1,1,100,19,11,1,1,1,1,1,1,1,1,
1986,1916,1,1,1,1,1,90,23,20,1,1,1,1,1,1,1,1,
1986,1916,1,1,1,1,1,90,23,20,1,1,1,1,1,1,1,1,Training Camp
1987,1916,1,1,1,1,1,94,21,17,1,1,1,1,1,1,1,1,
1987,1916,1,1,1,1,1,94,21,17,1,1,1,1,1,1,1,1,Training Camp
1988,1916,1,1,1,1,1,99,19,11,1,1,1,1,1,1,1,1,
1988,1916,1,1,1,1,1,99,19,11,1,1,1,1,1,1,1,1,Training Camp
1989,1916,1,1,1,1,1,100,19,11,1,1,1,1,1,1,1,1,
1989,1916,1,1,1,1,1,100,19,11,1,1,1,1,1,1,1,1,Training Camp
1990,1916,1,1,1,1,1,100,19,11,1,1,1,1,1,1,1,1,
1990,1916,1,1,1,1,1,100,19,11,1,1,1,1,1,1,1,1,Training Camp
1985,1917,0,0,0,0,0,54,59,73,0,0,0,0,0,0,0,0,
1985,1917,1,1,1,1,1,53,59,73,1,1,1,1,1,1,1,1,Training Camp
1985,1917,1,1,1,1,1,34,37,82,1,1,1,1,1,1,1,1,
1986,1917,1,1,1,1,1,46,50,76,1,1,1,1,1,1,1,1,
1986,1917,1,1,1,1,1,45,49,76,1,1,1,1,1,1,1,1,Training Camp
1987,1917,1,1,1,1,1,40,42,82,1,1,1,1,1,1,1,1,
1987,1917,1,1,1,1,1,39,42,82,1,1,1,1,1,1,1,1,Training Camp
1985,1918,0,0,0,0,0,0,0,0,0,0,39,74,48,0,0,0,
1985,1918,1,1,1,1,1,1,1,1,1,1,38,74,48,1,1,1,Training Camp
1985,1918,1,1,1,1,1,1,1,1,1,1,16,97,26,1,1,1,
1986,1918,1,1,1,1,1,1,1,1,1,1,30,81,42,1,1,1,
1986,1918,1,1,1,1,1,1,1,1,1,1,29,81,41,1,1,1,Training Camp
1987,1918,1,1,1,1,1,1,1,1,1,1,21,84,35,1,1,1,
1987,1918,1,1,1,1,1,1,1,1,1,1,21,84,34,1,1,1,Training Camp
1988,1918,1,1,1,1,1,1,1,1,1,1,16,87,28,1,1,1,
1988,1918,1,1,1,1,1,1,1,1,1,1,16,87,28,1,1,1,Training Camp
1989,1918,1,1,1,1,1,1,1,1,1,1,16,97,26,1,1,1,
1989,1918,1,1,1,1,1,1,1,1,1,1,16,97,26,1,1,1,Training Camp
1990,1918,1,1,1,1,1,1,1,1,1,1,16,97,26,1,1,1,
1990,1918,1,1,1,1,1,1,1,1,1,1,16,97,26,1,1,1,Training Camp
1985,1919,0,0,0,0,0,0,0,0,0,0,17,94,28,0,0,0,
1985,1919,1,1,1,1,1,1,1,1,1,1,17,94,28,1,1,1,Training Camp
1985,1919,1,1,1,1,1,1,1,1,1,1,1,100,12,1,1,1,
1986,1919,1,1,1,1,1,1,1,1,1,1,9,100,26,1,1,1,
1986,1919,1,1,1,1,1,1,1,1,1,1,9,100,26,1,1,1,Training Camp
1987,1919,1,1,1,1,1,1,1,1,1,1,2,100,18,1,1,1,
1987,1919,1,1,1,1,1,1,1,1,1,1,1,100,17,1,1,1,Training Camp
1988,1919,1,1,1,1,1,1,1,1,1,1,1,100,12,1,1,1,
1988,1919,1,1,1,1,1,1,1,1,1,1,1,100,12,1,1,1,Training Camp
1989,1919,1,1,1,1,1,1,1,1,1,1,1,100,12,1,1,1,
1989,1919,1,1,1,1,1,1,1,1,1,1,1,100,12,1,1,1,Training Camp
1990,1919,1,1,1,1,1,1,1,1,1,1,1,100,12,1,1,1,
1990,1919,1,1,1,1,1,1,1,1,1,1,1,100,12,1,1,1,Training Camp
1985,1920,0,0,0,0,0,0,0,0,0,0,0,39,98,0,24,0,
1985,1920,1,1,1,1,1,1,1,1,1,1,1,38,98,1,24,1,Training Camp
1985,1920,1,1,1,1,1,1,1,1,1,1,1,26,100,1,10,1,
1986,1920,1,1,1,1,1,1,1,1,1,1,1,38,100,1,21,1,
1986,1920,1,1,1,1,1,1,1,1,1,1,1,38,100,1,20,1,Training Camp
1987,1920,1,1,1,1,1,1,1,1,1,1,1,32,100,1,15,1,
1987,1920,1,1,1,1,1,1,1,1,1,1,1,32,100,1,15,1,Training Camp
1988,1920,1,1,1,1,1,1,1,1,1,1,1,31,100,1,10,1,
1988,1920,1,1,1,1,1,1,1,1,1,1,1,31,100,1,10,1,Training Camp
1989,1920,1,1,1,1,1,1,1,1,1,1,1,27,100,1,10,1,
1989,1920,1,1,1,1,1,1,1,1,1,1,1,27,100,1,10,1,Training Camp
1990,1920,1,1,1,1,1,1,1,1,1,1,1,26,100,1,10,1,
1990,1920,1,1,1,1,1,1,1,1,1,1,1,26,100,1,10,1,Training Camp
1985,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,81,22,22,
1985,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,81,22,22,Training Camp
1985,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,95,5,6,
1986,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,83,17,15,
1986,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,83,17,15,Training Camp
1987,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,85,12,11,
1987,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,85,11,10,Training Camp
1988,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,89,5,6,
1988,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,89,5,6,Training Camp
1989,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,95,5,6,
1989,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,95,5,6,Training Camp
1990,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,95,5,6,
1990,1921,1,1,1,1,1,1,1,1,1,1,1,1,1,95,5,6,Training Camp
1985,1922,0,0,0,0,0,98,41,37,0,0,0,0,0,0,0,0,
1985,1922,1,1,1,1,1,98,41,36,1,1,1,1,1,1,1,1,Training Camp
1985,1922,1,1,1,1,1,81,29,17,1,1,1,1,1,1,1,1,
1986,1922,1,1,1,1,1,100,36,30,1,1,1,1,1,1,1,1,
1986,1922,1,1,1,1,1,100,35,30,1,1,1,1,1,1,1,1,Training Camp
1987,1922,1,1,1,1,1,100,30,27,1,1,1,1,1,1,1,1,
1987,1922,1,1,1,1,1,100,29,26,1,1,1,1,1,1,1,1,Training Camp
1988,1922,1,1,1,1,1,90,29,17,1,1,1,1,1,1,1,1,
1988,1922,1,1,1,1,1,86,29,17,1,1,1,1,1,1,1,1,Training Camp
1985,1923,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1923,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1923,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1923,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1923,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1923,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,1923,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1923,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1923,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1923,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,1923,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1923,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,1923,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1924,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,1924,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1924,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1924,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1986,1924,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1924,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1987,1924,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1924,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1988,1924,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1924,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1989,1924,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1924,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1990,1924,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1925,0,0,0,97,29,0,0,0,0,0,0,0,0,0,0,0,
1985,1925,1,1,1,97,29,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1925,1,1,1,100,8,1,1,1,1,1,1,1,1,1,1,1,
1986,1925,1,1,1,98,24,1,1,1,1,1,1,1,1,1,1,1,
1986,1925,1,1,1,98,24,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1987,1925,1,1,1,99,16,1,1,1,1,1,1,1,1,1,1,1,
1987,1925,1,1,1,99,15,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1988,1925,1,1,1,100,8,1,1,1,1,1,1,1,1,1,1,1,
1988,1925,1,1,1,100,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1989,1925,1,1,1,100,8,1,1,1,1,1,1,1,1,1,1,1,
1989,1925,1,1,1,100,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1990,1925,1,1,1,100,8,1,1,1,1,1,1,1,1,1,1,1,
1990,1925,1,1,1,100,8,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,1926,0,0,0,0,0,100,39,22,0,0,0,0,0,0,0,0,
1985,1926,1,1,1,1,1,100,39,21,1,1,1,1,1,1,1,1,Training Camp
1985,1926,1,1,1,1,1,100,19,2,1,1,1,1,1,1,1,1,
1986,1926,1,1,1,1,1,100,32,15,1,1,1,1,1,1,1,1,
1986,1926,1,1,1,1,1,100,31,14,1,1,1,1,1,1,1,1,Training Camp
