PlayerID,Jersey,FirstName,LastName,College,Age,Experience,Height,Weight,TeamID,DraftedBy,DraftRound,DraftPick,DraftSeason,HallOfFame,Injury,InjuryLength,Salary,ContractYears,Position,Alt Position,Team,RetiredSeason,Franchise Tag,Tender Type,Awards,Strength,Agility,Arm,Speed,Hands,Intelligence,Accuracy,Run Blocking,Pass Blocking,Tackling,Endurance,Kick Distance,Kick Accuracy,Overall,,,,,,,,,,,,,,,,,,,,,
5995,46,Stanley,Richard,Texas,24,0,74,198,18,0,0,0,0,FALSE,,,500000,3,SS,SS,BAL,0,FALSE,None,,70,83,1,76,55,46,1,1,1,59,88,1,1,74,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (5995,0,0,500000,500000,500000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (5995,0,18,'supp',NOW());"
5992,35,Glenn,Rogers,Memphis,22,0,72,185,19,0,0,0,0,FALSE,,,500000,3,CB,CB,SEA,0,FALSE,None,,35,65,1,70,48,44,1,1,1,37,70,1,1,58,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (5992,0,0,500000,500000,500000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (5992,0,19,'supp',NOW());"
5990,64,Keith,Traylor,Central Oklahoma,22,0,74,340,19,0,0,0,0,FALSE,,,500000,3,DT,DT,SEA,0,FALSE,None,,73,68,1,72,42,69,1,1,1,53,67,1,1,66,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (5990,0,0,500000,500000,500000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (5990,0,19,'supp',NOW());"
5984,43,Todd,Lyght,Notre Dame,22,0,72,190,19,0,0,0,0,FALSE,,,500000,3,SS,SS,SEA,0,FALSE,None,,70,75,1,88,65,70,1,1,1,70,87,1,1,82,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (5984,0,0,500000,500000,500000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (5984,0,19,'supp',NOW());"
5982,82,Adrian,Cooper,Oklahoma,23,0,77,255,20,0,0,0,0,FALSE,,,500000,3,TE,TE,NYJ,0,FALSE,None,,60,59,1,59,64,49,1,34,34,35,65,1,1,57,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (5982,0,0,500000,500000,500000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (5982,0,20,'supp',NOW());"
5980,59,Mike,Stonebreaker,Notre Dame,24,0,72,226,20,0,0,0,0,FALSE,,,500000,3,LB,LB,NYJ,0,FALSE,None,,61,62,1,54,24,49,1,1,1,65,74,1,1,64,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (5980,0,0,500000,500000,500000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (5980,0,20,'supp',NOW());"
5976,64,Antone,Davis,Tennessee,24,0,76,330,20,0,0,0,0,FALSE,,,500000,3,T,T,NYJ,0,FALSE,None,,80,43,1,43,8,73,1,63,74,44,54,1,1,73,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (5976,0,0,500000,500000,500000,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (5976,0,20,'supp',NOW());"
6173,66,Scott,Evans,Oklahoma,23,0,75,261,1,0,0,0,0,FALSE,,,250000,2,DE,DE,KC,0,FALSE,None,,59,50,1,55,22,43,1,1,1,45,64,1,1,51,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6173,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6173,0,1,'supp',NOW());"
6172,36,Kevin,Smith,Rhode Island,24,0,71,204,1,0,0,0,0,FALSE,,,250000,2,FS,FS,KC,0,FALSE,None,,48,61,1,67,45,48,1,1,1,60,66,1,1,59,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6172,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6172,0,1,'supp',NOW());"
6171,67,Ernie,Logan,East Carolina,23,0,75,290,1,0,0,0,0,FALSE,,,250000,2,DT,DT,KC,0,FALSE,None,,70,46,1,56,30,46,1,1,1,56,67,1,1,60,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6171,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6171,0,1,'supp',NOW());"
6168,46,Harry,Colon,Missouri,22,0,72,203,1,0,0,0,0,FALSE,,,250000,2,SS,SS,KC,0,FALSE,None,,49,65,1,70,52,50,1,1,1,60,74,1,1,63,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6168,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6168,0,1,'supp',NOW());"
6162,74,Andy,Harmon,Kent State,22,0,76,272,2,0,0,0,0,FALSE,,,250000,2,DT,DT,MIA,0,FALSE,None,,78,59,1,49,30,51,1,1,1,52,59,1,1,61,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6162,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6162,0,2,'supp',NOW());"
6161,60,Frank,Giannetti,Penn State,23,0,74,267,2,0,0,0,0,FALSE,,,250000,2,DT,DT,MIA,0,FALSE,None,,64,55,1,56,27,41,1,1,1,57,56,1,1,61,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6161,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6161,0,2,'supp',NOW());"
6159,58,Ariel,Solomon,Colorado,23,0,77,290,2,0,0,0,0,FALSE,,,250000,2,C,C,MIA,0,FALSE,None,,66,45,1,35,9,65,1,67,62,26,63,1,1,63,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6159,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6159,0,2,'supp',NOW());"
6158,62,Tim,Ryan,Notre Dame,23,0,74,280,2,0,0,0,0,FALSE,,,250000,2,G,G,MIA,0,FALSE,None,,70,45,1,49,6,65,1,68,61,36,57,1,1,65,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6158,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6158,0,2,'supp',NOW());"
6153,39,Donald,Smith,Liberty,23,0,71,189,3,0,0,0,0,FALSE,,,250000,2,CB,CB,GB,0,FALSE,None,,42,69,1,64,46,53,1,1,1,33,75,1,1,54,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6153,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6153,0,3,'supp',NOW());"
6152,78,Bobby,Wilson,Michigan State,23,0,74,297,3,0,0,0,0,FALSE,,,250000,2,DT,DT,GB,0,FALSE,None,,68,54,1,50,26,48,1,1,1,65,53,1,1,62,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6152,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6152,0,3,'supp',NOW());"
6151,89,Lawrence,Dawsey,Florida State,24,0,72,192,3,0,0,0,0,FALSE,,,250000,2,WR,WR,GB,0,FALSE,None,,38,75,1,73,68,63,1,29,11,26,76,1,1,64,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6151,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6151,0,3,'supp',NOW());"
6147,45,Eric,Bieniemy,Colorado,22,0,67,207,3,0,0,0,0,FALSE,,,250000,2,RB,RB,GB,0,FALSE,None,,51,73,14,67,57,54,18,20,29,28,61,1,1,68,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6147,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6147,0,3,'supp',NOW());"
6143,57,Jeff,Brady,Kentucky,23,0,73,235,4,0,0,0,0,FALSE,,,250000,2,LB,LB,OAK,0,FALSE,None,,65,61,1,67,35,64,1,1,1,62,69,1,1,63,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6143,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6143,0,4,'supp',NOW());"
6141,65,Jeff,Pahukoa,Washington,22,0,74,268,4,0,0,0,0,FALSE,,,250000,2,G,G,OAK,0,FALSE,None,,73,42,1,36,7,57,1,71,65,33,59,1,1,64,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6141,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6141,0,4,'supp',NOW());"
6140,61,Darin,Shoulders,Tulane,23,0,75,288,4,0,0,0,0,FALSE,,,250000,2,T,T,OAK,0,FALSE,None,,78,48,1,36,1,48,1,60,67,39,53,1,1,66,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6140,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6140,0,4,'supp',NOW());"
6137,76,Pat,Harlow,USC,22,0,78,295,4,0,0,0,0,FALSE,,,250000,2,T,T,OAK,0,FALSE,None,,83,52,1,55,7,67,1,78,65,35,53,1,1,70,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6137,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6137,0,4,'supp',NOW());"
6133,77,Donnie,Gardner,Kentucky,23,0,75,260,5,0,0,0,0,FALSE,,,250000,2,DE,DE,BUF,0,FALSE,None,,68,49,1,49,29,49,1,1,1,51,50,1,1,53,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6133,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6133,0,5,'supp',NOW());"
6130,89,Tim,Barnett,Jackson State,23,0,73,209,5,0,0,0,0,FALSE,,,250000,2,WR,WR,BUF,0,FALSE,None,,24,72,1,75,65,47,1,8,16,24,77,1,1,65,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6130,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6130,0,5,'supp',NOW());"
6129,60,Moe,Gardner,Illinois,23,0,74,265,5,0,0,0,0,FALSE,,,250000,2,DT,DT,BUF,0,FALSE,None,,75,51,1,75,28,50,1,1,1,60,60,1,1,66,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6129,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6129,0,5,'supp',NOW());"
6125,32,Eddie,Fuller,LSU,23,0,69,201,5,0,0,0,0,FALSE,,,250000,2,RB,RB,BUF,0,FALSE,None,,60,69,11,80,45,46,7,30,22,30,78,1,1,69,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6125,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6125,0,5,'supp',NOW());"
6123,76,Greg,Joelson,Arizona State,25,0,75,270,6,0,0,0,0,FALSE,,,250000,2,DE,DE,NYG,0,FALSE,None,,66,45,1,58,29,42,1,1,1,44,62,1,1,52,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6123,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6123,0,6,'supp',NOW());"
6122,72,Tony,Hill,Tennessee-Chattanooga,23,0,78,250,6,0,0,0,0,FALSE,,,250000,2,DE,DE,NYG,0,FALSE,None,,67,54,1,49,30,47,1,1,1,59,51,1,1,56,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6122,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6122,0,6,'supp',NOW());"
6121,76,Jack,Linn,West Virginia,24,0,77,295,6,0,0,0,0,FALSE,,,250000,2,T,T,NYG,0,FALSE,None,,63,33,1,39,15,57,1,66,60,35,55,1,1,62,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6121,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6121,0,6,'supp',NOW());"
6117,65,Willie,Williams,LSU,24,0,78,300,6,0,0,0,0,FALSE,,,250000,2,T,T,NYG,0,FALSE,None,,70,36,1,41,13,62,1,75,62,23,61,1,1,68,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6117,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6117,0,6,'supp',NOW());"
6113,87,James,Jenkins,Rutgers,24,0,74,243,7,0,0,0,0,FALSE,,,250000,2,TE,TE,CIN,0,FALSE,None,,47,50,1,58,64,58,1,35,29,26,69,1,1,54,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6113,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6113,0,7,'supp',NOW());"
6112,28,Floyd,Fields,Arizona State,22,0,72,208,7,0,0,0,0,FALSE,,,250000,2,FS,FS,CIN,0,FALSE,None,,36,67,1,63,40,57,1,1,1,60,71,1,1,62,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6112,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6112,0,7,'supp',NOW());"
6109,66,Bill,Hitchcock,Purdue,26,0,78,296,7,0,0,0,0,FALSE,,,250000,2,T,T,CIN,0,FALSE,None,,79,48,1,40,3,58,1,70,67,28,53,1,1,66,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6109,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6109,0,7,'supp',NOW());"
6106,85,Shane,Garrett,Texas A&M,24,0,71,185,7,0,0,0,0,FALSE,,,250000,2,WR,WR,CIN,0,FALSE,None,,33,73,1,75,64,46,1,20,1,15,74,1,1,69,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6106,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6106,0,7,'supp',NOW());"
6102,18,Louie,Aguiar,Utah State,25,0,74,215,8,0,0,0,0,FALSE,,,250000,2,P,P,PRO,0,FALSE,None,,27,42,11,51,10,55,1,1,1,12,85,71,61,62,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6102,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6102,0,8,'supp',NOW());"
6101,50,Jeff,Mills,Nebraska,23,0,75,244,8,0,0,0,0,FALSE,,,250000,2,LB,LB,PRO,0,FALSE,None,,64,63,1,60,28,49,1,1,1,62,64,1,1,62,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6101,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6101,0,8,'supp',NOW());"
6100,20,Antoine,Bennett,Florida A&M,24,0,71,185,8,0,0,0,0,FALSE,,,250000,2,SS,SS,PRO,0,FALSE,None,,55,76,1,66,44,42,1,1,1,60,68,1,1,64,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6100,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6100,0,8,'supp',NOW());"
6099,86,Alex,Johnson,Miami (FL),23,0,69,167,8,0,0,0,0,FALSE,,,250000,2,WR,WR,PRO,0,FALSE,None,,24,78,1,69,63,48,1,16,6,17,79,1,1,64,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6099,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6099,0,8,'supp',NOW());"
6093,10,John,Kasay,Georgia,22,0,70,198,9,0,0,0,0,FALSE,,,250000,2,K,K,LON,0,FALSE,None,,21,33,11,41,18,55,1,1,1,14,76,73,75,60,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6093,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6093,0,9,'supp',NOW());"
6092,24,David,Key,Michigan,23,0,70,190,9,0,0,0,0,FALSE,,,250000,2,SS,SS,LON,0,FALSE,None,,53,67,1,67,55,50,1,1,1,49,70,1,1,61,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6092,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6092,0,9,'supp',NOW());"
6087,36,David,Lang,Northern Arizona,24,0,71,213,9,0,0,0,0,FALSE,,,250000,2,RB,RB,LON,0,FALSE,None,,49,68,3,70,60,42,11,29,22,26,78,1,1,68,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6087,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6087,0,9,'supp',NOW());"
6086,81,Jake,Reed,Grambling State,24,0,75,216,9,0,0,0,0,FALSE,,,250000,2,WR,WR,LON,0,FALSE,None,,39,73,1,71,81,58,1,27,17,25,79,1,1,70,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6086,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6086,0,9,'supp',NOW());"
6083,18,Paul,McJulien,Jackson State,26,0,70,190,10,0,0,0,0,FALSE,,,250000,2,P,P,IND,0,FALSE,None,,14,38,17,42,7,43,1,1,1,19,87,63,63,53,,,"INSERT INTO `ptf_players_salaries` (`PlayerID`, `1985`,`1986`, `1987`, `1988`, `1989`, `1990`, `1991`, `1992`, `1993`, `1994`, `1995`, `1996`, `1997`)  VALUES (6083,0,0,250000,250000,0,0,0,0,0,0,0,0,0);",,,,,,,,,,,,,,,,,,"INSERT INTO `ptf_transactions` (PlayerID, TeamID_Old, TeamID_New, type, date) VALUES (6083,0,10,'supp',NOW());"
