CoachID,TeamID,FirstName,LastName,Age,Experience,Job,Salary,Years,Background,Reputation,Intelligence,Discipline,Motivating,Focus,Def. Scheme,LB Use,DL Use,Cover Pref,KeyDefPos,Off. Scheme,PassPref,PassTargetPref,RunPref,TERole,RBRole,WRPref,FBRole,QBPref,CoachingOff,CoachingDef,Prep,AssessAbility,AssessPotential,Scouting,Recruiting,Youngsters,Development,PhysicalTraining,AttentionToDetail,TrainDLine,TrainLBs,TrainDBs,TrainSTS,TrainOL,TrainOffSkill,TrainQB,Loyalty,Leadership,Charisma,Reputation,Flexibility,HomeStateID,Style,Attitude,Trait,FourthDownPref,FaceSet,Face,Clothes,Hairstyle
368990,1,James,Currier,37,3,DLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Volatile,Persuader,NotSet,a,49.png,54.png,
440157,1,Philip,Jones,43,6,LBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Silent,NotSet,NotSet,b,0294.png,16.png,darkbrown_3055.png
345085,1,Richard,Chang,36,3,DBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Volatile,Persuader,NotSet,,,,
157706,5,Marv,Levy,64,7,HeadCoach,10,17,ProCoach,80,8,6,6,Run,D43,Mixed,Mixed,Man,CB,SpreadHybrid,Balanced,RunningBacks,Power,Blocking,Running,Mixed,Blocking,Mobile,10,10,10,1,1,0,,6,8,7,6,3,5,2,2,5,6,6,10,7,3,0,10,,Aggressive,Enthusiastic,Developer,NotSet,a,36.png,51.png,
437153,5,Kay,Stephenson,47,7,OffensiveCoordinator,4,4,None,90,6,5,5,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,6,5,5,5,5,8,,5,6,5,5,6,5,5,5,5,6,5,5,5,5,0,5,,Conservative,Relaxed,NotSet,NotSet,a,52.png,34.png,
270723,5,Hank,Bullough,57,7,DefensiveCoordinator,4,4,None,90,5,5,6,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,5,5,5,5,6,5,,5,5,5,6,5,5,5,5,5,5,5,5,5,5,0,5,,Conservative,Volatile,Tutor,NotSet,a,47.png,41.png,
119422,5,Earl,Coleman,36,3,HeadTrainer,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Enthusiastic,Networker,NotSet,c,0250.png,33.png,black_3095.png
387897,5,Ronald,Grider,36,3,HeadScout,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Professional,Developer,NotSet,b,0276.png,29.png,darkbrown_3001.png
302320,5,Merle,Joseph,38,3,QBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Relaxed,Persuader,NotSet,,,,
99721,5,Jeffrey,Mcmullen,40,3,SkillPositionCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Volatile,NotSet,NotSet,,,,
447790,5,Robert,Ramirez,46,7,SpecialTeamsCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Volatile,Developer,NotSet,,,,
48597,5,Aaron,Golden,38,3,OLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Stern,Developer,NotSet,a,91.png,18.png,
414942,5,Gerard,Barton,46,7,DLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Stern,Tutor,NotSet,a,35.png,19.png,
111215,5,Tom,Luong,38,3,LBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Stern,Networker,NotSet,a,32.png,7.png,
344244,5,Leroy,Spear,47,7,DBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Enthusiastic,Tutor,NotSet,b,0293.png,28.png,lightbrown_3052.png
29522,2,Cullen,Moore,39,7,HeadCoach,10,7,None,82,6,6,6,Pass,D43Hybrid,Mixed,Mixed,Mixed,DL,VerticalHybrid,Balanced,Balanced,Balanced,Mixed,Mixed,Mixed,Mixed,Pocket,10,10,10,0,1,0,,5,6,6,5,5,5,4,5,5,6,6,10,6,6,0,10,,Balanced,Enthusiastic,Motivator,NotSet,a,93.png,1.png,
242045,2,David,Shula,32,7,OffensiveCoordinator,4,4,None,96,5,5,5,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,5,5,5,5,6,5,,5,6,5,5,5,5,5,5,6,5,5,5,5,5,0,5,,Balanced,Relaxed,NotSet,NotSet,a,49.png,50.png,
163251,2,Chuck,Studley,62,7,DefensiveCoordinator,4,4,None,96,6,6,5,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,5,6,6,5,5,5,,5,5,6,5,5,5,5,5,5,5,5,5,5,5,0,5,,Aggressive,Volatile,Motivator,NotSet,a,110.png,38.png,
497941,2,Steven,York,39,3,HeadTrainer,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Volatile,Persuader,NotSet,,,,
117841,2,Gary,Powell,37,3,HeadScout,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Professional,Persuader,NotSet,,,,
271598,2,Benito,Burns,46,9,QBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Professional,Developer,NotSet,,,,
168996,2,Carroll,Justice,42,3,SkillPositionCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Stern,NotSet,NotSet,,,,
18749,2,Kerry,Boyd,38,3,SpecialTeamsCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Relaxed,Developer,NotSet,,,,
244230,2,Adam,Rogers,37,3,OLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Enthusiastic,Networker,NotSet,,,,
132834,2,Gary,Christensen,41,3,DLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Silent,Tactician,NotSet,,,,
361637,2,Peter,Burton,36,3,LBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Enthusiastic,NotSet,NotSet,,,,
3535,2,Kenneth,Bates,51,16,DBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Enthusiastic,NotSet,NotSet,,,,
247570,9,Bill,Belichick,39,7,HeadCoach,10,6,ProCoach,79,7,7,8,Pass,D34,Coverage,RunSupport,Zone,LB,Vertical,Balanced,Outside,Inside,Catching,Catching,Fast,Catching,Pocket,10,10,10,0,1,1,,7,10,7,7,5,5,3,1,3,5,5,10,7,1,0,10,,Balanced,Professional,Tactician,NotSet,a,75.png,54.png,
249416,9,Mike,Shanahan,39,7,OffensiveCoordinator,4,4,None,88,6,5,6,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,6,5,7,5,5,5,,6,5,5,6,5,5,5,6,5,5,5,5,5,5,0,5,,Conservative,Stern,Tutor,NotSet,a,90.png,40.png,
164940,9,Pete,Carroll,40,7,DefensiveCoordinator,4,4,None,88,5,5,5,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,5,7,6,5,5,5,,5,5,6,5,5,5,5,5,5,5,5,5,5,5,0,5,,Aggressive,Volatile,Developer,NotSet,b,0288.png,47.png,darkbrown_3042.png
474370,9,Harris,Gable,36,3,HeadTrainer,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Enthusiastic,NotSet,NotSet,b,0280.png,41.png,black_3028.png
439372,9,Paul,Van,36,3,HeadScout,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Enthusiastic,Motivator,NotSet,a,4.png,38.png,
381420,9,Augustus,Irvin,36,3,QBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Relaxed,NotSet,NotSet,,,,
63254,9,Solomon,Epps,37,3,SkillPositionCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Enthusiastic,NotSet,NotSet,a,10.png,18.png,
131985,9,Miguel,Marshall,45,7,SpecialTeamsCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Volatile,Networker,NotSet,,,,
120357,9,Morgan,Beaver,49,11,OLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Silent,Tactician,NotSet,a,68.png,8.png,
62351,9,Richard,Bender,41,4,DLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Enthusiastic,Developer,NotSet,b,0282.png,17.png,grey_3005.png
314578,9,Charles,Hernandez,41,6,LBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Enthusiastic,Networker,NotSet,a,32.png,31.png,
288554,9,Russell,Johnson,43,4,DBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Stern,NotSet,NotSet,b,0292.png,24.png,black_3019.png
248914,18,John,Harbaugh,58,7,HeadCoach,10,17,Player,89,5,6,7,Run,D43Hybrid,Mixed,Mixed,Mixed,S,WestCoast,Medium,Balanced,Balanced,Mixed,Mixed,Hands,Blocking,Mobile,10,10,10,1,1,0,,6,9,6,5,5,5,2,5,5,5,5,10,7,5,0,10,,Aggressive,Professional,Motivator,NotSet,a,14.png,50.png,
415068,18,Barry,Switzer,44,7,OffensiveCoordinator,4,4,None,84,5,5,5,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,5,5,5,5,7,5,,6,5,5,7,5,5,5,5,5,5,5,5,5,5,0,5,,Balanced,Relaxed,Persuader,NotSet,c,0256.png,17.png,bald_3028.png
136373,18,Jimmy,Johnson,48,7,DefensiveCoordinator,4,4,None,84,6,5,6,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,5,5,5,5,5,7,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,,Balanced,Volatile,Persuader,NotSet,a,99.png,44.png,
207369,18,Larry,Dyer,39,3,HeadTrainer,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Silent,Motivator,NotSet,,,,
451434,18,Donald,Miller,41,3,HeadScout,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Enthusiastic,Tactician,NotSet,,,,
318412,18,Mohammad,Parker,36,3,QBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Relaxed,Persuader,NotSet,,,,
89455,18,James,Mireles,41,3,SkillPositionCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Relaxed,NotSet,NotSet,,,,
37272,18,Terry,Roper,38,3,SpecialTeamsCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Stern,Developer,NotSet,,,,
140718,18,Harry,Homan,45,3,OLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Volatile,Persuader,NotSet,,,,
310714,18,Anthony,Schott,41,3,DLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Stern,Networker,NotSet,,,,
306652,18,Jeffrey,Myrick,41,6,LBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Stern,Persuader,NotSet,,,,
58257,18,Micheal,Frye,42,7,DBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Relaxed,Recruiter,NotSet,,,,
140305,3,Curly,Lambeau,28,7,HeadCoach,10,17,Player,77,5,7,7,Run,D43,Mixed,PassRush,Man,DL,WestCoast,Medium,Outside,Inside,Mixed,Running,Fast,Mixed,Pocket,10,10,10,0,1,0,,8,8,4,6,5,5,5,1,5,6,7,10,7,4,0,10,,Balanced,Professional,Motivator,NotSet,b,0279.png,2.png,blonde_3019.png
207599,3,Hugh,Campbell,50,7,OffensiveCoordinator,4,4,None,82,5,5,5,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,5,5,5,6,7,6,,5,5,6,5,5,5,5,6,5,5,6,5,5,5,0,5,,Balanced,Enthusiastic,Networker,NotSet,b,0299.png,6.png,blonde_3034.png
196176,3,Tom,Bettis,58,7,DefensiveCoordinator,4,4,None,82,7,5,5,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,5,6,7,5,5,6,,5,5,5,5,5,5,5,5,5,6,5,5,5,5,0,5,,Conservative,Stern,Networker,NotSet,a,38.png,36.png,
166614,3,Alexander,Powell,40,3,HeadTrainer,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Relaxed,NotSet,NotSet,a,82.png,7.png,
324239,3,James,Dixon,36,3,HeadScout,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Volatile,NotSet,NotSet,b,0283.png,17.png,lightbrown_3079.png
46553,3,Casey,Torres,37,3,QBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Relaxed,NotSet,NotSet,a,14.png,1.png,
206137,3,Richard,Gonzalez,40,3,SkillPositionCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Conservative,Professional,Motivator,NotSet,a,20.png,46.png,
466430,3,William,Riggins,36,3,SpecialTeamsCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Enthusiastic,Motivator,NotSet,a,66.png,6.png,
287146,3,Vicente,Wells,40,3,OLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Professional,Motivator,NotSet,a,64.png,4.png,
236865,3,James,Carl,37,3,DLCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Enthusiastic,Tutor,NotSet,a,99.png,39.png,
388140,3,Fred,Padilla,42,3,LBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Enthusiastic,Tutor,NotSet,a,42.png,33.png,
349242,3,James,Mayo,36,3,DBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Stern,Motivator,NotSet,b,0275.png,28.png,blonde_3023.png
70157,11,Amos Alonzo,Stagg,31,7,HeadCoach,10,17,ProCoach,77,6,6,7,Pass,D43Hybrid,Mixed,Mixed,Man,DL,SpreadHybrid,Medium,Outside,Balanced,Mixed,Running,Fast,Mixed,None,10,10,10,0,0,1,,8,8,6,6,6,5,6,1,5,6,6,10,7,4,0,10,,Balanced,Professional,Developer,NotSet,a,73.png,15.png,
56262,11,Mike,Ditka,52,7,OffensiveCoordinator,4,4,None,82,5,5,5,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,7,5,6,5,6,5,,5,5,6,5,6,5,5,5,5,6,5,5,5,5,0,5,,Conservative,Stern,Recruiter,NotSet,a,110.png,6.png,
379702,11,Buddy,Ryan,60,7,DefensiveCoordinator,4,4,None,82,5,5,5,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,5,6,5,5,5,6,,7,5,6,6,5,5,5,5,5,5,6,5,5,5,0,5,,Balanced,Volatile,Motivator,NotSet,b,0291.png,45.png,bald_3012.png
169029,11,William,Buxton,41,3,HeadTrainer,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Stern,NotSet,NotSet,a,105.png,35.png,
387639,11,Daniel,Mclean,40,3,HeadScout,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Aggressive,Silent,Motivator,NotSet,a,82.png,22.png,
200242,11,Raleigh,Seaton,50,5,QBCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Relaxed,Tutor,NotSet,,,,
367876,11,Russell,Barone,38,3,SkillPositionCoach,0.4,4,None,60,1,1,1,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,NotSet,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Balanced,Stern,Motivator,NotSet,b,0294.png,45.png,red_3004.png
