PlayerName,TargetPlayerName,CohesionLevel
"Donte Whitner","Jason Sehorn",1
"Elvis Dumervil","LaRon Landry",3
"Elvis Dumervil","Dane Belton",3
"Elvis Dumervil","Steve McMichael",6
"Elvis Dumervil","Tamba Hali",19
"Elvis Dumervil","Ted Washington",13
"Elvis Dumervil","Mario Williams",12
"Elvis Dumervil","Trent McDuffie",11
"Elvis Dumervil","Louis Cooper",4
"Elvis Dumervil","Wes Hopkins",6
"Elvis Dumervil","Mike Flores",3
"Elvis Dumervil","Bryan Cox",5
"Elvis Dumervil","John Browning",5
"Elvis Dumervil","Doug Reed",1
"Elvis Dumervil","Pepper Johnson",3
"Elvis Dumervil","Mike Merriweather",1
"Elvis Dumervil","Esera Tuaolo",5
"Fred Taylor","Clarence Kay",3
"Fred Taylor","Jim Brown",5
"Fred Taylor","Cris Collinsworth",7
"Fred Taylor","Don Mosebar",18
"Fred Taylor","Lance Smith",13
"Fred Taylor","Skyy Moore",2
"Fred Taylor","Marshal Yanda",4
"Fred Taylor","Randall Cunningham",7
"Fred Taylor","Dan Fike",2
"Fred Taylor","Forrest Gump",7
"Fred Taylor","Trevor Penning",2
"Fred Taylor","Joe Staley",4
"Fred Taylor","Art Monk",6
"Fred Taylor","Eddie Kennison",1
"Fred Taylor","Jay Novacek",4
"Fred Taylor","Shawn Jefferson",2
"Fred Taylor","Bruce Kozerski",2
"Fred Taylor","Tom Nalen",2
"Fred Taylor","Johnnie Morton",3
"Fred Taylor","Alvin Harper",1
"Fred Taylor","Jamal Anderson",1
"Fred Taylor","Ron Heller",5
"Pepper Johnson","Kevin Hardy",3
"Pepper Johnson","Herman Edwards II",2
"Pepper Johnson","Trent McDuffie",10
"Pepper Johnson","Bryan Cox",5
"Pepper Johnson","Charles Mincy",3
"Pepper Johnson","Edgar Jones",2
"Pepper Johnson","John Browning",5
"Pepper Johnson","Doug Reed",6
"Pepper Johnson","Donte Whitner",12
"Pepper Johnson","Ted Washington",3
"Pepper Johnson","Clay Matthews",8
"Pepper Johnson","Mario Williams",6
"Pepper Johnson","Elvis Dumervil",2
"Pepper Johnson","Wes Hopkins",2
"Pepper Johnson","Bruce Pickens",2
"Pepper Johnson","Mike Flores",1
"Pepper Johnson","Mike Merriweather",1
"Pepper Johnson","Wendell Cason",1
"Pepper Johnson","Esera Tuaolo",1
"Pepper Johnson","Brett Maxie",2
"Pepper Johnson","Jason Sehorn",3
"Ted Washington","Juran Bolden",10
"Ted Washington","Cobie Durant",4
"Ted Washington","Larry Roberts",2
"Ted Washington","Wendell Cason",3
"Ted Washington","John Browning",18
"Ted Washington","Charles Mincy",14
"Ted Washington","Donte Whitner",3
"Ted Washington","Bryan Cox",6
"Ted Washington","Trent McDuffie",3
"Ted Washington","Tamba Hali",4
"Ted Washington","Doug Reed",4
"Ted Washington","Mike Flores",3
"Ted Washington","Mario Williams",7
"Ted Washington","Clay Matthews",7
"Ted Washington","Elvis Dumervil",9
"Ted Washington","Tyron Brackenridge",2
"Ted Washington","Pepper Johnson",8
"Ted Washington","Wes Hopkins",3
"Ted Washington","Anthony Spencer",3
"Mike Merriweather","Frank Minnifield",7
"Mike Merriweather","Jonathan Lewis",2
"Mike Merriweather","Nik Bonitto",2
"Mike Merriweather","Reed Blankenship",2
"Mike Merriweather","Jacob Green",2
"Mike Merriweather","Gary Plummer",1
"Mike Merriweather","Curly Lambeau",5
"Mike Merriweather","Donte Whitner",2
"Mike Merriweather","Wes Hopkins",3
"Wes Hopkins","Evan Cooper",5
"Wes Hopkins","Domata Peko",4
"Wes Hopkins","Bruce Smith",5
"Wes Hopkins","Michael Carter",7
"Wes Hopkins","Chris Doleman",4
"Wes Hopkins","John Browning",1
"Wes Hopkins","Wendell Cason",5
"Wes Hopkins","Tyron Brackenridge",5
"Wes Hopkins","Elvis Dumervil",2
"Wes Hopkins","Bryan Cox",4
"Wes Hopkins","Brett Maxie",2
"Wes Hopkins","Tamba Hali",3
"Wes Hopkins","Bruce Pickens",4
"Wes Hopkins","Pepper Johnson",4
"Wes Hopkins","Jason Sehorn",6
"Wes Hopkins","Mike Flores",2
"Wes Hopkins","Mario Williams",5
"Wes Hopkins","Trent McDuffie",4
"Wes Hopkins","Clay Matthews",1
"Wes Hopkins","Ted Washington",2
"Don Mosebar","Marshal Yanda",6
"Don Mosebar","Joe Staley",1
"Don Mosebar","Art Monk",4
"Don Mosebar","Jay Novacek",6
"Don Mosebar","Cris Collinsworth",6
"Don Mosebar","Trevor Penning",2
"Don Mosebar","Skyy Moore",4
"Don Mosebar","Dan Fike",2
"Don Mosebar","Forrest Gump",7
"Don Mosebar","Clarence Kay",5
"Don Mosebar","Lance Smith",6
"Don Mosebar","Irving Fryar",1
"Don Mosebar","Evan Pilgrim",2
"Don Mosebar","Randall Cunningham",3
"Don Mosebar","Chuck Long",3
"Don Mosebar","Johnnie Morton",1
"Don Mosebar","Jamal Anderson",6
"Don Mosebar","Shawn Jefferson",2
"Don Mosebar","Ed McCaffrey",4
"Bruce Pickens","Mario Williams",12
"Bruce Pickens","Doug Reed",1
"Bruce Pickens","LaRon Landry",3
"Bruce Pickens","Kevin Hardy",3
"Bruce Pickens","Ted Washington",3
"Bruce Pickens","Wendell Cason",2
"Bruce Pickens","Donte Whitner",11
"Bruce Pickens","Trent McDuffie",9
"Bruce Pickens","Steve McMichael",4
"Bruce Pickens","Pepper Johnson",4
"Jason Sehorn","Bryan Cox",2
"Jason Sehorn","Wes Hopkins",4
"Jason Sehorn","Brett Maxie",3
"Jason Sehorn","Bruce Pickens",1
"Jason Sehorn","Ted Washington",6
"Jason Sehorn","John Browning",4
"Jason Sehorn","Pepper Johnson",2
"Jason Sehorn","Clay Matthews",1
"Jason Sehorn","Trent McDuffie",2
"Brett Maxie","Sauce Gardner",2
"Brett Maxie","Barry Cofield",10
"Brett Maxie","Johnny Jolly",1
"Brett Maxie","A.J. Hawk",2
"Brett Maxie","Kader Kohou",16
"Brett Maxie","Bobby Butler",4
"Brett Maxie","Dixon Edwards",1
"Brett Maxie","Danny Walters",4
"Brett Maxie","Dominique Robinson",6
"Brett Maxie","Leslie O'Neal",8
"Brett Maxie","Leonard Marshall",1
"Brett Maxie","Patrick Allen",2
"Brett Maxie","Mike Croel",5
"Brett Maxie","David Fulcher",5
"Brett Maxie","Tim Krumrie",2
"Brett Maxie","Clay Matthews",3
"Brett Maxie","Wes Hopkins",3
"Brett Maxie","Tamba Hali",9
"Brett Maxie","Mario Williams",2
"Brett Maxie","Esera Tuaolo",2
"Brett Maxie","Pepper Johnson",2
"Brett Maxie","Bryan Cox",3
"Alvin Harper","Scott Mitchell",1
"Alvin Harper","Steve Sewell",6
"Alvin Harper","Joseph Addai",2
"Alvin Harper","Gene Williams",3
"Alvin Harper","Jim Everett",1
"Alvin Harper","Bubba Paris",3
"Alvin Harper","Pete Holohan",5
"Alvin Harper","Tra Thomas",2
"Alvin Harper","Kenyon Green",2
"Alvin Harper","Justin Blalock",3
"Alvin Harper","James Brooks II",1
"Alvin Harper","Chris Kemoeatu",2
"Alvin Harper","Marcus McNeill",1
"Alvin Harper","Clay Shiver",2
"Alvin Harper","Rick Donnelly",3
"Alvin Harper","Dan Fike",4
"Alvin Harper","Marshal Yanda",3
"Alvin Harper","Anthony Redmon",2
"Alvin Harper","Chuck Long",2
"Alvin Harper","Ed McCaffrey",3
"Alvin Harper","William Floyd",1
"Tom Nalen","Irving Fryar",3
"Tom Nalen","Fred Taylor",4
"Lee Woodall","Pepper Johnson",4
"Lee Woodall","Tamba Hali",2
"Lee Woodall","John Browning",1
"Lee Woodall","Jason Sehorn",3
"Johnnie Morton","Irving Fryar",8
"Johnnie Morton","Ed McCaffrey",3
"Johnnie Morton","Bruce Kozerski",6
"Johnnie Morton","Carlester Crumpler",4
"Johnnie Morton","Shawn Jefferson",2
"Johnnie Morton","Dan Fike",2
"Johnnie Morton","Randall Cunningham",3
"Johnnie Morton","William Floyd",2
"Johnnie Morton","Ed West",5
"Johnnie Morton","Marshal Yanda",3
"Jamal Anderson","Bruce Kozerski",1
"Jamal Anderson","Ed McCaffrey",1
"Jamal Anderson","Johnnie Morton",3
"Jamal Anderson","Lance Smith",5
"Jamal Anderson","Tom Nalen",5
"Jamal Anderson","Marshal Yanda",4
"Jamal Anderson","Randall Cunningham",1
"Jamal Anderson","Charlie Johnson",4
"William Floyd","Jamal Anderson",1
"William Floyd","Ed McCaffrey",3
"William Floyd","Alvin Harper",3
"William Floyd","Don Mosebar",2
"William Floyd","Randall Cunningham",1
"William Floyd","Irving Fryar",5
"Jamir Miller","Wendell Cason",2
"Jamir Miller","Kevin Hardy",3
"Anthony Redmon","Carlester Crumpler",3
"Anthony Redmon","Marshal Yanda",4
"Anthony Redmon","Chuck Long",1
"Anthony Redmon","Ed McCaffrey",1
"Anthony Redmon","Dan Fike",4
"Ed McCaffrey","Rick Mallory",2
"Ed McCaffrey","Mike Flynn",2
"Ed McCaffrey","Charles Cross",2
"Ed McCaffrey","Corey Bradford",2
"Ed McCaffrey","Mark Nichols",8
"Ed McCaffrey","Joe Montana",3
"Ed McCaffrey","Tyler Linderbaum",11
"Ed McCaffrey","Guy McIntyre",4
"Ed McCaffrey","Adrian Peterson",6
"Ed McCaffrey","D'Brickashaw Ferguson",16
"Ed McCaffrey","Kellen Winslow",4
"Ed McCaffrey","Louis Lipps",4
"Ed McCaffrey","Arthur Cox",4
"Ed McCaffrey","Kirk Lowdermilk",4
"Ed McCaffrey","Terrell Owens",2
"Ed McCaffrey","Johnnie Morton",9
"Ed McCaffrey","Marshal Yanda",7
"Ed McCaffrey","Bruce Kozerski",5
"Ed McCaffrey","Dan Fike",5
"Ed McCaffrey","Fred Taylor",5
"Ed McCaffrey","Jay Novacek",8
"Ed McCaffrey","William Floyd",2
"Ed McCaffrey","Anthony Redmon",1
"Ed McCaffrey","Randall Cunningham",1
"Ed McCaffrey","Irving Fryar",2
"Chuck Long","Mike Goff",3
"Chuck Long","Tim Dwight",3
"Chuck Long","Bill Fralic",2
"Chuck Long","Robbie Tobeck",2
"Chuck Long","Fred Taylor",2
"Nick Folk","Greg Olsen",3
"Nick Folk","Mark Clayton",2
"Nick Folk","Kyle Turley",1
"Nick Folk","Russ Grimm",3
"Nick Folk","Ed Ingram",1
"Nick Folk","Eric Winston",4
"Nick Folk","Lance Smith",1
"Nick Folk","Don Mosebar",2
"Nick Folk","Anthony Redmon",3
"Nick Folk","William Floyd",2
"Nick Folk","Irving Fryar",2
"Bruce Kozerski","Oliver Luck",2
"Bruce Kozerski","Jake Reed",8
"Bruce Kozerski","Mike Goff",9
"Bruce Kozerski","Jaylen Warren",3
"Bruce Kozerski","Drake London",3
"Bruce Kozerski","Irv Pankey",13
"Bruce Kozerski","Jason Spitz",18
"Bruce Kozerski","Eric Dickerson",6
"Bruce Kozerski","Ernie Conwell",7
"Bruce Kozerski","Mike Quick",2
"Bruce Kozerski","LeBron James",6
"Bruce Kozerski","Bill Fralic",6
"Bruce Kozerski","John Michels",4
"Bruce Kozerski","Jim Arnold",4
"Bruce Kozerski","Johnny Unitas",3
"Bruce Kozerski","Al Del Greco",4
"Bruce Kozerski","Marshal Yanda",6
"Bruce Kozerski","Shawn Jefferson",3
"Bruce Kozerski","Jay Novacek",1
"Bruce Kozerski","Charlie Johnson",2
"Bruce Kozerski","Forrest Gump",1
"Eric Crouch","Clay Shiver",3
"Eric Crouch","Fred Taylor",4
"Eric Crouch","Marshal Yanda",2
"Eric Crouch","Sean Landeta",4
"Eric Crouch","Trevor Penning",3
"Eric Crouch","Jim Brown",1
"Eric Crouch","Lance Smith",3
"Eric Crouch","Skyy Moore",2
"Eric Crouch","Eddie Kennison",4
"Eric Crouch","Art Monk",3
"Eric Crouch","Jay Novacek",3
"Eric Crouch","Cris Collinsworth",3
"Eric Crouch","Forrest Gump",3
"Esera Tuaolo","Vince Newsome",3
"Esera Tuaolo","Hugh Green",1
"Esera Tuaolo","Lee Woodall",1
"Esera Tuaolo","Donte Whitner",1
"Jim Arnold","Jason Spitz",3
"Jim Arnold","Raleigh McKenzie",1
"Jim Arnold","Ernie Conwell",3
"Jim Arnold","Bill Fralic",3
"Jim Arnold","Charles McRae",1
"Jim Arnold","Al Del Greco",3
"Jim Arnold","John Michels",4
"Jim Arnold","Jake Reed",1
"Jim Arnold","Eric Dickerson",1
"Mike Flores","Bryan Cox",3
"Mike Flores","Tamba Hali",5
"Mike Flores","Wendell Cason",7
"Mike Flores","Doug Reed",2
"Mike Flores","Pepper Johnson",3
"Mike Flores","Herman Edwards II",1
"Mike Flores","Clay Matthews",8
"Mike Flores","Trent McDuffie",5
"Mike Flores","Dane Belton",3
"Mike Flores","Mario Williams",8
"Mike Flores","Wes Hopkins",4
"Mike Flores","Tyron Brackenridge",3
"Mike Flores","Steve McMichael",5
"Mike Flores","Jason Sehorn",3
"Mike Flores","Bruce Pickens",3
"Mike Flores","Donnie Abraham",2
"Ed West","Jim Brown",1
"Ed West","Clay Shiver",3
"Ed West","Kyle Turley",3
"Ed West","Bernie Kosar",4
"Ed West","Alvin Harper",1
"Ed West","Robbie Tobeck",5
"Ed West","Tom Nalen",3
"Ed West","Don Mosebar",1
"Ed West","Dan Fike",1
"Ed West","Shawn Jefferson",2
"Greg Kragen","Eric Smith",3
"Greg Kragen","Mike Dumas",6
"Greg Kragen","Darryl Tapp",4
"Greg Kragen","Charles Haley",5
"Greg Kragen","Trent McDuffie",2
"Greg Kragen","Tamba Hali",4
"Greg Kragen","Lee Woodall",2
"Greg Kragen","John Browning",5
"Darrin Nelson","Preston Gothard",1
"Darrin Nelson","Kenneth Walker III",3
"Darrin Nelson","Ryan Cook",1
"Ron Heller","Shawn Jefferson",3
"Ron Heller","Johnnie Morton",4
"Ron Heller","Ed West",3
"Ron Heller","Fred Taylor",1
"Ron Heller","Bruce Kozerski",2
"Ron Heller","Jamal Anderson",3
"Ron Heller","Marshal Yanda",5
"Ron Heller","Jim Arnold",4
"Shawn Jefferson","Steve Jordan",2
"Shawn Jefferson","Larry Lee",3
"Shawn Jefferson","Willie Anderson",5
"Shawn Jefferson","Anthony Carter",1
"Shawn Jefferson","Mike Rozier",1
"Shawn Jefferson","Roman Fortin",2
"Shawn Jefferson","Mike Munchak",1
"Shawn Jefferson","Brandon Marshall",4
"Shawn Jefferson","Lance Smith",5
"Shawn Jefferson","Johnnie Morton",1
"Donnie Abraham","Ted Washington",1
"Donnie Abraham","Brett Maxie",3
"Donnie Abraham","Esera Tuaolo",2
"Donnie Abraham","Pepper Johnson",2
"Donnie Abraham","Wes Hopkins",5
"Anthony Spencer","Bobby Hamilton",12
"Anthony Spencer","Brian Dawkins",6
"Anthony Spencer","Nakobe Dean",4
"Anthony Spencer","Vinnie Clark",2
"Anthony Spencer","Merton Hanks",2
"Anthony Spencer","Larry Chester",2
"Anthony Spencer","Mark Collins",3
"Anthony Spencer","Shawn Miller",1
"Anthony Spencer","Daryl Gardener",4
"Anthony Spencer","Gaines Adams",5
"Charlie Johnson","Quentin Neujahr",5
"Charlie Johnson","Ricky Sanders",2
"Brian Griese","Marshal Yanda",2
"Brian Griese","Forrest Gump",1
"Brian Griese","Cris Collinsworth",2
"Brian Griese","Matt Suhey",4
"Brian Griese","Trevor Penning",1
"Brian Griese","Ed McCaffrey",2
"Brian Griese","Tom Nalen",2
"Matt Suhey","Irving Fryar",3
"Matt Suhey","Jim Brown",2
"Matt Suhey","Joe Staley",1
"Matt Suhey","Forrest Gump",11
"Matt Suhey","Skyy Moore",1
"Matt Suhey","Marshal Yanda",5
"Matt Suhey","Trevor Penning",1
"Robbie Tobeck","Alvin Harper",4
"Robbie Tobeck","Dan Fike",3
"Robbie Tobeck","Bruce Kozerski",3
"Edgar Jones","Mossy Cade",4
"Edgar Jones","Bruce Pickens",4
"Edgar Jones","Bryan Cox",9
"Edgar Jones","Herman Edwards II",2
"Edgar Jones","Trent McDuffie",2
"Edgar Jones","Dane Belton",2
"Edgar Jones","Ted Washington",4
"Edgar Jones","Clay Matthews",5
"Edgar Jones","Pepper Johnson",3
"Edgar Jones","Wendell Cason",5
"Edgar Jones","Brett Maxie",2
"Carlester Crumpler","Irving Fryar",3
"Carlester Crumpler","Johnnie Morton",2
"Carlester Crumpler","Fred Taylor",1
"Lance Smith","Skyy Moore",1
"Lance Smith","Jay Novacek",13
"Lance Smith","Ed West",9
"Lance Smith","Marshal Yanda",11
"Lance Smith","Clay Shiver",1
"Lance Smith","Cris Collinsworth",6
"Lance Smith","Don Mosebar",18
"Lance Smith","Irving Fryar",2
"Lance Smith","Fred Taylor",8
"Lance Smith","Eddie Kennison",3
"Lance Smith","Art Monk",8
"Lance Smith","Joe Staley",2
"Lance Smith","Trevor Penning",4
"Lance Smith","Matt Suhey",1
"Lance Smith","Forrest Gump",11
"Lance Smith","Dan Fike",5
"Lance Smith","John Kasay",1
"Lance Smith","Evan Pilgrim",3
"Lance Smith","Brian Griese",3
"Lance Smith","Lionel Manuel",5
"Lance Smith","Randall Cunningham",3
"Lance Smith","Clarence Kay",1
"Lance Smith","Tom Nalen",5
"Lance Smith","Alvin Harper",3
"Lance Smith","William Floyd",2
"Morten Andersen","Ken Ruettgers",8
"Morten Andersen","George Halas",5
"Morten Andersen","Jonathan Hayes",2
"Morten Andersen","Laurent Robinson",5
"Morten Andersen","Joshua Ezeudu",3
"Morten Andersen","Jimmy Conzelman",5
"Morten Andersen","Terry Allen",6
"Morten Andersen","Reggie Langhorne",6
"Morten Andersen","Pete Holohan",1
"Morten Andersen","Pete Kendall",1
"Morten Andersen","Antone Davis",2
"Morten Andersen","James Jones WR",4
"Morten Andersen","Kevin Glover",1
"Morten Andersen","Willie Colon",1
"Morten Andersen","Willie Davis",1
"Ken Reeves","Mike Tice",4
"Ken Reeves","Jim Ritcher",9
"Ken Reeves","Rich Tylski",4
"Ken Reeves","Pete Holohan",3
"Ken Reeves","George Halas",6
"Ken Reeves","Ken Ruettgers",13
"Ken Reeves","Joseph Addai",3
"Ken Reeves","D'Pez Poopsie",3
"Ken Reeves","Mark Duper",3
"Ken Reeves","Jimmy Conzelman",1
"Ken Reeves","Bubba Paris",4
"Ken Reeves","Scott Mitchell",5
"Ken Reeves","Terry Allen",4
"Ken Reeves","Malik Willis",1
"Ken Reeves","Reggie Langhorne",12
"Ken Reeves","Gene Williams",6
"Ken Reeves","Willie Davis",8
"Ken Reeves","Dan Turk",5
"Ken Reeves","Steve Sewell",3
"Ken Reeves","LenDale White",3
"Ken Reeves","Antone Davis",3
"Randy Gradishar","Ken Clarke",4
"Randy Gradishar","Otis Wilson",12
"Randy Gradishar","Nephi Sewell",7
"Randy Gradishar","Eric Swann",11
"Randy Gradishar","TJAJRJ Backslashinfourth V",13
"Randy Gradishar","Cobie Durant",2
"Randy Gradishar","Cedric Mack",6
"Randy Gradishar","Kenny Easley",2
"Randy Gradishar","Phillip Daniels",6
"Randy Gradishar","Mike Richardson",8
"Randy Gradishar","Larry Roberts",1
"Randy Gradishar","Robert Lyles",2
"Randy Gradishar","Terrel Bernard",5
"Randy Gradishar","Paul Moyer",4
"Randy Gradishar","Reggie Camp",2
"Mike Richardson","Larry Roberts",13
"Mike Richardson","Christopher Hinton",11
"Mike Richardson","Cobie Durant",9
"Mike Richardson","Kenny Easley",8
"Mike Richardson","Juran Bolden",6
"Mike Richardson","Cedric Mack",7
"Mike Richardson","TJAJRJ Backslashinfourth V",12
"Mike Richardson","Nephi Sewell",20
"Mike Richardson","Terrel Bernard",3
"Mike Richardson","Robert Lyles",9
"Mike Richardson","Randy Gradishar",7
"Mike Richardson","Dexter Manley",11
"Mike Richardson","Eric Swann",10
"Mike Richardson","Paul Moyer",4
"Mike Richardson","Deron Cherry",3
"Mike Richardson","Otis Wilson",5
"Mike Richardson","Jake Hummel",4
"Mike Richardson","Myron Bell",8
"Mike Richardson","Johnny Meads",3
"Mike Richardson","Elijah Hicks",7
"Otis Wilson","Randy Gradishar",7
"Otis Wilson","Kevin Greene",5
"Otis Wilson","Terrel Bernard",5
"Otis Wilson","TJAJRJ Backslashinfourth V",3
"Otis Wilson","Eric Swann",8
"Otis Wilson","Dexter Manley",4
"Otis Wilson","Johnny Meads",1
"Otis Wilson","Larry Roberts",4
"Otis Wilson","Paul Moyer",8
"Otis Wilson","Cobie Durant",6
"Otis Wilson","Elijah Hicks",3
"Otis Wilson","Cortland Finnegan",2
"Johnny Meads","Randy Gradishar",10
"Johnny Meads","Kenny Easley",3
"Johnny Meads","Robert Lyles",5
"Johnny Meads","Deron Cherry",1
"Johnny Meads","Phillip Daniels",15
"Johnny Meads","Juran Bolden",6
"Johnny Meads","Terrel Bernard",9
"Johnny Meads","Ken Clarke",2
"Johnny Meads","Dexter Manley",3
"Johnny Meads","Jake Hummel",5
"Johnny Meads","Larry Roberts",3
"Johnny Meads","Christopher Hinton",1
"Johnny Meads","Dewayne Washington",3
"Johnny Meads","Elbert Foules",4
"LenDale White","Pete Holohan",3
"LenDale White","Alvin Harper",4
"LenDale White","Bubba Paris",4
"LenDale White","Mark Duper",3
"LenDale White","Gene Williams",3
"LenDale White","Ken Reeves",3
"LenDale White","Zach Tom",3
"LenDale White","Reggie Langhorne",3
"LenDale White","Troy Hairston",4
"Paul Moyer","Christopher Hinton",4
"Paul Moyer","Randy Gradishar",9
"Paul Moyer","Mike Richardson",13
"Paul Moyer","Terrel Bernard",15
"Paul Moyer","Cedric Mack",5
"Paul Moyer","Otis Wilson",17
"Paul Moyer","Johnny Meads",2
"Paul Moyer","Eric Swann",7
"Paul Moyer","Robert Lyles",5
"Paul Moyer","Cobie Durant",4
"Paul Moyer","Dexter Manley",2
"Paul Moyer","TJAJRJ Backslashinfourth V",5
"Paul Moyer","Nephi Sewell",6
"Paul Moyer","Phillip Daniels",2
"Paul Moyer","Kenny Easley",1
"Paul Moyer","Toby Wright",4
"Phillip Daniels","Eric Swann",12
"Phillip Daniels","Christopher Hinton",11
"Phillip Daniels","Deron Cherry",2
"Phillip Daniels","Randy Gradishar",1
"Phillip Daniels","Terrel Bernard",7
"Phillip Daniels","Dexter Manley",21
"Phillip Daniels","Otis Wilson",5
"Phillip Daniels","Paul Moyer",2
"Phillip Daniels","Kenny Easley",6
"Phillip Daniels","Cobie Durant",6
"Phillip Daniels","Juran Bolden",3
"Phillip Daniels","Keith Browner",1
"Phillip Daniels","Dewayne Washington",4
"Phillip Daniels","Toby Wright",4
"Phillip Daniels","TJAJRJ Backslashinfourth V",4
"Phillip Daniels","Mike Richardson",4
"Phillip Daniels","Johnny Meads",2
"Phillip Daniels","Mike Charles",1
"Phillip Daniels","Elijah Hicks",4
"Pete Holohan","Jeff Hartings",2
"Pete Holohan","Joseph Addai",3
"Pete Holohan","Steve Sewell",10
"Pete Holohan","Alvin Harper",2
"Pete Holohan","Malik Willis",1
"Pete Holohan","Ken Reeves",11
"Pete Holohan","Willie Davis",6
"Pete Holohan","Gene Williams",6
"Pete Holohan","Joshua Ezeudu",4
"Pete Holohan","Reggie Langhorne",6
"Pete Holohan","George Halas",3
"Pete Holohan","Dennis Gentry",2
"Pete Holohan","Dan Turk",6
"Pete Holohan","LenDale White",5
"Pete Holohan","Terry Allen",4
"Pete Holohan","Bubba Paris",4
"Pete Holohan","Ken Ruettgers",4
"Juran Bolden","Kevin Greene",4
"Juran Bolden","Otis Wilson",2
"Juran Bolden","Kenny Easley",2
"Juran Bolden","Christopher Hinton",12
"Juran Bolden","Eric Swann",3
"Juran Bolden","Terrel Bernard",4
"Juran Bolden","Mike Richardson",3
"Juran Bolden","Robert Lyles",3
"Juran Bolden","Dewayne Washington",3
"Juran Bolden","Cortland Finnegan",1
"Juran Bolden","Phillip Daniels",3
"Willie Davis","Mark Duper",1
"Willie Davis","Mike Tice",3
"Willie Davis","Ken Reeves",2
"Willie Davis","Steve Sewell",5
"Willie Davis","Ken Ruettgers",4
"Willie Davis","Morten Andersen",3
"Willie Davis","Reggie Langhorne",7
"Willie Davis","Rich Tylski",1
"Willie Davis","Dan Turk",3
"Willie Davis","George Halas",2
"Willie Davis","Dennis Gentry",3
"Willie Davis","LenDale White",1
"Willie Davis","James Jones WR",2
"Jimmy Conzelman","Stephone Paige",2
"Jimmy Conzelman","Joseph Addai",7
"Jimmy Conzelman","Jim Ritcher",1
"Jimmy Conzelman","Rich Tylski",4
"Jimmy Conzelman","Pete Holohan",4
"Jimmy Conzelman","George Halas",3
"Jimmy Conzelman","Alvin Harper",1
"Jimmy Conzelman","Terry Allen",3
"Jimmy Conzelman","Dan Turk",5
"Jimmy Conzelman","Willie Davis",7
"Jimmy Conzelman","Reggie Langhorne",6
"Jimmy Conzelman","Steve Sewell",3
"Jimmy Conzelman","LenDale White",1
"Jimmy Conzelman","Dennis Gentry",2
"Jimmy Conzelman","Ken Reeves",3
"Jimmy Conzelman","Malik Willis",3
"Jimmy Conzelman","D'Pez Poopsie",3
"Jimmy Conzelman","Pete Kendall",4
"Jimmy Conzelman","Skyy Moore",3
"Jimmy Conzelman","John Rankin",6
"Jimmy Conzelman","Gene Williams",4
"Jimmy Conzelman","Greg Olsen",4
"Jimmy Conzelman","Kevin Glover",1
"Jimmy Conzelman","Antone Davis",5
"Jimmy Conzelman","Zach Tom",2
"Jimmy Conzelman","Tyrion Davis-Price",2
"Jimmy Conzelman","Chigoziem Okonkwo",3
"Bubba Paris","Alvin Harper",3
"Bubba Paris","Ken Reeves",6
"Bubba Paris","Mike Tice",5
"Bubba Paris","LenDale White",4
"Bubba Paris","Jonathan Hayes",1
"Bubba Paris","Rich Tylski",1
"Bubba Paris","Joseph Addai",1
"Bubba Paris","Gene Williams",2
"Bubba Paris","Dan Turk",1
"Bubba Paris","Willie Davis",3
"Bubba Paris","Dennis Gentry",3
"Bubba Paris","George Halas",3
"Bubba Paris","Pete Kendall",1
"Bubba Paris","Morten Andersen",4
"Bubba Paris","Ken Ruettgers",1
"Bubba Paris","Jimmy Conzelman",4
"Ken Ruettgers","Mark Duper",9
"Ken Ruettgers","Jim Everett",3
"Ken Ruettgers","Alvin Harper",3
"Ken Ruettgers","Willie Davis",8
"Ken Ruettgers","Jimmy Conzelman",10
"Ken Ruettgers","LenDale White",4
"Ken Ruettgers","Steve Sewell",4
"Ken Ruettgers","Dan Turk",11
"Ken Ruettgers","Bubba Paris",8
"Ken Ruettgers","Gene Williams",12
"Ken Ruettgers","Reggie Langhorne",8
"Ken Ruettgers","Ken Reeves",3
"Ken Ruettgers","Terry Allen",4
"Ken Ruettgers","Malik Willis",2
"Ken Ruettgers","Laurent Robinson",3
"Ken Ruettgers","Zach Tom",1
"Ken Ruettgers","Antone Davis",1
"Ken Ruettgers","Chigoziem Okonkwo",3
"Ken Ruettgers","John Rankin",4
"Ken Ruettgers","Kevin Glover",6
"Eric Swann","Otis Wilson",1
"Eric Swann","Phillip Daniels",6
"Eric Swann","Johnny Meads",9
"Eric Swann","Christopher Hinton",10
"Eric Swann","Reggie Camp",3
"Eric Swann","Nephi Sewell",9
"Eric Swann","Paul Moyer",11
"Eric Swann","TJAJRJ Backslashinfourth V",7
"Eric Swann","Cedric Mack",8
"Eric Swann","Randy Gradishar",3
"Eric Swann","Robert Lyles",4
"Eric Swann","Myron Bell",7
"Eric Swann","Kenny Easley",7
"Eric Swann","Elijah Hicks",4
"Eric Swann","Cortland Finnegan",2
"Eric Swann","Mike Richardson",2
"Eric Swann","Terrel Bernard",3
"Eric Swann","Juran Bolden",3
"Jim Everett","Joseph Addai",2
"Jim Everett","Pat Harlow",3
"Jim Everett","Jonathan Hayes",3
"Jim Everett","Joshua Ezeudu",4
"Jim Everett","Jimmy Conzelman",1
"Jim Everett","Gene Williams",2
"Jim Everett","Zach Tom",5
"Jim Everett","James Jones WR",3
