PlayerID,Leadership,Work Ethic,Competitiveness,Team Player,Sportsmanship,Social Disposition,MarketSize,Security,Loyalty,Winning,Playing Time,Close To Home,Prestige,Morale
1371,65,65,65,73,93,87,65,37,43,52,98,43,7,57
1372,70,47,55,72,70,38,33,42,34,40,98,50,1,61
1373,42,47,44,47,44,40,42,39,43,43,38,42,40,56
1374,16,42,45,38,11,14,48,48,46,57,92,37,1,85
1375,97,64,56,70,44,33,65,49,38,63,86,41,1,100
1376,21,81,78,13,73,72,34,41,29,54,97,44,1,61
1377,89,65,67,100,34,47,48,29,44,51,85,32,3,59
1378,59,99,64,55,70,93,39,49,34,68,83,34,2,63
1379,62,67,100,54,73,88,46,30,45,69,79,40,1,60
1380,22,68,42,26,32,26,64,42,38,59,91,41,3,58
1381,100,32,52,100,40,60,52,32,37,57,74,46,3,68
1382,74,39,41,73,50,32,29,42,39,64,92,39,7,96
1383,95,60,65,84,61,41,37,37,46,65,82,45,3,63
1384,96,71,65,91,46,33,32,39,43,54,98,48,1,56
1385,44,40,45,41,46,42,38,37,42,47,45,43,40,100
1386,43,37,40,48,49,39,41,38,42,39,42,41,48,55
1388,41,98,71,40,63,62,61,31,42,41,73,56,4,36
1389,43,81,97,71,66,93,44,33,39,46,98,42,3,81
1390,47,46,43,48,40,42,38,39,43,49,46,47,45,64
1391,50,43,41,36,47,38,39,39,43,49,47,50,43,27
1392,70,41,70,63,60,39,34,44,34,66,90,50,5,39
1393,65,32,43,77,57,56,59,45,37,48,75,48,1,60
1394,64,38,38,76,57,63,62,43,34,70,73,45,4,84
1395,14,63,68,30,33,12,61,33,35,42,90,39,5,89
1396,41,44,38,39,48,39,41,40,42,48,46,42,40,58
1397,36,37,45,42,43,46,35,36,43,44,43,43,49,79
1399,61,72,80,89,85,86,54,37,50,47,84,47,4,50
1401,42,44,37,50,47,39,34,39,48,44,38,44,48,79
1403,100,39,74,88,45,71,37,49,46,47,82,44,2,94
1404,82,100,68,100,63,68,65,33,32,70,100,43,1,48
1405,66,68,51,67,59,34,34,48,41,56,91,37,5,70
1406,5,58,69,40,32,37,63,49,51,54,94,36,6,42
1407,41,42,43,41,46,39,41,37,40,43,42,46,46,52
1408,43,49,48,37,40,43,36,38,41,50,48,43,47,56
1409,43,45,45,42,46,42,37,35,44,40,40,47,46,75
1410,57,61,51,37,45,69,70,37,40,46,73,41,9,82
1412,75,63,71,86,67,94,66,46,29,44,79,37,8,49
1413,58,74,29,72,64,51,64,31,45,66,81,51,4,98
1414,20,64,48,37,28,16,54,37,50,37,84,38,5,90
1415,46,38,40,40,39,47,41,35,40,43,48,38,40,60
1416,47,45,44,45,48,45,44,38,47,44,42,41,46,85
1417,42,39,48,40,45,44,39,36,45,46,48,37,50,100
1418,45,38,47,44,47,45,38,40,42,42,38,44,41,75
1419,30,67,81,20,59,85,63,41,47,55,100,45,4,100
1420,33,55,40,62,46,37,43,34,46,43,82,43,7,84
1421,48,83,77,66,100,81,35,32,53,65,85,40,2,89
1425,48,38,64,68,47,67,44,48,54,70,99,50,1,53
1426,33,98,71,13,100,69,36,33,41,48,97,37,6,59
1427,51,54,49,55,48,54,58,49,33,74,77,39,6,72
1428,46,41,40,41,39,45,41,36,46,40,45,46,39,49
1429,69,73,90,39,66,62,34,39,48,59,97,42,7,83
1430,96,61,62,67,34,42,63,49,43,58,86,42,1,67
1432,59,44,60,47,74,40,48,45,42,38,75,42,1,56
1433,25,63,34,34,16,36,44,31,50,43,74,38,5,61
1434,41,43,41,41,46,46,41,41,42,46,43,45,39,100
1436,25,63,49,33,13,28,35,38,29,71,74,43,6,76
1437,45,43,41,49,45,45,37,39,39,46,47,39,44,94
1438,42,45,40,43,39,44,40,42,42,42,44,38,46,73
1439,24,66,80,8,100,77,59,36,44,36,80,49,1,72
1442,93,50,63,83,72,49,38,35,37,64,100,50,8,69
1443,40,39,41,40,48,45,40,37,44,43,40,46,49,81
1444,38,90,76,7,69,70,57,32,48,62,97,48,4,72
1445,92,67,74,98,98,94,48,43,39,38,100,38,4,69
1446,39,45,48,50,43,45,39,34,40,45,44,42,43,82
1447,44,82,89,45,88,100,39,44,44,43,93,38,5,95
1448,63,74,97,93,74,85,52,35,44,41,76,46,6,84
1450,50,46,41,41,45,40,40,35,42,42,45,41,45,79
1451,67,91,61,43,89,71,64,38,45,50,95,39,6,91
1452,34,80,89,25,69,81,48,32,51,66,84,48,6,95
1453,39,62,76,45,51,59,30,36,34,55,79,47,5,89
1454,29,37,59,58,61,37,35,48,31,42,87,51,5,99
1455,96,93,85,78,80,92,56,46,49,48,91,46,8,94
1456,35,41,31,50,37,39,35,37,52,42,84,41,4,90
1457,56,73,98,36,75,73,33,32,30,39,84,47,4,86
1458,50,42,40,42,44,43,37,39,44,36,44,38,47,97
1459,68,42,53,34,46,56,56,27,45,58,100,48,1,72
1460,33,45,48,33,6,25,51,48,34,61,100,44,1,92
1461,61,59,64,77,60,60,68,30,38,40,90,45,7,70
1462,100,100,83,96,100,88,54,35,43,30,92,34,5,88
1463,11,81,92,16,83,83,45,41,38,66,90,40,1,84
1464,42,64,70,10,66,66,56,43,35,36,98,41,4,81
1465,80,94,74,76,88,67,54,43,48,70,81,38,2,90
1466,67,89,98,57,97,89,54,39,47,56,100,35,6,81
1467,43,54,67,67,67,43,33,33,43,57,76,45,4,86
1468,36,75,99,36,64,79,49,36,45,42,84,39,6,89
1469,100,71,47,68,66,55,48,52,45,54,100,48,3,77
1470,46,43,42,45,41,44,35,37,44,38,42,46,45,64
1471,46,44,46,53,39,37,39,41,37,43,45,49,46,77
1472,42,43,38,42,41,43,40,41,38,46,47,38,39,92
1474,35,90,61,67,82,72,58,33,43,80,92,56,2,93
1475,37,41,43,41,42,44,40,38,48,40,42,49,41,91
1476,46,48,46,48,45,47,43,37,43,45,43,45,45,89
1477,33,69,96,27,89,100,70,47,48,38,84,36,2,95
1478,42,69,80,32,78,98,33,43,41,70,93,47,3,96
1479,62,80,96,100,93,94,30,31,40,35,72,41,5,75
1481,45,43,43,38,44,42,39,37,40,46,42,44,41,99
1482,43,48,40,46,46,45,38,44,48,40,38,46,47,95
1483,74,41,73,68,41,73,45,34,48,42,74,48,3,91
1484,65,99,100,82,98,87,37,43,34,50,97,35,3,87
1485,61,45,61,39,33,67,65,44,43,33,89,34,2,91
1486,41,44,43,40,42,39,41,39,43,40,49,45,42,99
1487,45,60,64,45,69,72,32,32,32,40,97,45,1,100
1488,42,72,98,66,84,81,24,42,52,76,100,49,8,93
1490,70,72,60,71,55,70,32,30,48,31,88,49,4,97
1491,34,55,55,17,27,29,50,48,53,39,80,35,6,76
1492,43,43,43,51,40,40,38,43,44,48,48,46,39,97
1493,42,41,43,48,40,48,35,41,43,41,41,39,43,93
1494,45,42,39,43,49,41,43,38,47,44,38,42,49,89
1498,91,40,30,69,61,61,58,33,45,31,77,43,1,86
1500,42,44,38,45,41,45,36,39,43,43,43,43,48,99
1501,40,38,41,40,42,44,36,37,47,41,44,38,47,86
1502,42,41,46,47,48,45,43,35,37,43,41,45,43,98
1503,47,47,42,49,40,47,39,38,42,45,41,41,36,97
1504,72,58,43,37,51,38,68,35,44,43,92,33,1,76
1506,54,68,92,43,84,72,45,44,42,40,97,37,1,63
1509,39,98,64,46,89,96,54,44,41,45,73,41,8,85
1510,57,67,77,48,62,40,57,47,38,47,75,48,9,84
1511,61,41,72,70,59,38,30,33,54,59,87,43,2,91
1512,62,49,43,36,45,67,39,34,40,46,93,51,4,90
1513,47,47,49,46,36,44,40,41,47,49,46,44,43,80
1514,71,81,100,74,93,92,65,45,36,44,100,49,1,92
1516,82,100,80,75,81,90,56,43,47,62,81,50,2,95
1517,77,70,92,64,81,95,37,27,47,53,100,50,2,94
1518,71,48,64,66,40,52,32,32,38,34,76,35,2,87
1519,45,41,37,47,41,45,42,39,43,46,39,41,36,90
1520,93,62,78,74,86,69,30,48,44,41,91,45,4,98
1521,30,43,51,9,18,13,37,43,33,57,80,44,7,98
1522,42,39,41,49,42,47,42,42,45,49,43,44,44,94
1523,44,40,43,47,49,48,40,37,42,47,40,50,46,85
1525,92,61,42,95,39,40,58,47,58,40,96,52,4,94
1526,71,99,86,90,72,64,42,43,51,57,74,32,4,89
1527,33,75,83,59,80,81,53,40,39,69,94,50,3,88
1528,43,38,46,43,45,42,39,39,48,44,49,43,38,95
1529,53,90,84,45,73,85,49,39,53,73,92,48,1,84
1530,48,71,49,61,44,72,67,44,43,66,100,56,1,82
1531,39,47,41,40,40,46,37,38,40,41,41,49,44,98
1532,43,72,66,35,100,83,39,40,33,53,100,50,2,100
1534,73,60,74,80,50,42,46,33,45,37,100,47,9,65
1535,43,48,46,44,40,43,39,40,43,43,44,41,38,83
1536,12,59,61,22,41,32,35,37,47,50,92,42,1,87
1537,46,43,70,65,58,55,44,45,47,70,89,47,2,66
1538,10,71,37,28,18,25,65,28,48,49,74,50,4,99
1539,31,69,65,46,97,85,29,47,40,67,100,37,1,100
1540,78,67,67,66,71,78,57,39,37,38,92,39,3,38
1541,36,100,59,13,73,97,44,48,34,44,91,34,1,72
1542,40,59,33,69,45,45,63,38,37,54,69,32,1,82
1543,43,45,42,46,44,44,43,37,45,42,45,42,43,78
1544,11,79,98,21,93,75,41,41,49,45,76,36,3,79
1545,37,85,77,21,89,85,63,43,36,78,90,54,4,61
1546,61,71,75,65,63,100,33,31,54,68,89,47,6,36
1547,68,100,74,58,65,100,32,30,29,62,82,42,4,78
1548,61,62,67,84,100,74,32,32,45,60,81,44,1,100
1549,25,63,67,34,18,39,44,31,47,46,76,46,7,73
1550,92,79,100,100,82,78,52,47,50,53,91,38,3,69
1551,68,44,53,72,46,68,52,44,47,57,92,39,2,91
1552,76,61,82,67,94,75,58,28,39,72,80,36,4,85
1553,43,62,62,37,32,26,64,42,36,49,72,36,1,54
1554,37,61,64,59,61,54,42,43,38,39,71,40,2,51
1557,38,46,37,44,37,42,43,43,39,38,47,39,44,86
1558,27,87,71,3,62,87,40,38,43,44,92,42,1,81
1559,73,88,80,66,68,66,31,48,34,65,88,49,5,95
1560,36,42,42,40,43,45,37,37,44,44,44,46,40,83
1561,47,46,43,45,41,42,43,34,42,47,43,39,39,73
1562,9,56,68,26,22,25,51,44,48,64,75,41,2,79
1563,44,68,99,40,91,71,67,33,47,72,86,47,4,57
1564,71,66,37,56,51,48,65,47,49,43,95,48,1,76
1565,100,84,90,67,90,82,55,39,36,68,88,51,1,100
1566,40,43,39,43,43,42,43,40,44,48,44,43,43,100
1567,45,41,42,41,41,48,43,41,48,44,38,39,47,83
1568,45,96,85,61,92,86,47,29,45,38,99,50,6,65
1569,70,72,67,87,71,61,65,49,52,39,79,53,1,60
1570,61,97,75,53,96,91,56,46,31,38,82,40,1,100
1571,40,44,48,43,48,41,37,44,41,45,38,48,44,75
1572,35,37,52,68,47,37,39,37,49,61,84,31,9,82
1573,41,80,77,48,79,87,52,48,44,62,91,35,1,100
1574,87,73,78,78,59,50,46,39,41,63,90,51,5,93
1575,73,48,67,40,44,57,30,32,37,49,89,36,2,74
1576,80,100,100,100,81,86,69,28,37,46,100,39,1,94
1577,39,43,42,42,41,43,37,39,44,37,43,41,45,69
1578,40,44,39,48,37,46,44,41,42,44,48,43,42,77
1579,39,46,44,45,46,44,43,38,41,40,39,40,40,64
1580,42,40,40,43,43,41,40,39,43,47,40,42,45,56
1581,90,83,85,92,89,91,37,44,45,67,100,39,1,100
1583,50,100,89,67,81,96,53,31,46,53,84,57,1,77
1585,13,86,73,42,91,100,49,33,49,60,72,31,1,100
1586,42,47,43,50,41,52,37,39,46,44,42,43,43,38
1587,40,42,43,43,45,44,38,41,46,44,45,45,41,83
1588,39,40,44,50,45,49,36,44,45,42,42,38,39,83
1589,61,94,95,56,68,86,33,49,31,56,100,34,5,84
1591,40,72,44,32,53,52,32,37,47,60,84,55,3,67
1592,97,69,36,62,52,46,48,37,57,71,71,37,5,83
1593,27,88,81,16,90,75,42,31,48,62,94,34,2,83
1595,100,70,94,94,72,99,28,38,48,65,100,40,5,91
1597,47,52,38,38,68,51,41,36,42,68,85,31,3,89
1598,45,42,45,50,41,42,40,39,41,45,46,43,48,86
1599,83,89,63,83,77,62,47,31,47,49,76,43,2,93
1600,87,72,72,100,92,77,53,42,47,52,86,33,2,89
1601,23,64,75,44,100,93,61,42,32,74,93,46,1,64
1602,72,96,75,100,73,76,59,31,35,35,100,45,3,59
1603,47,71,69,44,99,63,41,38,31,57,100,49,6,80
1604,46,43,38,45,48,43,41,39,42,40,45,42,38,82
1605,11,99,98,6,96,91,43,36,41,72,78,50,2,100
1606,71,66,94,94,78,97,62,45,49,37,92,51,5,87
1607,43,45,46,43,43,37,38,34,37,44,48,46,44,74
1608,48,41,45,39,41,45,38,39,44,40,41,44,38,69
1610,36,56,58,9,12,15,43,38,50,61,73,51,7,82
1611,38,95,82,62,70,97,42,29,37,56,98,50,1,72
1612,44,41,42,47,39,45,40,39,47,46,42,42,40,51
1613,37,69,32,34,33,41,28,39,37,64,99,45,3,73
1614,33,39,36,64,45,47,69,37,35,45,90,57,7,99
1615,88,44,59,72,66,54,65,47,43,54,94,41,1,100
1616,47,44,45,38,45,42,43,42,40,50,50,42,47,74
1617,93,62,35,100,38,39,70,31,43,66,94,49,1,100
1619,85,63,74,59,68,87,47,37,46,70,100,43,9,81
1620,44,41,44,47,47,39,43,40,43,45,45,44,46,71
1621,36,93,75,69,88,98,39,30,37,51,90,51,2,95
1622,76,80,94,84,65,71,47,38,38,36,88,39,1,98
1623,43,98,95,66,99,85,62,40,50,49,73,51,7,69
1624,85,74,96,81,96,82,68,46,31,59,78,40,6,85
1625,49,37,72,59,45,69,33,49,51,67,93,47,6,83
1626,32,76,64,60,43,74,64,41,47,49,98,45,4,69
1627,1,77,65,18,25,7,42,41,35,50,93,42,5,44
1628,39,44,44,40,45,43,39,40,43,39,50,43,38,88
1629,95,78,69,97,91,64,57,33,28,50,75,31,5,64
1630,68,85,83,98,77,78,33,41,37,48,89,37,3,44
1631,54,85,70,66,91,59,54,45,51,63,86,49,7,72
1632,73,96,92,49,91,99,36,33,30,73,97,44,5,69
1633,64,78,97,39,83,99,53,29,43,42,83,49,9,65
1634,41,97,80,48,90,88,41,48,44,35,71,34,5,67
1635,9,59,42,16,6,26,67,33,33,33,87,47,4,73
1636,28,75,62,15,74,79,33,28,40,66,78,36,2,91
1637,36,36,73,42,70,49,42,32,39,40,89,50,9,71
1638,87,71,94,100,97,76,60,28,50,43,82,42,1,65
1639,64,66,47,64,69,55,65,50,45,37,97,44,5,95
1642,37,45,44,42,38,44,39,36,49,42,39,37,37,100
1643,77,74,99,69,100,89,38,36,42,69,89,29,1,54
1644,60,81,73,49,67,74,32,34,41,46,88,49,4,71
1645,45,42,42,41,43,45,39,38,47,45,44,42,42,77
1646,51,39,44,39,42,47,40,35,47,44,45,48,44,80
1647,13,57,52,29,37,24,59,44,35,71,93,42,1,84
1648,21,66,84,24,89,65,56,48,44,39,90,44,1,46
1649,50,62,72,52,70,33,30,38,57,31,92,35,2,53
1650,37,42,59,58,64,61,62,29,44,43,100,35,6,79
1651,41,38,43,45,41,49,39,41,39,43,39,44,42,86
1652,39,42,38,43,38,42,37,41,40,43,48,48,48,79
1653,23,92,83,31,98,81,56,32,53,54,84,51,4,55
1654,80,66,78,62,77,75,40,42,37,36,73,41,10,69
1656,60,59,49,70,63,51,37,33,44,36,100,44,1,65
1657,33,92,100,37,83,75,69,45,47,69,82,52,6,38
1661,39,66,93,64,87,100,36,44,38,55,100,34,7,62
1662,43,42,41,40,37,39,42,38,48,46,38,46,46,64
1663,49,42,43,43,38,39,42,41,40,40,37,44,46,53
1664,39,40,36,43,46,45,40,41,44,44,49,45,41,61
1665,43,48,42,45,43,39,39,39,49,37,41,50,41,75
1666,68,56,58,56,39,48,54,40,31,48,72,45,3,100
1669,98,67,97,63,81,100,67,34,46,46,77,40,1,91
1670,99,80,83,89,72,77,49,35,58,51,88,46,2,63
1671,48,47,46,45,39,43,39,41,46,41,40,45,47,63
1672,45,46,46,43,46,39,40,38,41,45,43,42,44,89
1673,39,45,48,42,46,39,36,36,38,38,43,40,45,100
1674,86,59,36,98,57,53,38,39,41,72,79,51,5,94
1675,85,84,99,76,90,81,67,31,49,59,88,51,2,65
1676,87,89,87,61,100,87,61,40,42,63,92,43,3,100
1677,71,77,81,72,87,67,55,40,51,66,85,51,3,60
1678,41,77,68,57,71,92,37,38,48,40,95,41,9,65
1679,70,78,79,48,63,77,37,42,50,50,100,44,4,78
1681,100,42,42,100,56,57,42,41,46,50,83,37,7,69
1682,30,90,89,49,70,100,51,47,30,37,79,36,2,75
1683,46,39,46,46,39,47,41,41,47,46,46,40,45,90
1684,74,67,55,98,59,57,33,28,41,47,86,51,1,78
1685,44,36,64,69,53,48,58,35,34,59,73,53,6,71
1686,38,73,73,9,66,95,52,31,40,61,93,46,1,84
1687,92,66,72,85,64,78,51,37,37,37,79,31,3,100
1688,37,66,95,38,92,100,48,33,39,53,92,39,6,65
1689,50,46,49,41,47,40,40,44,43,41,39,48,45,63
1691,33,73,96,36,62,78,60,34,37,35,84,38,9,64
1692,36,40,41,45,42,44,38,40,40,43,44,43,36,54
1693,40,47,45,45,40,41,43,35,43,43,45,41,40,83
1694,68,65,65,60,63,48,46,43,47,72,83,33,1,65
1696,58,92,69,38,83,63,54,39,48,52,85,42,7,52
1697,40,42,47,41,44,44,37,38,43,43,42,43,43,67
1698,54,45,50,33,36,51,46,36,54,50,95,56,6,82
1699,42,39,41,48,43,41,37,38,37,43,42,44,45,84
1700,93,86,74,96,94,70,38,39,40,40,94,37,1,90
1701,100,100,83,82,79,99,39,37,45,69,100,47,1,68
1702,51,45,48,45,56,32,38,42,39,36,88,50,2,92
1703,59,34,51,45,59,52,52,32,37,66,79,48,5,100
1704,92,49,50,95,61,41,42,32,44,32,87,31,4,100
1705,47,47,48,44,45,45,44,38,43,39,41,45,39,69
1706,37,56,57,34,59,29,69,39,35,36,92,44,4,100
1707,28,62,100,31,78,77,54,45,52,46,96,37,2,90
1709,14,89,96,23,70,100,35,32,47,57,81,37,8,100
1710,60,88,75,45,85,100,52,44,34,43,97,41,1,100
1711,7,76,97,19,100,65,66,36,36,42,98,50,3,100
1712,38,45,29,64,40,58,64,45,40,70,82,37,3,100
1715,66,63,80,56,66,62,69,37,51,54,94,39,9,100
1716,58,73,90,57,64,95,48,47,36,35,87,47,3,86
1717,40,42,46,39,40,45,41,38,42,39,41,39,40,100
1718,75,86,70,77,80,90,52,40,42,71,78,49,3,100
1719,10,87,65,20,93,99,68,36,45,46,76,39,1,100
1720,63,54,52,71,64,39,58,46,51,57,80,30,1,100
1721,98,53,33,77,49,42,61,44,50,56,87,48,5,100
1722,91,74,48,73,49,44,62,36,41,56,94,36,1,100
1723,36,70,48,4,7,12,35,42,44,74,77,35,4,100
1724,9,69,86,7,85,98,57,36,41,46,79,33,4,88
1725,38,53,43,39,34,16,57,38,43,59,86,43,4,100
1726,44,41,44,40,41,43,37,41,41,40,50,43,43,78
1727,46,39,37,39,42,40,40,38,45,42,48,43,45,98
1728,69,67,53,61,57,51,38,44,45,35,98,54,3,100
1729,48,39,41,50,40,59,41,37,53,60,77,53,1,93
1730,46,47,49,44,42,42,36,35,43,41,49,49,47,100
1731,51,48,43,42,39,42,38,43,39,37,38,47,45,100
1732,37,81,70,42,69,93,52,30,55,48,82,42,1,100
1733,89,73,70,95,65,100,45,40,31,67,94,43,1,100
1734,79,45,59,71,51,34,37,50,47,66,100,45,3,85
1735,36,76,76,68,73,66,46,30,45,67,98,32,6,94
1736,41,44,42,46,41,46,38,42,42,45,42,43,50,100
1737,43,38,50,44,41,46,39,41,39,43,49,49,43,74
1738,100,95,95,100,89,96,49,42,47,47,100,39,4,100
1739,85,68,100,74,74,82,55,47,54,60,91,37,5,100
1740,64,39,37,76,45,69,66,33,41,42,93,45,1,100
1741,43,42,42,47,41,43,41,37,46,47,43,40,45,100
1745,45,85,78,54,100,81,64,45,53,75,81,50,9,100
1746,70,39,53,45,46,43,64,37,31,51,81,52,1,100
1747,47,41,45,47,41,46,34,41,41,42,44,43,50,100
1748,41,41,40,43,43,39,39,38,44,47,40,44,39,100
1749,47,48,40,48,45,48,40,40,40,43,36,46,39,89
1750,46,41,47,45,39,44,39,35,43,45,42,44,46,100
1751,87,48,55,76,73,55,73,39,50,67,88,40,3,100
1752,77,53,62,73,44,64,56,39,38,63,80,38,1,100
1754,61,60,34,63,29,48,31,50,52,67,95,44,1,91
1756,37,42,38,44,41,43,39,41,39,47,42,44,47,100
1757,49,44,38,38,41,46,37,44,46,37,49,46,41,90
1758,33,43,40,41,41,39,38,36,39,45,43,47,38,100
1759,7,43,40,29,9,42,56,42,39,71,100,42,5,100
1760,34,87,92,41,81,64,55,33,38,41,91,35,1,100
1762,16,40,67,1,16,36,37,46,49,44,97,40,1,100
1763,68,54,52,95,68,70,38,42,44,63,78,54,5,100
1764,12,82,98,36,90,84,64,40,57,44,77,41,2,100
1766,73,77,78,80,35,39,33,47,47,56,98,49,5,45
1767,96,59,70,98,39,73,56,43,44,55,71,49,4,100
1768,46,39,42,44,41,37,41,44,46,48,42,47,44,76
1769,69,65,97,39,88,73,62,48,31,37,72,43,2,100
1770,12,39,36,45,22,6,47,38,43,62,87,29,1,100
1771,59,39,36,38,68,52,53,36,50,56,79,40,5,100
1772,35,32,62,29,43,11,29,36,49,53,77,50,7,100
1773,7,72,82,23,63,71,57,41,41,52,90,51,4,100
1774,38,44,43,40,49,43,41,38,44,42,46,44,41,100
1775,90,75,38,74,42,64,35,41,43,41,88,50,3,93
1776,1,76,83,7,68,77,59,43,36,60,94,45,1,100
1777,39,38,41,38,48,41,40,37,43,47,45,41,43,99
1778,39,48,48,44,43,48,36,42,47,44,45,45,41,100
1779,40,100,71,35,61,72,32,45,40,58,82,39,1,100
1781,52,55,46,54,75,60,64,46,41,74,70,37,6,100
1782,37,37,47,37,48,38,41,40,42,44,47,44,42,98
1783,89,70,62,69,66,38,63,44,49,44,100,36,5,100
1784,42,40,38,42,48,44,37,37,41,39,43,49,40,80
1785,73,82,100,51,86,92,43,46,40,65,75,32,1,100
1786,36,100,69,41,94,79,47,47,43,61,81,40,1,100
1787,30,47,45,65,58,37,65,45,35,33,76,29,2,100
1788,25,77,62,13,21,3,38,35,34,44,91,47,1,100
1789,93,68,47,83,60,58,50,40,45,43,91,45,1,100
1790,42,45,41,41,50,43,40,36,41,40,48,37,39,94
1791,34,98,86,49,75,68,71,33,42,41,82,45,4,77
1792,40,100,93,17,93,79,64,47,34,42,81,47,2,70
1793,89,39,67,93,68,65,39,34,49,68,80,52,1,100
1794,99,40,52,100,52,68,63,48,52,44,89,39,6,100
1795,63,80,63,49,82,65,56,41,43,72,92,39,5,100
1796,22,43,65,41,8,19,37,39,40,68,69,53,4,99
1797,77,68,48,100,60,70,40,43,46,62,75,43,2,75
1798,42,40,44,44,45,45,40,41,42,43,47,45,42,99
1799,31,43,54,71,60,43,38,49,45,40,77,40,5,100
1800,21,84,91,9,88,77,61,36,34,43,100,32,8,91
1802,42,39,40,44,47,48,42,43,36,44,40,46,40,87
1803,52,84,99,64,81,68,30,48,37,40,89,41,1,93
1804,83,45,44,87,33,59,68,47,47,63,84,47,1,97
1805,68,76,46,63,36,44,41,46,36,68,78,34,5,77
1807,67,77,90,69,100,81,29,34,50,43,92,48,1,100
1808,36,60,51,53,72,73,34,40,46,39,77,37,7,95
1809,65,40,33,41,45,36,47,32,46,40,76,43,6,99
1810,55,95,79,40,98,86,58,38,42,52,80,48,1,98
1811,49,43,46,47,42,50,41,39,42,44,44,42,43,100
1812,38,37,46,42,47,42,36,35,38,40,37,46,37,100
1813,8,74,67,18,84,94,71,42,52,65,79,43,1,98
1814,100,45,32,81,33,65,60,35,41,54,78,48,6,96
1815,44,44,37,49,48,39,37,38,46,43,42,43,46,87
1816,48,38,42,49,36,46,40,40,39,44,46,44,45,99
1817,36,37,65,8,45,23,49,30,32,37,84,30,1,100
1818,73,82,66,78,69,88,68,38,54,53,79,43,1,94
1819,66,63,57,72,43,73,34,38,40,33,80,39,1,100
1820,27,51,39,38,37,22,70,50,34,61,77,53,9,97
1821,43,42,38,38,46,43,40,39,45,44,47,39,49,100
1822,43,38,37,45,47,38,35,38,44,42,45,44,43,100
1823,69,51,56,100,36,72,44,36,32,51,86,46,3,80
1824,62,86,63,40,91,86,41,38,40,57,72,45,1,96
1825,37,46,48,16,12,14,31,38,34,35,98,33,1,95
1826,45,47,38,47,44,44,35,40,41,40,38,39,42,85
1827,24,61,68,30,20,24,64,44,45,36,86,49,5,80
1828,10,72,39,24,29,5,40,48,30,43,74,43,6,93
1830,42,91,91,53,72,65,54,31,45,52,74,53,5,94
1832,45,46,37,46,38,45,39,42,43,43,47,50,48,91
1833,48,40,39,40,44,49,41,41,41,44,46,47,39,81
1834,44,45,42,45,43,42,43,39,42,44,43,41,45,100
1835,42,45,49,44,38,44,38,42,43,46,45,43,48,95
1836,66,65,49,41,74,71,46,35,48,38,86,31,1,92
1837,25,84,71,7,89,94,45,33,45,40,100,45,1,100
1839,58,68,31,63,53,48,63,37,44,66,92,43,4,100
1840,44,48,67,55,45,48,60,36,42,61,99,44,6,97
1841,42,39,43,39,49,48,34,40,49,39,40,39,43,86
1842,48,40,44,41,47,40,38,36,46,39,45,38,46,100
1843,44,44,43,47,41,39,39,38,45,40,40,47,41,95
1846,63,52,68,66,55,47,44,35,42,33,100,47,1,94
1847,51,100,100,60,72,100,44,31,29,51,87,35,6,90
1848,100,90,87,69,81,67,46,47,42,67,83,56,1,93
1851,43,83,89,25,88,93,45,51,54,49,95,41,1,100
1852,43,72,51,12,35,6,65,40,36,56,83,35,4,98
1853,42,45,39,45,44,45,39,36,41,39,44,47,44,81
1854,34,56,73,5,20,9,65,40,43,34,76,45,4,100
1855,28,95,99,21,60,75,44,51,46,53,100,43,5,99
1856,99,100,65,69,81,73,51,38,38,62,100,47,3,100
1857,11,97,100,8,88,100,44,45,48,64,87,40,2,94
1858,45,47,47,44,42,45,38,38,48,39,41,43,44,83
1859,46,43,43,43,38,45,41,41,40,41,47,40,40,100
1860,67,86,97,50,95,62,65,40,56,55,97,42,2,100
1861,84,73,67,62,60,29,52,41,41,67,72,47,2,100
1862,93,77,82,82,75,88,57,39,53,46,92,52,10,99
1863,46,46,43,45,41,42,43,39,46,47,45,40,44,91
1864,88,48,46,98,47,65,33,38,48,65,86,37,1,90
1865,97,48,63,88,41,33,57,30,40,46,100,30,7,100
1867,48,40,50,49,40,43,38,39,49,41,40,42,41,57
1868,42,41,59,53,70,65,41,44,36,62,88,38,1,89
1869,41,42,44,41,46,43,37,42,46,39,50,39,40,100
1870,33,67,40,46,35,70,54,44,52,40,80,49,3,100
1871,47,88,99,58,74,90,32,27,39,36,85,46,7,99
1872,29,68,44,26,14,22,48,41,40,50,75,42,1,81
1873,47,45,38,68,53,68,40,42,51,57,81,41,2,100
1874,72,47,38,94,48,36,34,36,48,59,79,35,8,86
1875,41,46,45,43,40,47,38,38,44,44,43,42,49,77
1876,99,59,61,81,68,36,33,49,38,37,76,32,2,81
1877,24,68,100,3,81,76,33,40,48,59,94,46,1,88
1878,69,74,83,69,73,80,58,43,46,71,95,49,4,68
1879,77,60,82,93,82,100,60,49,34,44,75,39,2,100
1880,27,37,45,16,20,32,65,31,47,61,85,35,1,69
1881,12,36,41,41,35,3,44,50,44,41,76,51,4,97
1882,20,88,69,21,85,100,39,30,39,53,96,39,8,64
1883,40,41,38,46,39,48,38,39,44,44,45,43,39,97
1884,68,90,95,96,79,80,35,31,40,58,98,53,9,77
1885,27,74,71,21,81,64,51,49,49,45,91,37,1,80
