"PlayerID","Jersey","FirstName","LastName","Age","Experience","Height","Weight","Position","city","mascot","Overall","Strength","Agility","Arm","Speed","Hands","Intelligence","Accuracy","RunBlocking","PassBlocking","Tackling","Endurance","KickDistance","KickAccuracy","trait1","Leadership","WorkEthic","Competitiveness","TeamPlayer","Sportsmanship","SocialDisposition","Money","Security","Loyalty","Winning","PlayingTime","CloseToHome","MarketSize","Morale","QB","RB","FB","WR","TE","G","T","C","P","K","DT","DE","LB","CB","SS","FS","1989","1990","1991","1992","1993","1994"
"2538","50","Fredd","Young","28","4","73","233","LB","New York","Jets","79","62","72","1","79","47","59","1","1","1","71","87","1","3",NULL,"97","60","44","89","42","38","72","48","46","42","81","42","43","48","1","1","1","1","1","1","1","1","1","1","1","6","53","1","1","1","2000000","1800000","1600000","0","0","0"
"2539","50","Fred","McNeill","37","4","74","229","LB",NULL,NULL,"55","43","46","1","55","10","41","1","1","1","55","44","1","1",NULL,"17","97","68","31","98","76","77","43","44","38","82","31","64","78","1","1","1","1","1","1","1","1","1","1","1","15","53","1","30","1","0","0","0","0",NULL,NULL
"2540","57","Bryan","Hinkle","30","4","73","222","LB","Chicago","Cardinals","75","51","58","1","74","39","60","1","1","1","77","72","1","1",NULL,"19","63","94","18","93","78","86","30","49","53","73","45","34","70","1","1","1","1","1","1","1","1","1","1","1","14","72","1","19","1","250000","0","0","0","0","0"
"2541","54","Jim","Collins","31","4","74","230","LB",NULL,NULL,"71","69","62","1","58","35","52","1","1","1","62","63","1","1",NULL,"38","32","68","7","36","12","75","48","44","55","90","40","44","44","1","1","1","1","1","1","1","1","1","1","1","10","72","1","19","1","0","0","0","0",NULL,NULL
"2542","55","Buddy","Curry","31","4","76","224","LB","Oakland","Raiders","81","77","65","1","71","41","52","1","1","1","70","86","1","1",NULL,"33","44","55","39","55","69","100","48","44","56","73","39","68","81","1","1","1","1","1","1","1","1","1","1","1","15","77","1","15","1","1700000","1700000","1700000","0","0",NULL
"2543","93","Cliff","Odom","31","4","74","237","LB","Oakland","Raiders","81","65","62","1","79","42","62","1","1","1","75","84","1","1",NULL,"48","73","71","53","86","60","73","48","34","66","86","41","37","81","1","1","1","1","1","1","1","1","1","1","1","19","69","1","24","1","1200000","1200000","1200000","0","0",NULL
"2544","55","Don","Blackmon","31","4","75","235","LB",NULL,NULL,"70","61","66","1","64","49","50","1","1","1","66","79","1","1",NULL,"52","49","33","45","61","50","92","37","42","67","97","40","41","95","1","1","1","1","1","1","1","1","1","1","1","20","40","1","13","1","0","0","0","0",NULL,NULL
"2545","98","Johnie","Cooks","31","4","76","247","LB","Tampa Bay","Buccaneers","78","71","64","1","68","44","52","1","1","1","72","89","1","1",NULL,"18","58","45","37","31","17","97","45","49","37","73","47","45","15","1","1","1","1","1","1","1","1","1","1","1","13","66","1","8","1","1400000","0","0","0","0",NULL
"2546","59","John","Rade","29","4","73","232","LB",NULL,NULL,"77","67","66","1","70","34","53","1","1","1","66","76","1","1",NULL,"30","89","60","37","63","100","74","33","39","52","76","40","33","93","1","1","1","1","1","1","1","1","1","1","1","1","95","1","1","1","0","0","0","0","0",NULL
"2547","55","Michael","Jackson","32","4","73","220","LB",NULL,NULL,"63","39","53","1","50","32","52","1","1","1","71","54","1","1",NULL,"95","68","86","87","72","95","98","39","49","64","98","35","31","65","1","1","1","1","1","1","1","1","1","1","1","15","86","1","1","1","0","0","0","0",NULL,NULL
"2548","56","Al","Richardson","32","4","74","211","LB",NULL,NULL,"61","43","54","1","58","28","39","1","1","1","58","56","1","1",NULL,"32","70","43","30","51","54","86","37","44","60","80","49","34","73","1","1","1","1","1","1","1","1","1","1","1","17","87","1","25","1","0","0","0","0",NULL,NULL
"2549","52","Scot","Brantley","31","4","73","230","LB",NULL,NULL,"68","53","58","1","64","27","55","1","1","1","68","63","1","1",NULL,"88","59","53","100","68","65","72","44","32","50","89","34","59","28","1","1","1","1","1","1","1","1","1","1","1","25","62","1","29","1","0","0","0","0",NULL,NULL
"2550","58","Ervin","Randle","27","4","73","250","LB","Detroit","Lions","78","67","64","1","64","38","49","1","1","1","80","81","1","1",NULL,"76","90","66","66","92","82","86","33","50","62","96","35","55","88","1","1","1","1","1","1","1","1","1","1","1","1","78","1","1","1","2300000","2300000","2300000","0","0","0"
"2551","57","Darren","Comeaux","29","4","73","227","LB","New York","Jets","80","59","66","1","74","40","61","1","1","1","80","66","1","1",NULL,"4","69","100","11","86","66","84","45","50","59","78","33","56","54","1","1","1","1","1","1","1","1","1","1","1","14","74","1","16","1","2000000","2000000","0","0","0","0"
"2553","56","Ron","Simpkins","31","4","73","235","LB",NULL,NULL,"68","56","57","1","60","25","57","1","1","1","64","60","1","1",NULL,"75","61","46","100","56","66","84","42","40","67","76","30","62","69","1","1","1","1","1","1","1","1","1","1","1","27","76","1","12","1","0","0","0","0",NULL,NULL
"2555","55","Ron","Ferrari","30","4","72","212","LB","Baltimore","Ravens","72","59","59","1","54","37","47","1","1","1","73","62","1","1",NULL,"99","42","35","100","58","59","100","39","40","51","86","32","45","1","1","1","1","1","1","1","1","1","1","1","1","1","97","1","1","1","1600000","1600000","0","0","0",NULL
"2556","52","Tom","Polley","27","4","75","246","LB",NULL,NULL,"77","68","70","1","66","32","46","1","1","1","68","68","1","1",NULL,"24","89","78","20","91","71","85","30","49","58","91","30","43","24","1","1","1","1","1","1","1","1","1","1","1","1","93","1","4","1","0","0","0","0",NULL,NULL
"2559","37","Harry","Hamilton","27","4","72","194","FS","New York","Giants","82","45","85","1","76","56","69","1","1","1","67","71","1","1",NULL,"13","52","49","21","27","31","73","32","33","34","74","38","38","94","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","63","1300000","0","0","0","0","0"
"2560","33","William","Graham","30","4","71","191","FS",NULL,NULL,"71","52","74","1","65","56","49","1","1","1","61","67","1","1",NULL,"90","69","78","70","98","99","89","36","42","63","86","39","31","26","1","1","1","1","1","1","1","1","1","1","1","1","1","8","4","51","0","0",NULL,NULL,NULL,NULL
"2561","37","Anthony","Young","26","4","71","187","FS",NULL,NULL,"72","35","62","1","70","55","54","1","1","1","64","81","1","1",NULL,"84","40","40","79","33","47","75","41","48","45","85","46","60","88","1","1","1","1","1","1","1","1","1","1","1","1","1","10","4","72","0","0","0","0",NULL,NULL
"2562","31","Tony","Lilly","27","4","72","199","FS",NULL,NULL,"73","43","78","1","66","54","58","1","1","1","63","71","1","1",NULL,"35","73","45","29","30","23","70","49","43","45","89","33","44","54","1","1","1","1","1","1","1","1","1","1","1","1","1","12","1","59","0","0","0","0",NULL,NULL
"2563","28","Keith","Nord","32","4","72","197","FS",NULL,NULL,"67","32","60","1","72","54","59","1","1","1","45","64","1","1",NULL,"63","92","97","70","85","72","91","32","46","55","70","37","48","12","1","1","1","1","1","1","1","1","1","1","1","1","1","23","22","53","0","0","0","0",NULL,NULL
"2564","48","Reggie","Phillips","29","4","70","170","FS",NULL,NULL,"70","38","75","1","78","37","50","1","1","1","60","82","1","1",NULL,"35","36","66","25","24","40","70","30","41","30","97","40","48","35","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","40","0","0","0","0",NULL,NULL
"2565","40","David","Croudip","30","4","68","183","FS",NULL,NULL,"75","41","77","1","66","56","44","1","1","1","66","77","1","1",NULL,"46","40","50","53","64","52","71","37","49","62","73","42","68","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","84","0","0","0","0",NULL,NULL
"2566","46","Anthony","Tuggle","26","4","73","211","FS",NULL,NULL,"72","47","73","1","66","49","52","1","1","1","56","68","1","1",NULL,"69","93","84","67","78","93","81","46","32","57","83","33","52","57","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","82","0","0","0","0",NULL,NULL
"2567","18","Scott","Norwood","29","4","72","207","K",NULL,NULL,"71","10","32","13","35","27","63","1","1","1","20","85","70","82",NULL,"62","65","68","94","80","79","76","34","33","68","79","38","37","5","1","1","1","1","1","1","1","1","1","57","1","1","1","1","1","1","0","0",NULL,NULL,NULL,NULL
"2568","1","Fuad","Reveiz","26","4","71","225","K",NULL,NULL,"74","19","38","15","46","15","70","1","1","1","18","83","70","79",NULL,"1","43","34","11","37","39","74","44","32","31","83","45","66","1","1","1","1","1","1","1","1","1","1","77","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2570","3","Rick","Donnelly","27","4","72","195","P","London","Monarchs","74","23","34","9","47","9","52","1","1","1","4","81","82","76",NULL,"49","44","54","41","64","38","79","46","48","52","72","39","70","68","1","1","1","1","1","1","1","1","93","1","1","1","1","1","1","1","1200000","1200000","1200000","0","0","0"
"2571","83","Pat","Beach","30","4","76","247","TE","Virginia","Destroyers","77","61","60","1","73","75","59","1","43","44","43","69","1","1",NULL,"25","47","42","24","32","34","82","30","39","33","71","43","38","30","1","1","1","1","54","1","1","1","1","1","1","1","1","1","1","1","1500000","2000000","0","0","0","0"
"2572","59","Eugene","Lockhart","28","4","74","234","LB",NULL,NULL,"74","59","72","1","63","48","60","1","1","1","79","76","1","1",NULL,"14","50","35","6","16","27","72","42","35","37","98","33","58","69","1","1","1","1","1","1","1","1","1","1","1","9","31","1","9","1","0","0","0","0","0",NULL
"2573","30","Tiger","Greene","27","4","72","194","FS","Green Bay","Packers","78","60","65","1","72","59","60","1","1","1","70","82","1","1",NULL,"78","68","74","91","68","62","91","35","31","64","71","41","62","26","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","77","1800000","0","0","0","0","0"
"2574","52","Jack","Del Rio","26","4","76","246","LB","Oakland","Raiders","77","73","72","1","67","40","61","1","1","1","71","73","1","1",NULL,"67","92","85","40","90","90","76","39","36","48","94","42","38","58","1","1","1","1","1","1","1","1","1","1","1","1","39","1","1","1","1100000","1100000","0","0","0",NULL
"2586","40","Hokie","Gajan","30","4","71","220","FB",NULL,NULL,"81","57","55","1","66","50","53","1","64","40","33","71","1","1",NULL,"27","64","61","8","34","15","92","35","46","58","76","34","36","29","1","1","64","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"2587","87","Earnest","Gray","32","4","75","195","WR",NULL,NULL,"66","14","72","1","64","69","48","1","13","10","18","73","1","1",NULL,"38","97","74","40","83","85","91","47","44","65","93","50","36","44","1","1","1","67","11","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2589","80","Kenny","Duckett","30","4","72","184","WR",NULL,NULL,"64","26","70","1","59","69","39","1","17","5","12","71","1","1",NULL,"29","53","50","26","30","20","100","48","32","42","90","37","55","10","1","1","1","60","23","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2590","86","Gregg","Garrity","29","4","70","171","WR",NULL,NULL,"68","35","75","1","64","64","56","1","22","17","25","68","1","1",NULL,"49","51","51","58","57","59","95","49","34","69","96","34","64","49","1","1","1","53","2","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2591","89","Lindsay","Scott","29","4","73","195","WR",NULL,NULL,"66","25","65","1","63","66","51","1","21","1","21","64","1","1",NULL,"1","64","91","2","61","96","80","39","40","38","93","48","35","93","1","1","1","85","13","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2592","89","Dan","Ross","32","4","76","238","TE",NULL,NULL,"74","65","58","1","55","73","47","1","55","36","40","83","1","1",NULL,"15","85","85","37","90","82","83","49","47","31","76","34","48","35","1","1","1","13","60","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"2593","89","Ed","West","28","4","73","250","TE",NULL,NULL,"77","54","67","1","78","64","54","1","47","36","43","67","1","1",NULL,"57","71","56","55","45","61","82","32","37","43","91","32","56","1","1","1","1","1","95","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0",NULL
"2594","89","Earl","Cooper","32","4","74","227","TE",NULL,NULL,"69","55","54","1","60","60","57","1","41","37","24","72","1","1",NULL,"33","85","92","48","75","77","97","36","34","59","79","48","60","1","1","1","1","14","84","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2595","84","Joe","Rose","32","4","75","228","TE",NULL,NULL,"69","49","64","1","64","58","62","1","42","29","30","74","1","1",NULL,"65","32","53","95","38","58","89","41","42","58","84","49","61","80","1","1","1","16","80","1","1","1","1","1","1","1","1","1","1","1","0","0",NULL,NULL,NULL,NULL
"2598","71","Ron","Solt","27","4","75","279","G","Kansas City","Chiefs","76","73","49","1","47","19","72","1","75","61","42","74","1","1",NULL,"41","37","31","43","40","56","86","43","44","57","73","46","41","39","1","1","1","1","1","69","4","1","1","1","1","1","1","1","1","1","1600000","1600000","0","0","0","0"
"2601","62","Glen","Titensor","31","4","76","263","G",NULL,NULL,"64","62","42","1","43","1","53","1","63","56","33","62","1","1",NULL,"70","71","100","70","96","86","79","38","38","66","85","30","41","32","1","1","1","1","1","54","18","17","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2604","96","Reggie","Camp","28","4","76","274","DE",NULL,NULL,"80","77","67","1","61","31","55","1","1","1","55","67","1","1",NULL,"79","57","43","97","61","39","100","30","39","48","80","34","63","65","1","1","1","1","1","1","1","1","1","1","1","100","1","1","1","1","0","0","0","0","0","0"
"2605","94","Elvis","Franks","32","4","76","252","DE",NULL,NULL,"63","63","44","1","56","15","33","1","1","1","43","45","1","1",NULL,"69","61","60","65","64","71","76","30","42","41","71","49","46","84","1","1","1","1","1","1","1","1","1","1","7","90","8","1","1","1","0","0","0","0",NULL,NULL
"2607","58","Riki","Ellison","29","4","74","225","LB",NULL,NULL,"76","57","61","1","63","47","54","1","1","1","81","82","1","1",NULL,"24","62","60","23","36","5","72","35","33","53","80","39","69","44","1","1","1","1","1","1","1","1","1","1","1","1","75","1","1","1","0","0","0","0",NULL,NULL
"2611","58","Jeff","Davis","29","4","72","230","LB",NULL,NULL,"78","59","73","1","75","43","62","1","1","1","71","81","1","1",NULL,"6","65","36","34","34","30","90","41","41","62","81","50","49","76","1","1","1","1","1","1","1","1","1","1","1","7","65","1","21","1","0","0","0","0","0","0"
"2612","57","Dave","Ahrens","31","4","75","238","LB",NULL,NULL,"68","53","55","1","52","35","53","1","1","1","73","70","1","1",NULL,"60","79","94","33","93","78","75","30","35","48","70","50","49","51","1","1","1","1","1","1","1","1","1","1","1","19","79","1","24","1","0","0","0","0",NULL,NULL
"2613","54","Greg","Gaines","31","4","75","220","LB",NULL,NULL,"69","58","58","1","58","31","64","1","1","1","58","71","1","1",NULL,"80","72","76","91","68","88","81","44","33","44","86","32","43","29","1","1","1","1","1","1","1","1","1","1","1","3","98","1","3","1","250000","250000","250000","0",NULL,NULL
"2614","54","Reggie","McKenzie","26","4","73","240","LB","Tampa Bay","Buccaneers","81","75","61","1","74","38","57","1","1","1","69","73","1","1",NULL,"33","58","45","37","9","28","78","39","37","51","86","33","65","1","1","1","1","1","1","1","1","1","1","1","1","1","79","1","7","1","2982400","2982400","2982400","0","0",NULL
"2615","50","Jackie","Shipp","27","4","74","235","LB",NULL,NULL,"70","57","59","1","56","36","45","1","1","1","73","70","1","1",NULL,"15","97","63","40","78","75","90","32","42","39","92","44","69","83","1","1","1","1","1","1","1","1","1","1","1","9","71","1","10","1","0","0","0","0",NULL,NULL
"2617","56","James","Haynes","29","4","74","230","LB",NULL,NULL,"70","63","62","1","56","37","58","1","1","1","66","75","1","1",NULL,"76","79","98","61","87","75","81","37","42","69","71","34","63","49","1","1","1","1","1","1","1","1","1","1","1","6","62","1","3","1","0","0","0","0",NULL,NULL
"2618","59","John","Woodring","30","4","74","232","LB",NULL,NULL,"67","49","61","1","56","27","51","1","1","1","66","73","1","1",NULL,"38","71","32","34","60","69","83","45","32","45","80","45","38","62","1","1","1","1","1","1","1","1","1","1","1","1","91","1","13","1","0","0","0","0",NULL,NULL
"2619","54","Tony","Caldwell","28","4","73","225","LB",NULL,NULL,"66","46","56","1","60","18","46","1","1","1","67","63","1","1",NULL,"81","67","62","74","99","70","94","46","38","61","74","43","43","92","1","1","1","1","1","1","1","1","1","1","1","1","92","1","1","1","0","0","0","0",NULL,NULL
"2620","47","Cedric","Mack","29","4","72","193","CB","New York","Jets","83","51","73","1","78","56","60","1","1","1","48","78","1","1",NULL,"38","33","49","15","9","31","98","33","41","43","82","37","55","20","1","1","1","1","1","1","1","1","1","1","1","1","1","64","3","1","1700000","0","0","0","0","0"
"2621","25","Wendell","Cason","26","4","71","191","CB","Seattle","Seahawks","81","47","83","1","79","44","59","1","1","1","44","75","1","1",NULL,"95","68","54","83","47","64","99","44","39","54","85","48","50","1","1","1","1","1","1","1","1","1","1","1","1","1","1","64","4","1","1875000","1850000","1825000","1800000","0",NULL
"2622","29","John","Hendy","27","4","71","196","CB","Cincinnati","Bengals","81","48","66","1","82","49","59","1","1","1","42","84","1","1",NULL,"67","57","56","42","53","59","75","42","33","55","81","50","36","26","1","1","1","1","1","1","1","1","1","1","1","1","1","93","1","1","2188800","0",NULL,NULL,NULL,NULL
"2623","24","Ray","Ellis","30","4","73","192","SS",NULL,NULL,"64","50","68","1","70","43","48","1","1","1","42","76","1","1",NULL,"33","41","35","13","29","13","100","30","35","39","96","44","65","73","1","1","1","1","1","1","1","1","1","1","1","1","29","1","54","12","0","0","0","0",NULL,NULL
"2624","26","Raphel","Cherry","28","4","72","194","FS",NULL,NULL,"77","47","68","1","77","62","48","1","1","1","60","82","1","1",NULL,"3","65","81","31","79","87","72","36","31","63","87","48","66","72","1","1","1","1","1","1","1","1","1","1","1","1","1","1","68","1","0","0","0","0","0",NULL
"2630","48","Randy","Robbins","27","4","74","189","FS","Virginia","Destroyers","76","49","75","1","75","58","55","1","1","1","50","81","1","1",NULL,"56","63","47","46","67","47","80","36","41","46","73","50","59","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","6","79","250000","250000","250000","0",NULL,NULL
"2632","20","Dana","McLemore","29","4","70","183","FS",NULL,NULL,"76","43","78","1","81","54","65","1","1","1","50","74","1","1",NULL,"42","70","66","69","83","96","91","37","47","68","77","34","55","60","1","1","1","1","1","1","1","1","1","1","1","1","1","11","9","57","0","0","0","0","0",NULL
"2633","46","Sean","Thomas","27","4","71","190","FS",NULL,NULL,"70","50","62","1","74","38","48","1","1","1","57","72","1","1",NULL,"98","54","64","88","39","40","74","32","35","45","92","38","61","88","1","1","1","1","1","1","1","1","1","1","1","1","1","13","1","85","0","0","0","0",NULL,NULL
"2634","17","Tony","Franklin","33","4","68","182","K",NULL,NULL,"76","32","41","17","39","26","69","1","1","1","20","84","85","75",NULL,"65","88","91","40","79","100","82","40","33","44","83","42","65","37","1","1","1","1","1","1","1","1","1","46","1","1","1","1","1","1","0","0","0","0","0","0"
"2635","66","Doug","English","36","4","77","255","DT",NULL,NULL,"64","61","56","1","49","36","46","1","1","1","51","66","1","1",NULL,"45","91","85","56","68","71","78","30","49","31","84","36","65","3","1","1","1","1","1","1","1","1","1","1","82","30","1","1","1","1","0","0","0","0",NULL,NULL
"2636","74","William","Perry","27","4","74","325","DT","London","Monarchs","78","73","56","1","57","44","60","1","1","1","63","63","1","1","MediaDarling","48","94","96","38","91","68","88","43","34","67","85","47","51","59","1","1","1","1","1","1","1","1","1","1","98","1","1","1","1","1","1550000","1550000","0","0","0","0"
"2637","67","David","Galloway","30","4","75","277","DT",NULL,NULL,"71","69","56","1","62","21","46","1","1","1","61","63","1","1",NULL,"66","68","41","67","54","62","95","47","33","34","97","41","60","94","1","1","1","1","1","1","1","1","1","1","79","5","1","1","1","1","0","0","0","0","0","0"
"2639","69","Greg","Meisner","30","4","75","257","DT","Baltimore","Ravens","73","75","59","1","55","27","44","1","1","1","56","68","1","1",NULL,"68","31","68","52","56","31","87","32","35","46","87","37","67","37","1","1","1","1","1","1","1","1","1","1","96","1","1","1","1","1","250000","0","0","0","0","0"
"2640","58","Freddie Joe","Nunn","27","4","77","262","LB","San Francisco","49ers","80","71","72","1","67","48","69","1","1","1","71","79","1","1",NULL,"43","72","68","43","71","55","84","50","43","57","89","37","34","81","1","1","1","1","1","1","1","1","1","1","1","1","66","1","1","1","3500000","3500000","3850000","0","0",NULL
"2641","81","Stephen","Starring","28","4","70","172","WR","Minnesota","Vikings","74","39","70","1","72","67","47","1","29","15","28","67","1","1",NULL,"32","53","33","7","38","40","85","44","50","62","97","38","47","11","1","1","1","98","7","1","1","1","1","1","1","1","1","1","1","1","250000","250000","0","0","0",NULL
"2655","32","Randy","McMillan","31","4","72","219","FB","Seattle","Seahawks","82","78","67","1","73","48","58","1","57","35","18","81","1","1",NULL,"100","77","72","100","64","85","94","48","38","64","84","32","48","66","1","19","76","1","1","1","1","1","1","1","1","1","1","1","1","1","2050000","0","0","0","0","0"
"2656","39","Earl","Ferrell","31","4","72","225","FB",NULL,NULL,"75","56","51","1","69","60","46","1","51","41","25","65","1","1",NULL,"56","81","66","70","99","80","87","30","47","69","91","42","62","66","1","11","52","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"2660","87","Kevin","House","31","3","73","181","WR",NULL,NULL,"65","25","69","1","71","57","41","1","22","4","18","78","1","1",NULL,"98","92","97","69","63","95","99","42","31","34","87","46","40","56","1","1","1","59","39","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2662","89","Matt","Bouza","30","3","75","211","WR",NULL,NULL,"66","35","61","1","70","60","43","1","6","1","19","74","1","1",NULL,"42","91","94","59","100","95","100","48","34","53","79","33","55","39","1","1","1","74","33","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2664","89","Herkie","Walls","28","4","68","159","WR",NULL,NULL,"66","16","74","1","57","77","37","1","3","1","22","63","1","1",NULL,"25","85","89","13","100","86","85","42","33","45","91","35","61","65","1","1","1","82","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2669","85","Tim","Wrightman","29","4","75","237","TE","Virginia","Destroyers","78","57","60","1","77","82","54","1","54","41","34","84","1","1",NULL,"47","75","98","49","60","64","90","43","33","58","75","42","65","1","1","1","1","2","31","1","1","1","1","1","1","1","1","1","1","1","1250000","1000000","0","0","0",NULL
"2674","70","Dan","McQuaid","29","4","79","278","T",NULL,NULL,"68","62","40","1","31","1","63","1","64","64","31","56","1","1",NULL,"88","56","44","99","61","61","97","43","40","36","91","32","38","86","1","1","1","1","1","11","78","12","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2683","75","Eric","Williams","27","4","76","282","DE",NULL,NULL,"78","75","48","1","62","35","56","1","1","1","68","75","1","1",NULL,"18","48","57","29","15","6","79","48","36","61","97","46","68","76","1","1","1","1","1","1","1","1","1","1","1","32","2","1","1","1","0","0","0","0",NULL,NULL
"2684","67","Doug","Reed","29","4","75","254","DT","Chicago","Bears","80","82","65","1","54","29","65","1","1","1","66","61","1","1",NULL,"11","70","86","39","70","75","86","43","34","43","94","46","31","18","1","1","1","1","1","1","1","1","1","1","68","42","8","1","1","1","2310000","0",NULL,NULL,NULL,NULL
"2685","76","Keith","Ferguson","30","4","77","252","DE",NULL,NULL,"66","70","49","1","60","32","40","1","1","1","44","59","1","1",NULL,"41","65","50","73","33","52","97","38","31","33","70","39","69","2","1","1","1","1","1","1","1","1","1","1","14","49","14","1","1","1","0","0","0","0",NULL,NULL
"2689","59","Bruce","Scholtz","31","4","78","240","LB",NULL,NULL,"64","41","62","1","68","41","60","1","1","1","57","58","1","1",NULL,"32","79","62","68","64","87","78","50","41","37","86","46","57","1","1","1","1","1","1","1","1","1","1","1","1","16","61","1","19","1","0","0","0","0",NULL,NULL
"2690","52","Eugene","Marve","29","4","74","237","LB",NULL,NULL,"65","52","71","1","54","25","60","1","1","1","66","67","1","1",NULL,"25","73","98","38","90","92","95","38","35","37","78","48","48","37","1","1","1","1","1","1","1","1","1","1","1","29","39","1","31","1","0","0","0","0",NULL,NULL
"2692","54","Jim","Morrissey","27","4","75","223","LB","Chicago","Cardinals","73","51","73","1","70","46","52","1","1","1","76","77","1","1",NULL,"38","97","76","37","94","98","75","43","33","57","83","37","44","9","1","1","1","1","1","1","1","1","1","1","1","9","39","1","1","1","250000","0","0","0","0","0"
"2701","90","Ed","Brady","27","4","74","238","LB",NULL,NULL,"65","61","52","1","50","19","45","1","1","1","61","63","1","1",NULL,"59","68","83","55","63","64","89","32","44","52","80","45","39","75","1","1","1","1","1","1","1","1","1","1","1","1","86","1","1","1","0","0","0","0",NULL,NULL
"2704","36","Bruce","McNorton","30","4","71","175","CB","Seattle","Seahawks","81","42","81","1","76","68","60","1","1","1","38","72","1","1",NULL,"66","44","64","77","62","30","77","32","43","57","90","43","35","48","1","1","1","1","1","1","1","1","1","1","1","1","1","43","10","17","1850000","1850000","1850000","0","0","0"
"2705","21","Willie","Teal","32","4","70","195","CB",NULL,NULL,"68","42","60","1","68","54","34","1","1","1","39","59","1","1",NULL,"43","28","46","67","63","49","83","50","36","67","73","30","61","75","1","1","1","1","1","1","1","1","1","1","1","1","1","55","14","17","0","0","0","0",NULL,NULL
"2706","28","Patrick","Allen","28","4","70","180","CB","London","Monarchs","80","37","81","1","83","45","56","1","1","1","38","79","1","1",NULL,"62","68","33","41","42","61","74","36","41","57","96","48","67","47","1","1","1","1","1","1","1","1","1","1","1","1","1","80","1","1","1900000","2150000","0","0","0","0"
"2707","44","Paul","Lankford","31","4","73","185","CB",NULL,NULL,"78","32","69","1","77","58","52","1","1","1","39","68","1","1",NULL,"38","42","40","57","47","40","74","41","34","40","77","34","68","81","1","1","1","1","1","1","1","1","1","1","1","1","1","81","1","10","0","0","0","0","0",NULL
"2710","26","Bobby","Kemp","30","4","72","189","SS",NULL,NULL,"65","53","71","1","63","39","37","1","1","1","50","74","1","1",NULL,"53","78","79","58","61","93","97","34","35","44","87","38","41","67","1","1","1","1","1","1","1","1","1","1","1","1","6","1","71","23","0","0","0","0",NULL,NULL
"2712","35","Lonnie","Young","26","4","73","205","FS","Oakland","Raiders","77","45","76","1","82","51","63","1","1","1","53","72","1","1",NULL,"89","84","94","82","92","90","80","47","45","55","99","30","50","37","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","62","900000","900000","900000","0","0",NULL
"2714","26","Audray","McMillian","27","4","71","190","SS",NULL,NULL,"68","63","67","1","67","50","51","1","1","1","54","68","1","1",NULL,"40","68","49","39","46","29","75","31","31","47","99","41","65","10","1","1","1","1","1","1","1","1","1","1","1","1","6","1","53","1","0","0","0","0",NULL,NULL
"2715","41","Jeff","Griffin","31","4","72","185","CB","Kansas City","Chiefs","79","40","83","1","72","58","56","1","1","1","39","79","1","1",NULL,"89","64","79","90","87","89","71","36","36","64","71","36","48","1","1","1","1","1","1","1","1","1","1","1","1","1","1","68","10","23","1500000","0","0","0","0","0"
"2716","48","Lester","Lyles","27","4","75","209","FS","Detroit","Lions","77","48","67","1","82","48","65","1","1","1","68","80","1","1",NULL,"57","80","97","56","72","80","95","41","45","36","89","42","47","99","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","52","1750000","1750000","1750000","1750000","0","0"
"2717","27","Jim","Perryman","29","4","72","180","CB",NULL,NULL,"70","44","67","1","63","44","44","1","1","1","41","73","1","1",NULL,"28","89","86","36","88","84","87","42","35","47","74","31","42","37","1","1","1","1","1","1","1","1","1","1","1","1","1","83","1","1","0","0","0","0",NULL,NULL
"2718","71","Greg","Kragen","27","4","75","263","DT","New York","Jets","74","78","64","1","57","40","63","1","1","1","58","72","1","1",NULL,"28","65","53","18","20","37","71","36","40","59","93","46","34","18","1","1","1","1","1","1","1","1","1","1","41","11","1","1","1","1","2320000","2320000",NULL,NULL,NULL,NULL
