Season,PlayerID,QB,RB,FB,WR,TE,G,T,C,P,K,DT,DE,LB,CB,SS,FS,Type
1985,2140,1,1,1,1,1,1,1,1,1,1,10,96,5,1,1,1,
1985,2141,0,0,0,0,0,0,0,0,0,0,0,45,97,0,37,0,
1985,2141,1,1,1,1,1,1,1,1,1,1,1,45,97,1,37,1,Training Camp
1985,2141,1,1,1,1,1,1,1,1,1,1,1,39,100,1,21,1,
1985,2142,0,0,0,0,0,0,0,0,0,0,0,11,100,0,12,0,
1985,2142,1,1,1,1,1,1,1,1,1,1,1,11,100,1,12,1,Training Camp
1985,2142,1,1,1,1,1,1,1,1,1,1,1,1,100,1,4,1,
1985,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,69,31,25,
1985,2143,1,1,1,1,1,1,1,1,1,1,1,1,1,69,30,25,Training Camp
1985,2143,1,1,1,1,1,1,1,1,1,1,1,1,1,78,18,6,
1985,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,86,22,25,
1985,2144,1,1,1,1,1,1,1,1,1,1,1,1,1,86,22,25,Training Camp
1985,2144,1,1,1,1,1,1,1,1,1,1,1,1,1,98,6,11,
1985,2145,0,0,0,0,0,0,0,0,0,0,0,0,38,0,83,38,
1985,2145,1,1,1,1,1,1,1,1,1,1,1,1,37,1,83,38,Training Camp
1985,2145,1,1,1,1,1,1,1,1,1,1,1,1,23,1,92,21,
1985,2146,0,0,0,0,0,0,0,0,0,0,0,0,36,0,87,36,
1985,2146,1,1,1,1,1,1,1,1,1,1,1,1,36,1,87,35,Training Camp
1985,2146,1,1,1,1,1,1,1,1,1,1,1,1,24,1,87,21,
1985,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,84,
1985,2147,1,1,1,1,1,1,1,1,1,1,1,1,1,34,35,84,Training Camp
1985,2147,1,1,1,1,1,1,1,1,1,1,1,1,1,23,25,92,
1985,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,76,
1985,2148,1,1,1,1,1,1,1,1,1,1,1,1,1,22,28,76,Training Camp
1985,2148,1,1,1,1,1,1,1,1,1,1,1,1,1,5,17,78,
1985,2149,0,0,0,0,0,0,0,0,0,0,0,0,19,0,97,25,
1985,2149,1,1,1,1,1,1,1,1,1,1,1,1,19,1,97,25,Training Camp
1985,2149,1,1,1,1,1,1,1,1,1,1,1,1,5,1,100,11,
1985,2150,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,
1985,2150,1,1,1,1,1,1,1,1,1,91,1,1,1,1,1,1,Training Camp
1985,2150,1,1,1,1,1,1,1,1,1,91,1,1,1,1,1,1,
1985,2151,0,0,0,33,78,0,0,0,0,0,0,0,0,0,0,0,
1985,2151,1,1,1,33,78,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2151,1,1,1,27,89,1,1,1,1,1,1,1,1,1,1,1,
1985,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,89,
1985,2152,1,1,1,1,1,1,1,1,1,1,1,1,1,9,19,89,Training Camp
1985,2152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,100,
1985,2153,0,0,0,62,12,0,0,0,0,0,0,0,0,0,0,0,
1985,2153,1,1,1,62,12,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2153,1,1,1,78,2,1,1,1,1,1,1,1,1,1,1,1,
1985,2154,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,70,
1985,2154,1,1,1,1,1,1,1,1,1,1,1,1,1,20,21,70,Training Camp
1985,2154,1,1,1,1,1,1,1,1,1,1,1,1,1,12,9,78,
1985,2155,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2155,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2155,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2156,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2156,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2156,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2158,0,0,0,98,38,0,0,0,0,0,0,0,0,0,0,0,
1985,2158,1,1,1,98,37,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2158,1,1,1,98,27,1,1,1,1,1,1,1,1,1,1,1,
1985,2159,0,0,0,0,0,0,0,0,0,0,97,28,0,0,0,0,
1985,2159,1,1,1,1,1,1,1,1,1,1,97,28,1,1,1,1,Training Camp
1985,2159,1,1,1,1,1,1,1,1,1,1,97,11,1,1,1,1,
1985,2160,0,0,0,0,0,0,0,0,0,0,0,44,93,0,41,0,
1985,2160,1,1,1,1,1,1,1,1,1,1,1,44,93,1,40,1,Training Camp
1985,2160,1,1,1,1,1,1,1,1,1,1,1,28,96,1,30,1,
1985,2161,0,0,0,0,0,0,0,0,0,0,0,28,86,0,43,0,
1985,2161,1,1,1,1,1,1,1,1,1,1,1,27,86,1,43,1,Training Camp
1985,2161,1,1,1,1,1,1,1,1,1,1,1,14,87,1,30,1,
1985,2162,0,0,0,0,0,0,0,0,0,0,0,40,94,0,45,0,
1985,2162,1,1,1,1,1,1,1,1,1,1,1,40,93,1,44,1,Training Camp
1985,2162,1,1,1,1,1,1,1,1,1,1,1,63,78,1,31,1,
1985,2163,0,0,0,100,33,0,0,0,0,0,0,0,0,0,0,0,
1985,2163,1,1,1,100,32,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2163,1,1,1,100,17,1,1,1,1,1,1,1,1,1,1,1,
1985,2164,0,0,0,93,41,0,0,0,0,0,0,0,0,0,0,0,
1985,2164,1,1,1,93,41,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2164,1,1,1,95,25,1,1,1,1,1,1,1,1,1,1,1,
1985,2165,0,18,88,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2165,1,17,88,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2165,1,8,92,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2166,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2166,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2166,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2168,0,75,26,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2168,1,75,26,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2168,1,75,13,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2169,0,46,23,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2169,1,46,22,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2169,1,46,11,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2170,0,62,28,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2170,1,62,27,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2170,1,62,10,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2171,0,74,42,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2171,1,74,42,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2171,1,74,24,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2172,0,91,11,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2172,1,91,11,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2172,1,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2173,0,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2173,1,35,16,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2173,1,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2174,0,0,0,85,29,0,0,0,0,0,0,0,0,0,0,0,
1985,2174,1,1,1,85,29,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2174,1,1,1,93,12,1,1,1,1,1,1,1,1,1,1,1,
1985,2175,0,0,0,46,54,0,0,0,0,0,0,0,0,0,0,0,
1985,2175,1,1,1,45,54,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2175,1,1,1,34,62,1,1,1,1,1,1,1,1,1,1,1,
1985,2176,0,0,0,27,94,0,0,0,0,0,0,0,0,0,0,0,
1985,2176,1,1,1,27,94,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2176,1,1,1,16,97,1,1,1,1,1,1,1,1,1,1,1,
1985,2177,0,0,0,23,85,0,0,0,0,0,0,0,0,0,0,0,
1985,2177,1,1,1,23,85,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2177,1,1,1,9,93,1,1,1,1,1,1,1,1,1,1,1,
1985,2178,0,0,0,0,0,31,84,43,0,0,0,0,0,0,0,0,
1985,2178,1,1,1,1,1,31,84,43,1,1,1,1,1,1,1,1,Training Camp
1985,2178,1,1,1,1,1,22,84,32,1,1,1,1,1,1,1,1,
1985,2179,0,0,0,0,0,25,55,25,0,0,0,0,0,0,0,0,
1985,2179,1,1,1,1,1,25,55,25,1,1,1,1,1,1,1,1,Training Camp
1985,2179,1,1,1,1,1,14,65,16,1,1,1,1,1,1,1,1,
1985,2180,0,0,0,0,0,48,74,30,0,0,0,0,0,0,0,0,
1985,2180,1,1,1,1,1,48,74,30,1,1,1,1,1,1,1,1,Training Camp
1985,2180,1,1,1,1,1,40,74,22,1,1,1,1,1,1,1,1,
1985,2181,0,0,0,0,0,24,79,15,0,0,0,0,0,0,0,0,
1985,2181,1,1,1,1,1,23,79,14,1,1,1,1,1,1,1,1,Training Camp
1985,2181,1,1,1,1,1,16,79,2,1,1,1,1,1,1,1,1,
1985,2182,0,0,0,0,0,37,97,41,0,0,0,0,0,0,0,0,
1985,2182,1,1,1,1,1,37,97,41,1,1,1,1,1,1,1,1,Training Camp
1985,2182,1,1,1,1,1,23,97,32,1,1,1,1,1,1,1,1,
1985,2183,0,0,0,0,0,72,29,34,0,0,0,0,0,0,0,0,
1985,2183,1,1,1,1,1,72,28,33,1,1,1,1,1,1,1,1,Training Camp
1985,2183,1,1,1,1,1,81,20,23,1,1,1,1,1,1,1,1,
1985,2184,0,0,0,0,0,71,49,42,0,0,0,0,0,0,0,0,
1985,2184,1,1,1,1,1,71,48,41,1,1,1,1,1,1,1,1,Training Camp
1985,2184,1,1,1,1,1,74,34,23,1,1,1,1,1,1,1,1,
1985,2185,0,0,0,0,0,56,37,23,0,0,0,0,0,0,0,0,
1985,2185,1,1,1,1,1,56,36,23,1,1,1,1,1,1,1,1,Training Camp
1985,2185,1,1,1,1,1,64,24,18,1,1,1,1,1,1,1,1,
1985,2186,0,0,0,0,0,94,24,22,0,0,0,0,0,0,0,0,
1985,2186,1,1,1,1,1,94,24,22,1,1,1,1,1,1,1,1,Training Camp
1985,2186,1,1,1,1,1,96,16,12,1,1,1,1,1,1,1,1,
1985,2187,0,0,0,0,0,71,23,17,0,0,0,0,0,0,0,0,
1985,2187,1,1,1,1,1,71,23,16,1,1,1,1,1,1,1,1,Training Camp
1985,2187,1,1,1,1,1,78,9,1,1,1,1,1,1,1,1,1,
1985,2188,0,0,0,0,0,56,31,27,0,0,0,0,0,0,0,0,
1985,2188,1,1,1,1,1,56,31,27,1,1,1,1,1,1,1,1,Training Camp
1985,2188,1,1,1,1,1,71,14,17,1,1,1,1,1,1,1,1,
1985,2189,0,0,0,0,0,11,14,42,0,0,0,0,0,0,0,0,
1985,2189,1,1,1,1,1,10,13,42,1,1,1,1,1,1,1,1,Training Camp
1985,2189,1,1,1,1,1,1,1,70,1,1,1,1,1,1,1,1,
1985,2190,0,0,0,0,0,25,25,78,0,0,0,0,0,0,0,0,
1985,2190,1,1,1,1,1,24,25,78,1,1,1,1,1,1,1,1,Training Camp
1985,2190,1,1,1,1,1,15,7,78,1,1,1,1,1,1,1,1,
1985,2191,0,0,0,0,0,20,33,73,0,0,0,0,0,0,0,0,
1985,2191,1,1,1,1,1,19,33,73,1,1,1,1,1,1,1,1,Training Camp
1985,2191,1,1,1,1,1,13,12,67,1,1,1,1,1,1,1,1,
1985,2192,0,0,0,0,0,0,0,0,0,0,37,58,29,0,0,0,
1985,2192,1,1,1,1,1,1,1,1,1,1,36,58,29,1,1,1,Training Camp
1985,2192,1,1,1,1,1,1,1,1,1,1,27,66,18,1,1,1,
1985,2193,0,0,0,0,0,0,0,0,0,0,37,73,37,0,0,0,
1985,2193,1,1,1,1,1,1,1,1,1,1,37,73,36,1,1,1,Training Camp
1985,2193,1,1,1,1,1,1,1,1,1,1,22,78,24,1,1,1,
1985,2194,0,0,0,0,0,0,0,0,0,0,22,93,28,0,0,0,
1985,2194,1,1,1,1,1,1,1,1,1,1,21,93,27,1,1,1,Training Camp
1985,2194,1,1,1,1,1,1,1,1,1,1,9,95,13,1,1,1,
1985,2195,0,0,0,0,0,0,0,0,0,0,38,97,34,0,0,0,
1985,2195,1,1,1,1,1,1,1,1,1,1,37,97,34,1,1,1,Training Camp
1985,2195,1,1,1,1,1,1,1,1,1,1,21,100,18,1,1,1,
1985,2197,0,0,0,0,0,0,0,0,0,0,0,43,89,0,35,0,
1985,2197,1,1,1,1,1,1,1,1,1,1,1,42,89,1,35,1,Training Camp
1985,2197,1,1,1,1,1,1,1,1,1,1,1,32,92,1,20,1,
1985,2198,0,0,0,0,0,0,0,0,0,0,0,20,65,0,32,0,
1985,2198,1,1,1,1,1,1,1,1,1,1,1,20,65,1,31,1,Training Camp
1985,2198,1,1,1,1,1,1,1,1,1,1,1,9,80,1,20,1,
1985,2199,0,0,0,0,0,0,0,0,0,0,0,49,67,0,41,0,
1985,2199,1,1,1,1,1,1,1,1,1,1,1,49,67,1,40,1,Training Camp
1985,2199,1,1,1,1,1,1,1,1,1,1,1,37,75,1,30,1,
1985,2200,0,0,0,0,0,0,0,0,0,0,0,25,86,0,29,0,
1985,2200,1,1,1,1,1,1,1,1,1,1,1,24,86,1,28,1,Training Camp
1985,2200,1,1,1,1,1,1,1,1,1,1,1,9,91,1,15,1,
1985,2201,0,0,0,0,0,0,0,0,0,0,0,27,86,0,20,0,
1985,2201,1,1,1,1,1,1,1,1,1,1,1,26,86,1,19,1,Training Camp
1985,2201,1,1,1,1,1,1,1,1,1,1,1,13,92,1,5,1,
1985,2202,0,0,0,0,0,0,0,0,0,0,0,0,0,65,42,32,
1985,2202,1,1,1,1,1,1,1,1,1,1,1,1,1,65,42,31,Training Camp
1985,2202,1,1,1,1,1,1,1,1,1,1,1,1,1,77,27,15,
1985,2203,0,0,0,0,0,0,0,0,0,0,0,0,28,0,53,30,
1985,2203,1,1,1,1,1,1,1,1,1,1,1,1,28,1,53,29,Training Camp
1985,2203,1,1,1,1,1,1,1,1,1,1,1,1,9,1,53,18,
1985,2204,0,0,0,0,0,0,0,0,0,0,0,0,20,0,47,17,
1985,2204,1,1,1,1,1,1,1,1,1,1,1,1,20,1,47,16,Training Camp
1985,2204,1,1,1,1,1,1,1,1,1,1,1,1,4,1,57,7,
1985,2205,0,0,0,0,0,0,0,0,0,0,0,0,40,0,51,36,
1985,2205,1,1,1,1,1,1,1,1,1,1,1,1,40,1,51,36,Training Camp
1985,2205,1,1,1,1,1,1,1,1,1,1,1,1,23,1,66,19,
1985,2206,0,0,0,0,0,0,0,0,0,0,0,0,23,0,96,17,
1985,2206,1,1,1,1,1,1,1,1,1,1,1,1,22,1,96,16,Training Camp
1985,2206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,96,1,
1985,2207,0,0,0,0,0,0,0,0,0,0,0,0,0,86,40,26,
1985,2207,1,1,1,1,1,1,1,1,1,1,1,1,1,86,40,25,Training Camp
1985,2207,1,1,1,1,1,1,1,1,1,1,1,1,1,92,22,7,
1985,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,91,
1985,2208,1,1,1,1,1,1,1,1,1,1,1,1,1,24,11,91,Training Camp
1985,2208,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,96,
1985,2209,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,
1985,2209,1,1,1,1,1,1,1,1,1,79,1,1,1,1,1,1,Training Camp
1985,2209,1,1,1,1,1,1,1,1,1,79,1,1,1,1,1,1,
1985,2210,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,
1985,2210,1,1,1,1,1,1,1,1,1,93,1,1,1,1,1,1,Training Camp
1985,2210,1,1,1,1,1,1,1,1,1,93,1,1,1,1,1,1,
1985,2212,0,0,0,0,0,0,0,0,0,0,90,20,0,0,0,0,
1985,2212,1,1,1,1,1,1,1,1,1,1,90,20,1,1,1,1,Training Camp
1985,2212,1,1,1,1,1,1,1,1,1,1,94,6,1,1,1,1,
1985,2214,0,0,0,0,0,0,0,0,0,0,0,33,52,0,45,0,
1985,2214,1,1,1,1,1,1,1,1,1,1,1,33,52,1,44,1,Training Camp
1985,2214,1,1,1,1,1,1,1,1,1,1,1,21,69,1,32,1,
1985,2215,0,0,0,0,0,11,51,24,0,0,0,0,0,0,0,0,
1985,2215,1,1,1,1,1,11,51,24,1,1,1,1,1,1,1,1,Training Camp
1985,2215,1,1,1,1,1,5,73,13,1,1,1,1,1,1,1,1,
1985,2216,0,59,27,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2216,1,59,27,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2216,1,59,14,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,47,20,19,
1985,2217,1,1,1,1,1,1,1,1,1,1,1,1,1,47,19,19,Training Camp
1985,2217,1,1,1,1,1,1,1,1,1,1,1,1,1,47,1,1,
1985,2218,0,0,0,56,39,0,0,0,0,0,0,0,0,0,0,0,
1985,2218,1,1,1,56,38,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2218,1,1,1,74,34,1,1,1,1,1,1,1,1,1,1,1,
1985,2219,0,0,0,1,96,0,0,0,0,0,0,0,0,0,0,0,
1985,2219,1,1,1,1,96,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2219,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,
1985,2220,0,0,0,0,0,0,0,0,0,0,0,27,47,0,26,0,
1985,2220,1,1,1,1,1,1,1,1,1,1,1,27,47,1,26,1,Training Camp
1985,2220,1,1,1,1,1,1,1,1,1,1,1,23,70,1,20,1,
1985,2221,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2221,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2221,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2222,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2222,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2222,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2225,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2225,1,60,40,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2225,1,57,32,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2226,0,57,24,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2226,1,57,23,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2226,1,57,10,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2227,0,61,25,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2227,1,61,24,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2227,1,61,15,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2229,0,92,32,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2229,1,92,31,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2229,1,92,12,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2231,0,88,37,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2231,1,88,36,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2231,1,88,15,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2232,0,17,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
1985,2232,1,16,55,1,1,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2232,1,1,61,1,1,1,1,1,1,1,1,1,1,1,1,1,
1985,2233,0,0,0,55,39,0,0,0,0,0,0,0,0,0,0,0,
1985,2233,1,1,1,55,39,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2233,1,1,1,62,30,1,1,1,1,1,1,1,1,1,1,1,
1985,2234,0,0,0,91,38,0,0,0,0,0,0,0,0,0,0,0,
1985,2234,1,1,1,91,38,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2234,1,1,1,92,28,1,1,1,1,1,1,1,1,1,1,1,
1985,2235,0,0,0,46,41,0,0,0,0,0,0,0,0,0,0,0,
1985,2235,1,1,1,46,41,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2235,1,1,1,63,27,1,1,1,1,1,1,1,1,1,1,1,
1985,2236,0,0,0,96,29,0,0,0,0,0,0,0,0,0,0,0,
1985,2236,1,1,1,96,29,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2236,1,1,1,96,15,1,1,1,1,1,1,1,1,1,1,1,
1985,2237,0,0,0,35,27,0,0,0,0,0,0,0,0,0,0,0,
1985,2237,1,1,1,35,26,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2237,1,1,1,73,16,1,1,1,1,1,1,1,1,1,1,1,
1985,2238,0,0,0,58,37,0,0,0,0,0,0,0,0,0,0,0,
1985,2238,1,1,1,58,36,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2238,1,1,1,63,28,1,1,1,1,1,1,1,1,1,1,1,
1985,2239,0,0,0,62,25,0,0,0,0,0,0,0,0,0,0,0,
1985,2239,1,1,1,62,25,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2239,1,1,1,76,12,1,1,1,1,1,1,1,1,1,1,1,
1985,2240,0,0,0,76,15,0,0,0,0,0,0,0,0,0,0,0,
1985,2240,1,1,1,76,15,1,1,1,1,1,1,1,1,1,1,1,Training Camp
1985,2240,1,1,1,79,2,1,1,1,1,1,1,1,1,1,1,1,
1985,2241,0,0,0,0,0,37,89,41,0,0,0,0,0,0,0,0,
1985,2241,1,1,1,1,1,37,89,41,1,1,1,1,1,1,1,1,Training Camp
1985,2241,1,1,1,1,1,25,89,36,1,1,1,1,1,1,1,1,
1985,2242,0,0,0,0,0,23,57,36,0,0,0,0,0,0,0,0,
1985,2242,1,1,1,1,1,23,57,35,1,1,1,1,1,1,1,1,Training Camp
1985,2242,1,1,1,1,1,10,64,24,1,1,1,1,1,1,1,1,
1985,2243,0,0,0,0,0,36,56,33,0,0,0,0,0,0,0,0,
1985,2243,1,1,1,1,1,36,56,33,1,1,1,1,1,1,1,1,Training Camp
1985,2243,1,1,1,1,1,25,77,20,1,1,1,1,1,1,1,1,
1985,2244,0,0,0,0,0,15,88,10,0,0,0,0,0,0,0,0,
1985,2244,1,1,1,1,1,14,88,10,1,1,1,1,1,1,1,1,Training Camp
1985,2244,1,1,1,1,1,1,94,1,1,1,1,1,1,1,1,1,
1985,2245,0,0,0,0,0,43,93,37,0,0,0,0,0,0,0,0,
1985,2245,1,1,1,1,1,43,93,36,1,1,1,1,1,1,1,1,Training Camp
1985,2245,1,1,1,1,1,31,94,22,1,1,1,1,1,1,1,1,
1985,2246,0,0,0,0,0,21,97,11,0,0,0,0,0,0,0,0,
1985,2246,1,1,1,1,1,21,97,10,1,1,1,1,1,1,1,1,Training Camp
1985,2246,1,1,1,1,1,10,97,1,1,1,1,1,1,1,1,1,
1985,2247,0,0,0,0,0,25,73,21,0,0,0,0,0,0,0,0,
1985,2247,1,1,1,1,1,24,73,20,1,1,1,1,1,1,1,1,Training Camp
1985,2247,1,1,1,1,1,8,79,9,1,1,1,1,1,1,1,1,
1985,2248,0,0,0,0,0,97,14,23,0,0,0,0,0,0,0,0,
1985,2248,1,1,1,1,1,97,13,23,1,1,1,1,1,1,1,1,Training Camp
1985,2248,1,1,1,1,1,99,1,11,1,1,1,1,1,1,1,1,
1985,2249,0,0,0,0,0,91,34,32,0,0,0,0,0,0,0,0,
1985,2249,1,1,1,1,1,91,33,32,1,1,1,1,1,1,1,1,Training Camp
1985,2249,1,1,1,1,1,85,13,25,1,1,1,1,1,1,1,1,
1985,2250,0,0,0,0,0,59,34,28,0,0,0,0,0,0,0,0,
1985,2250,1,1,1,1,1,59,34,27,1,1,1,1,1,1,1,1,Training Camp
1985,2250,1,1,1,1,1,75,23,16,1,1,1,1,1,1,1,1,
1985,2251,0,0,0,0,0,22,29,95,0,0,0,0,0,0,0,0,
1985,2251,1,1,1,1,1,21,29,95,1,1,1,1,1,1,1,1,Training Camp
1985,2251,1,1,1,1,1,8,19,95,1,1,1,1,1,1,1,1,
1985,2252,0,0,0,0,0,44,25,83,0,0,0,0,0,0,0,0,
1985,2252,1,1,1,1,1,44,25,83,1,1,1,1,1,1,1,1,Training Camp
1985,2252,1,1,1,1,1,30,13,83,1,1,1,1,1,1,1,1,
1985,2253,0,0,0,0,0,32,22,93,0,0,0,0,0,0,0,0,
1985,2253,1,1,1,1,1,32,21,93,1,1,1,1,1,1,1,1,Training Camp
1985,2253,1,1,1,1,1,13,4,93,1,1,1,1,1,1,1,1,
1985,2254,0,0,0,0,0,25,17,64,0,0,0,0,0,0,0,0,
1985,2254,1,1,1,1,1,24,17,64,1,1,1,1,1,1,1,1,Training Camp
1985,2254,1,1,1,1,1,11,4,64,1,1,1,1,1,1,1,1,
1985,2255,0,0,0,0,0,0,0,0,0,0,21,76,33,0,0,0,
1985,2255,1,1,1,1,1,1,1,1,1,1,21,76,32,1,1,1,Training Camp
1985,2255,1,1,1,1,1,1,1,1,1,1,12,76,25,1,1,1,
1985,2256,0,0,0,0,0,0,0,0,0,0,0,40,73,0,31,0,
1985,2256,1,1,1,1,1,1,1,1,1,1,1,39,73,1,30,1,Training Camp
1985,2256,1,1,1,1,1,1,1,1,1,1,1,23,76,1,14,1,
1985,2257,0,0,0,0,0,0,0,0,0,0,0,30,50,0,26,0,
1985,2257,1,1,1,1,1,1,1,1,1,1,1,30,50,1,25,1,Training Camp
1985,2257,1,1,1,1,1,1,1,1,1,1,1,20,71,1,13,1,
1985,2258,0,0,0,0,0,0,0,0,0,0,0,45,49,0,44,0,
1985,2258,1,1,1,1,1,1,1,1,1,1,1,45,49,1,44,1,Training Camp
1985,2258,1,1,1,1,1,1,1,1,1,1,1,34,77,1,32,1,
1985,2259,0,0,0,0,0,0,0,0,0,0,0,48,85,0,39,0,
1985,2259,1,1,1,1,1,1,1,1,1,1,1,48,85,1,38,1,Training Camp
1985,2259,1,1,1,1,1,1,1,1,1,1,1,31,88,1,25,1,
1985,2260,0,0,0,0,0,0,0,0,0,0,0,48,83,0,45,0,
1985,2260,1,1,1,1,1,1,1,1,1,1,1,48,83,1,44,1,Training Camp
1985,2260,1,1,1,1,1,1,1,1,1,1,1,35,83,1,39,1,
1985,2261,0,0,0,0,0,0,0,0,0,0,0,20,93,0,20,0,
1985,2261,1,1,1,1,1,1,1,1,1,1,1,20,93,1,19,1,Training Camp
1985,2261,1,1,1,1,1,1,1,1,1,1,1,11,99,1,1,1,
1985,2262,0,0,0,0,0,0,0,0,0,0,0,26,91,0,23,0,
1985,2262,1,1,1,1,1,1,1,1,1,1,1,26,91,1,22,1,Training Camp
1985,2262,1,1,1,1,1,1,1,1,1,1,1,16,91,1,8,1,
1985,2263,0,0,0,0,0,0,0,0,0,0,0,14,98,0,15,0,
1985,2263,1,1,1,1,1,1,1,1,1,1,1,13,98,1,14,1,Training Camp
